date,nav,cash,leaps_value,open_positions,qqq_price,vix,regime,hmm_p_bull,total_return_pct
2019-02-22,25000.0,25000.0,0.0,0,165.46,13.5,BULL_STRONG,1.0,0.0
2019-02-25,25000.0,25000.0,0.0,0,166.07,14.9,BULL_STRONG,1.0,0.0
2019-02-26,25000.0,25000.0,0.0,0,166.24,15.2,BULL_STRONG,1.0,0.0
2019-02-27,25000.0,25000.0,0.0,0,166.13,14.7,BULL_STRONG,1.0,0.0
2019-02-28,25000.0,25000.0,0.0,0,165.75,14.8,BULL_STRONG,1.0,0.0
2019-03-01,25000.0,25000.0,0.0,0,166.9,13.6,BULL_STRONG,1.0,0.0
2019-03-04,25000.0,25000.0,0.0,0,166.93,14.6,BULL_STRONG,1.0,0.0
2019-03-05,25000.0,25000.0,0.0,0,167.05,14.7,BULL_STRONG,1.0,0.0
2019-03-06,25000.0,25000.0,0.0,0,166.11,15.7,BULL_STRONG,1.0,0.0
2019-03-07,25000.0,25000.0,0.0,0,164.07,16.6,BULL_MODERATE,1.0,0.0
2019-03-08,24997.5,23407.12,1590.38,0,163.82,16.0,BULL_MODERATE,1.0,-0.01
2019-03-11,25106.5,23986.98,1701.88,1,167.22,14.3,BULL_STRONG,1.0,0.43
2019-03-12,25085.67,23986.98,1732.31,1,168.14,13.8,BULL_STRONG,1.0,0.34
2019-03-13,25066.61,23986.98,1800.71,1,169.41,13.4,BULL_STRONG,1.0,0.27
2019-03-14,25074.12,23986.98,1782.96,1,169.12,13.5,BULL_STRONG,1.0,0.3
2019-03-15,25037.36,23986.98,1863.34,1,170.69,12.9,BULL_STRONG,1.0,0.15
2019-03-18,25047.26,23986.98,1901.41,1,171.1,13.1,BULL_STRONG,1.0,0.19
2019-03-19,25065.15,23986.98,1972.05,1,171.67,13.6,BULL_STRONG,1.0,0.26
2019-03-20,25074.67,23986.98,2042.82,1,172.35,13.9,BULL_STRONG,1.0,0.3
2019-03-21,25024.74,23986.98,2239.5,1,175.05,13.6,BULL_STRONG,1.0,0.1
2019-03-22,25213.03,23986.98,2101.15,1,171.2,16.5,BULL_STRONG,1.0,0.85
2019-03-25,25216.05,23986.98,2061.04,1,170.88,16.3,BULL_STRONG,1.0,0.86
2019-03-26,25128.74,23986.98,2022.55,1,171.67,14.7,BULL_STRONG,1.0,0.51
2019-03-27,25165.56,23986.98,1962.57,1,170.57,15.1,BULL_STRONG,1.0,0.66
2019-03-28,25126.37,23986.98,1947.04,1,170.96,14.4,BULL_STRONG,1.0,0.51
2019-03-29,25068.72,23986.98,1999.13,1,172.26,13.7,BULL_STRONG,1.0,0.27
2019-04-01,25015.37,23986.98,2157.58,1,174.54,13.4,BULL_STRONG,1.0,0.06
2019-04-02,25006.72,23986.98,2212.8,1,175.2,13.4,BULL_STRONG,1.0,0.03
2019-04-03,25007.68,23986.98,2312.46,1,176.21,13.7,BULL_STRONG,1.0,0.03
2019-04-04,25000.42,23986.98,2297.06,1,176.14,13.6,BULL_STRONG,1.0,0.0
2019-04-05,24949.91,23986.98,2335.88,1,177.05,12.8,BULL_STRONG,1.0,-0.2
2019-04-08,24956.71,23986.98,2384.39,1,177.5,13.2,BULL_STRONG,1.0,-0.17
2019-04-09,25017.78,23986.98,2382.15,1,176.88,14.3,BULL_STRONG,1.0,0.07
2019-04-10,24953.01,24953.01,0.0,0,177.83,13.3,BULL_STRONG,1.0,-0.19
2019-04-11,24953.01,24953.01,0.0,0,177.4,13.0,BULL_STRONG,1.0,-0.19
2019-04-12,24953.01,24953.01,0.0,0,178.17,12.0,BULL_STRONG,1.0,-0.19
2019-04-15,24953.01,24953.01,0.0,0,178.2,12.3,BULL_STRONG,1.0,-0.19
2019-04-16,24953.01,24953.01,0.0,0,178.81,12.2,BULL_STRONG,1.0,-0.19
2019-04-17,24953.01,24953.01,0.0,0,179.44,12.6,BULL_STRONG,1.0,-0.19
2019-04-18,24953.01,24953.01,0.0,0,179.67,12.1,BULL_STRONG,1.0,-0.19
2019-04-22,24953.01,24953.01,0.0,0,180.18,12.4,BULL_STRONG,1.0,-0.19
2019-04-23,24953.01,24953.01,0.0,0,182.47,12.3,BULL_STRONG,1.0,-0.19
2019-04-24,24953.01,24953.01,0.0,0,181.89,13.1,BULL_STRONG,1.0,-0.19
2019-04-25,24953.01,24953.01,0.0,0,182.63,13.2,BULL_STRONG,1.0,-0.19
2019-04-26,24953.01,24953.01,0.0,0,182.79,12.7,BULL_STRONG,1.0,-0.19
2019-04-29,24953.01,24953.01,0.0,0,183.15,13.1,BULL_STRONG,1.0,-0.19
2019-04-30,24953.01,24953.01,0.0,0,181.73,13.1,BULL_STRONG,1.0,-0.19
2019-05-01,24953.01,24953.01,0.0,0,181.14,14.8,BULL_STRONG,1.0,-0.19
2019-05-02,24953.01,24953.01,0.0,0,180.36,14.4,BULL_STRONG,1.0,-0.19
2019-05-03,24953.01,24953.01,0.0,0,183.23,12.9,BULL_STRONG,1.0,-0.19
2019-05-06,24948.01,21531.44,3416.56,0,182.11,15.4,BULL_STRONG,1.0,-0.21
2019-05-07,25078.28,20448.87,5592.31,1,178.56,19.3,BULL_STRONG,1.0,0.31
2019-05-08,25052.01,21165.59,5519.99,2,178.11,19.4,BULL_STRONG,1.0,0.21
2019-05-09,24989.11,19154.22,7272.2,2,177.16,19.1,BULL_STRONG,1.0,-0.04
2019-05-10,24318.48,19798.29,6413.88,3,177.38,16.0,BULL_STRONG,1.0,-2.73
2019-05-13,24980.68,19905.84,6269.51,3,171.22,20.5,BULL_STRONG,1.0,-0.08
2019-05-14,24601.71,19902.34,5947.23,3,173.1,18.1,BULL_STRONG,1.0,-1.59
2019-05-15,24403.0,19976.72,6030.82,3,175.54,16.4,BULL_STRONG,1.0,-2.39
2019-05-16,24226.5,19969.72,6112.95,3,177.31,15.3,BULL_STRONG,1.0,-3.09
2019-05-17,24310.83,19962.72,5853.38,3,175.5,16.0,BULL_STRONG,1.0,-2.76
2019-05-20,24244.63,20037.4,5238.44,3,172.53,16.3,BULL_STRONG,1.0,-3.02
2019-05-21,24089.99,20098.37,5248.3,3,174.34,14.9,BULL_STRONG,1.0,-3.64
2019-05-22,24009.17,20094.87,4998.03,3,173.56,14.8,BULL_STRONG,1.0,-3.96
2019-05-23,24259.71,20087.87,5025.48,3,170.9,16.9,BULL_STRONG,1.0,-2.96
2019-05-24,24025.36,20080.87,4682.67,3,170.82,15.9,BULL_STRONG,1.0,-3.9
2019-05-28,24361.1,20157.0,4989.97,3,170.18,17.5,BULL_STRONG,1.0,-2.56
2019-05-29,24318.31,19736.58,4802.89,3,168.78,17.9,BEAR,1.0,-2.73
2019-05-30,24270.54,20207.64,4772.26,3,169.49,17.3,BULL_STRONG,1.0,-2.92
2019-05-31,24300.4,20207.64,4611.09,3,166.78,18.7,BEAR,0.99,-2.8
2019-06-03,23898.13,19968.04,3930.09,3,163.11,18.9,BEAR,0.99,-4.41
2019-06-04,24234.3,19968.04,4266.26,3,167.7,17.0,BEAR,0.99,-3.06
2019-06-05,24224.42,19968.04,4256.38,3,168.95,16.1,BEAR,1.0,-3.1
2019-06-06,24429.43,20656.03,4471.39,3,170.29,15.9,BULL_STRONG,1.0,-2.28
2019-06-07,24750.39,20652.53,5276.69,3,173.58,16.3,BULL_STRONG,1.0,-1.0
2019-06-10,24813.25,20722.36,5620.18,3,175.6,15.9,BULL_STRONG,1.0,-0.75
2019-06-11,24835.53,20715.36,5680.29,3,175.84,16.0,BULL_STRONG,1.0,-0.66
2019-06-12,24773.72,20708.36,5392.45,3,174.83,15.9,BULL_STRONG,1.0,-0.91
2019-06-13,24795.12,20701.36,5594.82,3,175.86,15.8,BULL_STRONG,1.0,-0.82
2019-06-14,24663.4,20694.36,5251.2,3,175.11,15.3,BULL_STRONG,1.0,-1.35
2019-06-17,24754.6,20762.71,5500.07,3,176.17,15.4,BULL_STRONG,1.0,-0.98
2019-06-18,24758.71,20755.71,6081.33,3,178.73,15.1,BULL_STRONG,1.0,-0.97
2019-06-19,24589.26,20755.71,6005.68,3,179.4,14.3,BULL_STRONG,1.0,-1.64
2019-06-20,24632.01,20755.71,6534.7,3,181.07,14.8,BULL_STRONG,1.0,-1.47
2019-06-21,24775.69,20755.71,6621.65,3,180.8,15.4,BULL_STRONG,1.0,-0.9
2019-06-24,24783.23,20755.71,6559.92,3,180.8,15.3,BULL_STRONG,1.0,-0.87
2019-06-25,25057.99,20832.83,6042.89,3,177.7,16.3,BULL_STRONG,1.0,0.23
2019-06-26,25052.3,20825.83,6223.97,3,178.53,16.2,BULL_STRONG,1.0,0.21
2019-06-27,24975.49,20825.83,6278.68,3,179.21,15.8,BULL_STRONG,1.0,-0.1
2019-06-28,24816.17,20825.83,6110.99,3,179.44,15.1,BULL_STRONG,1.0,-0.74
2019-07-01,24548.67,20825.83,6469.52,3,181.86,14.1,BULL_STRONG,1.0,-1.81
2019-07-02,24305.56,20825.83,6404.29,3,182.58,12.9,BULL_STRONG,1.0,-2.78
2019-07-03,24153.19,20825.83,6704.3,3,183.96,12.6,BULL_STRONG,1.0,-3.39
2019-07-05,24338.46,20825.83,6758.82,3,183.58,13.3,BULL_STRONG,1.0,-2.65
2019-07-08,24585.01,20825.83,6545.9,3,182.29,14.0,BULL_STRONG,1.0,-1.66
2019-07-09,24565.91,20825.83,6832.53,3,183.21,14.1,BULL_STRONG,1.0,-1.74
2019-07-10,24191.49,20825.83,7069.29,3,185.03,13.0,BULL_STRONG,1.0,-3.23
2019-07-11,24163.62,19638.01,6985.2,3,184.9,12.9,BULL_STRONG,1.0,-3.35
2019-07-12,24058.05,19638.01,7169.55,3,185.96,12.4,BULL_STRONG,1.0,-3.77
2019-07-15,24112.0,19638.01,7392.39,3,186.56,12.7,BULL_STRONG,1.0,-3.55
2019-07-16,24188.1,19638.01,7140.99,3,185.6,12.9,BULL_STRONG,1.0,-3.25
2019-07-17,24408.38,19638.01,7113.77,3,184.69,14.0,BULL_STRONG,1.0,-2.37
2019-07-18,24315.45,19638.01,7039.14,3,184.9,13.5,BULL_STRONG,1.0,-2.74
2019-07-19,24518.68,19638.01,6864.85,3,183.54,14.4,BULL_STRONG,1.0,-1.93
2019-07-22,24363.0,19638.01,7042.21,3,185.0,13.5,BULL_STRONG,1.0,-2.55
2019-07-23,24152.22,19638.01,7189.02,3,186.21,12.6,BULL_STRONG,1.0,-3.39
2019-07-24,23991.51,19638.01,7473.26,3,187.52,12.1,BULL_STRONG,1.0,-4.03
2019-07-25,24223.3,19638.01,7070.12,3,185.74,12.7,BULL_STRONG,1.0,-3.11
2019-07-26,24015.58,19638.01,7529.2,3,187.66,12.2,BULL_STRONG,1.0,-3.94
2019-07-29,24187.64,19638.01,7442.68,3,187.01,12.8,BULL_STRONG,1.0,-3.25
2019-07-30,24461.62,19638.01,7432.89,3,186.2,13.9,BULL_STRONG,1.0,-2.15
2019-07-31,25073.27,19638.01,7199.26,3,183.63,16.1,BULL_STRONG,1.0,0.29
2019-08-01,25509.26,20221.41,7377.88,3,182.72,17.9,BULL_STRONG,0.99,2.04
2019-08-02,25374.02,21229.96,6585.44,3,180.03,17.6,BULL_STRONG,0.92,1.5
2019-08-05,26411.17,20252.87,6834.84,3,173.67,24.6,BEAR,0.0,5.64
2019-08-06,25826.08,19585.98,6240.1,3,176.1,20.2,BEAR,0.0,3.3
2019-08-07,25856.72,19585.98,6270.73,3,177.05,19.5,BEAR,0.01,3.43
2019-08-08,26139.35,22067.96,6563.37,3,180.9,16.9,BULL_STRONG,0.02,4.56
2019-08-09,26304.1,22067.96,6380.33,3,179.2,18.0,BULL_STRONG,0.01,5.22
2019-08-12,26810.02,21253.17,6638.58,3,177.14,21.1,BEAR,0.01,7.24
2019-08-13,26537.56,22387.57,6693.71,3,181.03,17.5,BULL_STRONG,0.01,6.15
2019-08-14,27161.16,20652.28,6508.89,3,175.62,22.1,BEAR,0.0,8.64
2019-08-15,26849.76,20652.28,6197.48,3,175.41,21.2,BEAR,0.0,7.4
2019-08-16,26809.17,20652.28,6156.9,3,178.23,18.5,BEAR,0.0,7.24
2019-08-19,27095.44,23240.49,6453.16,3,181.06,16.9,BULL_STRONG,0.0,8.38
2019-08-20,27204.21,23240.49,6248.43,3,179.66,17.5,BULL_STRONG,0.0,8.82
2019-08-21,26972.69,23240.49,6241.64,3,181.26,15.8,BULL_STRONG,0.0,7.89
2019-08-22,27122.96,23240.49,6295.36,3,180.67,16.7,BULL_STRONG,0.0,8.49
2019-08-23,27457.85,21777.59,5680.25,3,174.95,19.9,BEAR,0.0,9.83
2019-08-26,27912.34,21777.59,6134.75,3,177.6,19.3,BEAR,0.0,11.65
2019-08-27,28060.54,21777.59,6282.95,3,177.22,20.3,BEAR,0.0,12.24
2019-08-28,27961.53,21777.59,6183.93,3,177.85,19.4,BEAR,0.0,11.85
2019-08-29,28259.04,24342.28,6491.44,3,180.57,17.9,BULL_STRONG,0.01,13.04
2019-08-30,28439.99,24342.28,6636.64,3,180.14,19.0,BULL_STRONG,0.06,13.76
2019-09-03,28583.72,23486.97,6314.43,3,178.39,19.7,BEAR,0.37,14.33
2019-09-04,28409.74,24591.87,6386.91,3,180.97,17.3,BULL_STRONG,0.74,13.64
2019-09-05,28194.21,24591.87,7031.58,3,184.28,16.3,BULL_STRONG,0.87,12.78
2019-09-06,28004.04,24591.87,6680.21,3,184.1,15.0,BULL_STRONG,0.95,12.02
2019-09-09,28088.14,24591.87,6603.06,3,183.72,15.3,BULL_STRONG,0.98,12.35
2019-09-10,28106.28,24591.87,6430.97,3,183.19,15.2,BULL_STRONG,1.0,12.43
2019-09-11,27947.53,24591.87,6781.59,3,184.91,14.6,BULL_STRONG,1.0,11.79
2019-09-12,27844.55,24591.87,6909.81,3,185.68,14.2,BULL_STRONG,1.0,11.38
2019-09-13,27806.17,24591.87,6604.95,3,185.01,13.7,BULL_STRONG,1.0,11.22
2019-09-16,28040.82,24591.87,6549.7,3,184.19,14.7,BULL_STRONG,1.0,12.16
2019-09-17,27958.01,24591.87,6745.91,3,185.07,14.4,BULL_STRONG,1.0,11.83
2019-09-18,27867.34,24591.87,6593.65,3,184.99,13.9,BULL_STRONG,1.0,11.47
2019-09-19,27872.12,24591.87,6697.5,3,185.3,14.1,BULL_STRONG,1.0,11.49
2019-09-20,28212.3,24591.87,6386.7,3,183.34,15.3,BULL_STRONG,1.0,12.85
2019-09-23,28164.0,24591.87,6289.52,3,183.42,14.9,BULL_STRONG,1.0,12.66
2019-09-24,28694.83,24591.87,6105.44,3,180.99,17.0,BULL_STRONG,1.0,14.78
2019-09-25,28405.21,24591.87,6387.26,3,183.02,16.0,BULL_STRONG,1.0,13.62
2019-09-26,28460.98,24591.87,6196.78,3,182.34,16.1,BULL_STRONG,1.0,13.84
2019-09-27,28788.41,24591.87,5839.88,3,180.08,17.2,BULL_STRONG,1.0,15.15
2019-09-30,28588.77,24591.87,6045.54,3,181.8,16.2,BULL_STRONG,1.0,14.36
2019-10-01,29154.12,24591.87,6166.68,3,180.31,18.6,BULL_STRONG,1.0,16.62
2019-10-02,29658.44,23809.43,5849.01,3,177.21,20.6,BEAR,1.0,18.63
2019-10-03,29769.61,23809.43,5960.19,3,179.16,19.1,BEAR,1.0,19.08
2019-10-04,29951.86,26387.24,6152.43,3,181.8,17.0,BULL_STRONG,1.0,19.81
2019-10-07,30107.09,26387.24,6161.85,3,181.25,17.9,BULL_STRONG,1.0,20.43
2019-10-08,30409.65,25493.91,6008.28,3,178.53,20.3,BEAR,1.0,21.64
2019-10-09,30322.12,26575.78,6052.21,3,180.27,18.6,BULL_STRONG,1.0,21.29
2019-10-10,30201.52,26575.78,6165.63,3,181.67,17.6,BULL_STRONG,1.0,20.81
2019-10-11,29911.56,26575.78,6364.21,3,184.01,15.6,BULL_STRONG,1.0,19.65
2019-10-14,29799.91,26575.78,6120.68,3,183.99,14.6,BULL_STRONG,1.0,19.2
2019-10-15,29571.11,26575.78,6604.22,3,186.33,13.5,BULL_STRONG,1.0,18.28
2019-10-16,29616.96,26575.78,6480.51,3,185.87,13.7,BULL_STRONG,1.0,18.47
2019-10-17,29617.15,26575.78,6644.6,3,186.36,13.8,BULL_STRONG,1.0,18.47
2019-10-18,29771.26,26575.78,6188.97,3,184.57,14.2,BULL_STRONG,1.0,19.09
2019-10-21,29676.09,26575.78,6601.98,3,186.2,14.0,BULL_STRONG,1.0,18.7
2019-10-22,29826.63,26575.78,6235.8,3,184.72,14.5,BULL_STRONG,1.0,19.31
2019-10-23,29747.76,26575.78,6244.99,3,185.08,14.0,BULL_STRONG,1.0,18.99
2019-10-24,29603.49,26575.78,6729.12,3,186.88,13.7,BULL_STRONG,1.0,18.41
2019-10-25,29349.42,26575.78,7014.12,3,188.37,12.6,BULL_STRONG,1.0,17.4
2019-10-28,29289.9,26575.78,7667.42,3,190.23,13.1,BULL_STRONG,1.0,17.16
2019-10-29,29395.29,26575.78,7187.82,3,188.76,13.2,BULL_STRONG,1.0,17.58
2019-10-30,29204.32,26575.78,7347.35,3,189.67,12.3,BULL_STRONG,1.0,16.82
2019-10-31,29300.76,26575.78,7474.71,3,189.76,13.2,BULL_STRONG,1.0,17.2
2019-11-01,29057.43,26575.78,7910.77,3,191.48,12.3,BULL_STRONG,1.0,16.23
2019-11-04,29055.92,26575.78,8373.52,3,192.67,12.8,BULL_STRONG,1.0,16.22
2019-11-05,29085.36,26575.78,8442.48,3,192.77,13.1,BULL_STRONG,1.0,16.34
2019-11-06,29042.29,26575.78,8223.02,3,192.34,12.6,BULL_STRONG,1.0,16.17
2019-11-07,29012.38,24526.0,8455.17,3,192.98,12.7,BULL_STRONG,1.0,16.05
2019-11-08,28972.43,24526.0,8641.12,3,193.75,12.1,BULL_STRONG,1.0,15.89
2019-11-11,29027.56,24526.0,8600.85,3,193.49,12.7,BULL_STRONG,1.0,16.11
2019-11-12,29038.6,24526.0,8796.25,3,194.05,12.7,BULL_STRONG,1.0,16.15
2019-11-13,29067.46,24526.0,8843.53,3,194.1,13.0,BULL_STRONG,1.0,16.27
2019-11-14,29066.4,22708.92,8786.16,3,193.95,13.1,BULL_STRONG,1.0,16.27
2019-11-15,29123.95,22708.92,9185.64,3,195.37,12.1,BULL_STRONG,1.0,16.5
2019-11-18,29170.94,22708.92,9261.19,3,195.53,12.5,BULL_STRONG,1.0,16.68
2019-11-19,29206.28,22708.92,9399.07,3,195.81,12.9,BULL_STRONG,1.0,16.83
2019-11-20,29165.85,22708.92,8960.41,3,194.64,12.8,BULL_STRONG,1.0,16.66
2019-11-21,29173.36,22708.92,8839.68,3,194.21,13.1,BULL_STRONG,1.0,16.69
2019-11-22,29165.27,22708.92,8798.63,3,194.33,12.3,BULL_STRONG,1.0,16.66
2019-11-25,29250.88,22708.92,9582.89,3,196.63,11.9,BULL_STRONG,1.0,17.0
2019-11-26,29255.61,22708.92,9699.36,3,197.01,11.5,BULL_STRONG,1.0,17.02
2019-11-27,29276.47,22708.92,10226.67,3,198.38,11.8,BULL_STRONG,1.0,17.11
2019-11-29,29320.09,22708.92,9931.75,3,197.48,12.6,BULL_STRONG,1.0,17.28
2019-12-02,29477.18,22708.92,9400.9,3,195.46,14.9,BULL_STRONG,1.0,17.91
2019-12-03,29541.86,22708.92,8990.84,3,193.93,16.0,BULL_STRONG,1.0,18.17
2019-12-04,29484.07,22708.92,9170.26,3,194.91,14.8,BULL_STRONG,1.0,17.94
2019-12-05,29481.12,22708.92,9265.73,3,195.29,14.5,BULL_STRONG,1.0,17.92
2019-12-06,29410.66,22708.92,9919.94,3,197.38,13.6,BULL_STRONG,1.0,17.64
2019-12-09,29635.27,22708.92,9802.14,3,196.49,15.9,BULL_STRONG,1.0,18.54
2019-12-10,29633.98,22708.92,9720.68,3,196.32,15.7,BULL_STRONG,1.0,18.54
2019-12-11,29549.64,22708.92,10013.44,3,197.36,15.0,BULL_STRONG,1.0,18.2
2019-12-12,29420.51,22055.05,10455.96,3,198.84,13.9,BULL_STRONG,1.0,17.68
2019-12-13,29419.63,22055.05,10605.09,3,199.49,12.6,BULL_STRONG,1.0,17.68
2019-12-16,29471.92,27235.81,3034.47,1,201.49,12.1,BULL_STRONG,1.0,17.89
2019-12-17,29475.3,27235.81,3046.19,1,201.61,12.3,BULL_STRONG,1.0,17.9
2019-12-18,29474.9,29474.9,0.0,0,201.76,12.6,BULL_STRONG,1.0,17.9
2019-12-19,29474.9,29474.9,0.0,0,203.03,12.5,BULL_STRONG,1.0,17.9
2019-12-20,29474.9,29474.9,0.0,0,203.84,12.5,BULL_STRONG,1.0,17.9
2019-12-23,29474.9,29474.9,0.0,0,204.38,12.6,BULL_STRONG,1.0,17.9
2019-12-24,29474.9,29474.9,0.0,0,204.49,12.7,BULL_STRONG,1.0,17.9
2019-12-26,29474.9,29474.9,0.0,0,206.29,12.6,BULL_STRONG,1.0,17.9
2019-12-27,29474.9,29474.9,0.0,0,206.12,13.4,BULL_STRONG,1.0,17.9
2019-12-30,29474.9,29474.9,0.0,0,204.77,14.8,BULL_STRONG,1.0,17.9
2019-12-31,29474.9,29474.9,0.0,0,205.15,13.8,BULL_STRONG,1.0,17.9
2020-01-02,29474.9,29474.9,0.0,0,208.58,12.5,BULL_STRONG,1.0,17.9
2020-01-03,29472.4,27693.45,1778.95,0,206.67,14.0,BULL_STRONG,1.0,17.89
2020-01-06,29538.92,28391.8,1847.97,1,208.0,13.9,BULL_STRONG,1.0,18.16
2020-01-07,29539.87,28391.8,1840.43,1,207.97,13.8,BULL_STRONG,1.0,18.16
2020-01-08,29513.89,28391.8,1915.66,1,209.54,13.4,BULL_STRONG,1.0,18.06
2020-01-09,29446.4,28391.8,1967.11,1,211.31,12.5,BULL_STRONG,1.0,17.79
2020-01-10,29455.36,28391.8,1927.85,1,210.77,12.6,BULL_STRONG,1.0,17.82
2020-01-13,29415.15,28391.8,2082.43,1,213.2,12.3,BULL_STRONG,1.0,17.66
2020-01-14,29435.74,28391.8,2026.43,1,212.36,12.4,BULL_STRONG,1.0,17.74
2020-01-15,29435.29,28391.8,2030.29,1,212.45,12.4,BULL_STRONG,1.0,17.74
2020-01-16,29398.31,28391.8,2174.35,1,214.49,12.3,BULL_STRONG,1.0,17.59
2020-01-17,29366.89,28391.8,2238.89,1,215.55,12.1,BULL_STRONG,1.0,17.47
2020-01-21,29416.35,28391.8,2274.4,1,215.45,12.9,BULL_STRONG,1.0,17.67
2020-01-22,29410.87,28391.8,2321.63,1,216.02,12.9,BULL_STRONG,1.0,17.64
2020-01-23,29402.22,28391.8,2378.44,1,216.71,13.0,BULL_STRONG,1.0,17.61
2020-01-24,29542.42,28391.8,2350.28,1,214.89,14.6,BULL_STRONG,1.0,18.17
2020-01-27,29872.95,23817.99,6892.17,1,210.45,18.2,BULL_STRONG,1.0,19.49
2020-01-28,29790.43,25474.15,7063.72,2,213.68,16.3,BULL_STRONG,1.0,19.16
2020-01-29,29808.9,25474.15,7152.33,2,214.03,16.4,BULL_STRONG,1.0,19.24
2020-01-30,29632.11,25474.15,7093.52,2,214.79,15.5,BULL_STRONG,1.0,18.53
2020-01-31,30332.26,25474.15,7200.41,2,211.39,18.8,BULL_STRONG,1.0,21.33
2020-02-03,30142.38,25474.15,7613.07,2,214.58,18.0,BULL_STRONG,1.0,20.57
2020-02-04,29579.89,26629.54,5438.86,1,219.49,16.0,BULL_STRONG,1.0,18.32
2020-02-05,29449.16,26629.54,5402.02,1,220.22,15.1,BULL_STRONG,1.0,17.8
2020-02-06,29375.27,26629.54,5664.9,1,222.12,15.0,BULL_STRONG,1.0,17.5
2020-02-07,29468.1,26629.54,5584.24,1,221.16,15.5,BULL_STRONG,1.0,17.87
2020-02-10,29332.63,26629.54,5926.01,1,223.84,15.0,BULL_STRONG,1.0,17.33
2020-02-11,29354.54,26629.54,5952.4,1,223.87,15.2,BULL_STRONG,1.0,17.42
2020-02-12,29099.33,26629.54,6110.0,1,226.06,13.7,BULL_STRONG,1.0,16.4
2020-02-13,29160.77,26629.54,6113.17,1,225.77,14.1,BULL_STRONG,1.0,16.64
2020-02-14,29078.45,26629.54,6154.28,1,226.41,13.7,BULL_STRONG,1.0,16.31
2020-02-18,29211.97,26629.54,6297.34,1,226.5,14.8,BULL_STRONG,1.0,16.85
2020-02-19,29083.83,26629.54,6599.26,1,228.67,14.4,BULL_STRONG,1.0,16.34
2020-02-20,29301.49,26629.54,6392.64,1,226.55,15.6,BULL_STRONG,1.0,17.21
2020-02-21,29677.8,26629.54,5914.12,1,222.2,17.1,BULL_STRONG,0.95,18.71
2020-02-24,31110.0,23592.27,8994.66,1,213.63,25.0,BULL_MODERATE,0.0,24.44
2020-02-25,31369.18,25826.15,8593.67,2,207.82,27.9,BULL_MODERATE,0.0,25.48
2020-02-26,31339.23,25826.15,8703.38,2,208.89,27.6,BULL_MODERATE,0.0,25.36
2020-02-27,33094.82,24165.74,9726.95,2,198.43,39.2,BEAR,0.0,32.38
2020-02-28,33288.49,24165.74,9936.19,2,198.58,40.1,BEAR,0.0,33.15
2020-03-02,33065.55,26674.78,10025.24,2,208.83,33.4,BULL_MODERATE,0.0,32.26
2020-03-03,33514.78,23910.44,9604.34,2,202.13,36.8,BEAR,0.0,34.06
2020-03-04,33738.55,27742.82,9835.61,2,210.57,32.0,BULL_MODERATE,0.0,34.95
2020-03-05,34976.62,28302.87,7753.38,1,204.17,39.6,CHOPPY,0.0,39.91
2020-03-06,35026.39,27348.18,7678.2,2,200.73,41.9,BEAR,0.0,40.11
2020-03-09,35357.64,35357.64,0.0,0,186.78,54.5,BEAR,0.0,41.43
2020-03-10,35357.64,35357.64,0.0,0,196.95,47.3,BEAR,0.0,41.43
2020-03-11,35357.64,35357.64,0.0,0,188.37,53.9,BEAR,0.0,41.43
2020-03-12,35357.64,35357.64,0.0,0,171.1,75.5,BEAR,0.0,41.43
2020-03-13,35357.64,35357.64,0.0,0,185.6,57.8,BEAR,0.0,41.43
2020-03-16,35357.64,35357.64,0.0,0,163.36,82.7,BEAR,0.0,41.43
2020-03-17,35357.64,35357.64,0.0,0,175.75,75.9,BEAR,0.0,41.43
2020-03-18,35357.64,35357.64,0.0,0,170.41,76.4,BEAR,0.0,41.43
2020-03-19,35357.64,35357.64,0.0,0,171.43,72.0,BEAR,0.0,41.43
2020-03-20,35357.64,35357.64,0.0,0,164.71,66.0,BEAR,0.0,41.43
2020-03-23,35357.64,35357.64,0.0,0,164.83,61.6,BEAR,0.0,41.43
2020-03-24,35357.64,35357.64,0.0,0,177.6,61.7,BEAR,0.0,41.43
2020-03-25,35357.64,35357.64,0.0,0,176.28,64.0,BEAR,0.0,41.43
2020-03-26,35357.64,35357.64,0.0,0,185.57,61.0,BEAR,0.0,41.43
2020-03-27,35357.64,35357.64,0.0,0,179.18,65.5,BEAR,0.0,41.43
2020-03-30,35357.64,35357.64,0.0,0,185.7,57.1,BEAR,0.0,41.43
2020-03-31,35357.64,35357.64,0.0,0,184.12,53.5,BEAR,0.0,41.43
2020-04-01,35357.64,35357.64,0.0,0,176.29,57.1,BEAR,0.0,41.43
2020-04-02,35357.64,35357.64,0.0,0,179.87,50.9,BEAR,0.0,41.43
2020-04-03,35357.64,35357.64,0.0,0,177.32,46.8,BEAR,0.0,41.43
2020-04-06,35357.64,35357.64,0.0,0,189.99,45.2,BEAR,0.0,41.43
2020-04-07,35357.64,35357.64,0.0,0,189.92,46.7,BEAR,0.0,41.43
2020-04-08,35357.64,35357.64,0.0,0,193.95,43.3,BEAR,0.0,41.43
2020-04-09,35357.64,35357.64,0.0,0,194.23,41.7,BEAR,0.0,41.43
2020-04-13,35357.64,35357.64,0.0,0,196.33,41.2,BEAR,0.0,41.43
2020-04-14,35357.64,35357.64,0.0,0,204.87,37.8,CHOPPY,0.0,41.43
