Symbol,Strategy,Direction,Exit,Entry Date,Exit Date,Days Held,Entry $,Exit $,PnL $,PnL %
ANET,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2020-06-18,2020-07-02,14,428.44,331.54,96.9,7.4
GLW,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2020-06-22,2020-07-07,15,353.69,261.13,92.56,9.7
AMD,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2020-07-02,2020-07-17,15,1321.83,1313.57,-8.25,-0.6
CRWD,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2020-07-07,2020-07-21,14,251.69,231.56,20.13,3.2
MU,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2020-07-17,2020-07-31,14,1107.19,1118.2,11.01,1.0
JCI,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2020-07-21,2020-08-04,14,731.49,765.82,34.33,4.7
TSM,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2020-07-31,2020-08-14,14,296.35,247.74,48.6,7.5
JCI,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2020-08-05,2020-08-19,14,769.36,773.4,4.04,0.5
ANET,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2020-08-14,2020-08-28,14,396.03,335.66,60.36,6.1
NVDA,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2020-08-19,2020-09-02,14,2287.56,2698.59,411.03,18.0
NET,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2020-08-31,2020-09-15,15,356.13,289.99,66.14,7.2
TSLA,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2020-09-02,2020-09-17,15,201.62,194.86,6.76,1.5
SHOP,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2020-09-16,2020-09-30,14,432.55,445.62,-13.06,-1.2
SHOP,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2020-09-17,2020-10-01,14,425.55,453.92,-28.37,-2.7
AVGO,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2020-09-30,2020-10-14,14,773.72,732.33,-41.39,-5.3
ANET,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2020-10-01,2020-10-15,14,1168.38,1240.28,71.9,6.2
AMZN,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2020-10-14,2020-10-28,14,193.06,135.73,57.32,11.4
ORCL,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2020-10-15,2020-10-29,14,1168.74,1093.25,-75.49,-6.5
ORCL,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2020-10-28,2020-11-11,14,208.69,141.5,67.19,7.2
MRVL,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2020-10-29,2020-11-12,14,293.58,359.17,-65.59,-7.3
BABA,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2020-11-11,2020-11-25,14,322.98,279.78,43.2,5.7
BABA,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2020-11-12,2020-11-27,15,321.35,273.46,47.89,6.4
MU,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2020-11-25,2020-12-10,15,1425.39,1630.47,205.08,14.4
JCI,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2020-11-27,2020-12-11,14,945.46,855.68,-89.78,-9.5
AVGO,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2020-12-10,2020-12-24,14,766.4,822.45,56.05,7.3
AVGO,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2020-12-11,2020-12-28,17,756.9,820.25,63.35,8.4
AMZN,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2021-01-04,2021-01-19,15,131.93,82.61,49.32,10.3
AAPL,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2021-01-04,2021-01-19,15,247.77,180.96,66.81,8.8
JPM,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2021-01-19,2021-02-02,14,229.61,169.05,60.57,8.3
WMT,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2021-01-19,2021-02-02,14,167.27,122.21,45.06,4.8
MRVL,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2021-02-03,2021-02-18,15,1234.92,1178.14,-56.77,-4.6
VRT,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2021-02-03,2021-02-18,15,1375.77,1378.13,2.36,0.2
TQQQ,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2021-02-18,2021-03-04,14,377.15,292.69,84.45,8.5
MRVL,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2021-02-18,2021-03-04,14,1190.6,1128.29,-62.31,-5.2
AVGO,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2021-03-04,2021-03-18,14,940.35,1112.08,171.73,18.3
ARKK,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2021-03-08,2021-03-22,14,255.21,284.34,-29.13,-4.5
CSCO,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2021-03-18,2021-04-01,14,893.96,955.62,61.66,6.9
JCI,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2021-03-22,2021-04-06,15,1169.96,1174.56,4.6,0.4
TSM,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2021-04-06,2021-04-20,14,257.87,195.77,62.1,9.2
SLB,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2021-04-06,2021-04-20,14,1134.82,1060.68,-74.14,-6.5
MRVL,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2021-04-20,2021-05-04,14,1024.79,1008.83,-15.96,-1.6
CSCO,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2021-04-20,2021-05-04,14,950.75,909.85,-40.9,-4.3
WDC,NAKED_LONG,BULLISH,PROFIT_25PCT: Option gain 25.7% >= 25%,2021-05-04,2021-05-14,10,1166.95,1466.33,299.37,25.7
VST,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2021-05-05,2021-05-19,14,1241.44,1287.78,46.34,3.7
MSTR,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2021-05-18,2021-06-02,15,450.27,415.17,35.1,3.4
MSTR,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2021-05-19,2021-06-03,15,544.15,522.43,21.72,1.8
ANET,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2021-06-02,2021-06-16,14,1367.34,1455.28,87.94,6.4
MRVL,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2021-06-03,2021-06-17,14,1111.02,1183.64,72.62,6.5
ORCL,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2021-06-16,2021-06-30,14,269.22,203.56,65.67,7.6
CSCO,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2021-06-17,2021-07-01,14,955.02,960.61,5.58,0.6
ORCL,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2021-06-30,2021-07-15,15,281.64,194.57,87.07,9.9
MRVL,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2021-07-01,2021-07-16,15,1252.7,1132.54,-120.16,-9.6
SLB,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2021-07-15,2021-07-29,14,1266.47,1292.3,25.83,2.0
TQQQ,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2021-07-16,2021-07-30,14,299.72,296.02,3.7,0.3
DIS,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2021-07-29,2021-08-12,14,154.19,97.39,56.81,10.9
AMZN,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2021-07-30,2021-08-13,14,180.39,122.87,57.51,11.5
V,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2021-08-12,2021-08-26,14,162.99,74.74,88.25,13.1
ANET,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2021-08-13,2021-08-27,14,1409.44,1438.26,28.83,2.0
ANET,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2021-08-26,2021-09-10,15,1426.99,1361.52,-65.47,-4.6
MRVL,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2021-08-27,2021-09-13,17,1283.71,1303.56,19.85,1.5
TQQQ,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2021-09-10,2021-09-24,14,280.41,258.94,21.47,2.3
TQQQ,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2021-09-13,2021-09-27,14,279.6,249.84,29.76,3.2
RKLB,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2021-09-24,2021-10-08,14,582.5,481.56,100.93,9.6
NVDA,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2021-09-27,2021-10-11,14,1398.93,1434.21,35.28,2.5
CRM,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2021-10-08,2021-10-22,14,275.94,143.36,132.58,16.4
AVGO,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2021-10-11,2021-10-25,14,950.74,1006.61,55.87,5.9
CSCO,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2021-10-22,2021-11-05,14,223.24,118.3,104.94,10.3
ANET,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2021-10-25,2021-11-08,14,307.35,531.06,-223.71,-22.1
CSCO,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2021-11-05,2021-11-19,14,1042.98,1003.54,-39.43,-3.8
CSCO,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2021-11-08,2021-11-22,14,1041.61,1039.16,-2.45,-0.2
MRVL,NAKED_LONG,BULLISH,PROFIT_25PCT: Option gain 60.2% >= 25%,2021-11-22,2021-12-03,11,1532.26,2455.18,922.91,60.2
SLB,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2021-11-19,2021-12-06,17,1925.0,1933.13,8.13,0.4
NFLX,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2021-12-03,2021-12-17,14,457.84,315.67,142.17,9.8
TSM,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2021-12-06,2021-12-20,14,206.64,160.43,46.21,6.9
NFLX,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-01-03,2022-01-18,15,293.36,189.99,103.36,9.6
CSCO,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-01-03,2022-01-18,15,229.56,112.47,117.09,14.0
ANET,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-01-18,2022-02-01,14,374.74,293.9,80.84,7.1
JPM,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-01-18,2022-02-01,14,283.94,222.6,61.34,7.5
TSLA,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-02-02,2022-02-16,14,405.64,358.13,47.51,5.2
CRM,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-02-02,2022-02-16,14,272.36,201.59,70.77,10.6
CVX,PUT_BWB,BULLISH,TIME_STOP: 10 trading days >= 10,2022-02-16,2022-03-03,15,18.9,0.0,-18.9,-2.1
IBM,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-02-16,2022-03-03,15,202.25,102.06,100.18,15.0
MRVL,PUT_BWB,BULLISH,TIME_STOP: 10 trading days >= 10,2022-03-04,2022-03-18,14,149.95,43.53,-106.42,-12.5
ANET,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-03-04,2022-03-18,14,420.62,391.94,28.68,2.7
MU,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-03-21,2022-04-04,14,423.68,324.15,99.53,10.8
JPM,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-03-21,2022-04-04,14,290.96,175.75,115.22,15.3
GDX,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-04-05,2022-04-20,15,304.19,215.24,88.95,9.1
SLB,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-04-05,2022-04-20,15,391.72,274.88,116.83,11.7
SLB,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2022-04-20,2022-05-04,14,899.99,990.83,90.84,10.1
AVGO,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-04-21,2022-05-05,14,329.07,294.85,34.22,3.4
JCI,PUT_BWB,BULLISH,TIME_STOP: 10 trading days >= 10,2022-05-05,2022-05-19,14,70.44,0.0,-70.44,-9.6
WMT,PUT_BWB,BULLISH,TIME_STOP: 10 trading days >= 10,2022-05-06,2022-05-20,14,0.0,6.18,6.18,0.5
SLB,PUT_BWB,BULLISH,TIME_STOP: 10 trading days >= 10,2022-05-19,2022-06-03,15,126.32,38.76,-87.57,-11.4
IBM,PUT_BWB,BULLISH,TIME_STOP: 10 trading days >= 10,2022-05-20,2022-06-06,17,36.28,0.0,-36.28,-4.2
AVGO,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-06-06,2022-06-21,15,385.46,257.24,128.22,13.6
GDX,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-06-06,2022-06-21,15,359.91,257.43,102.48,11.2
ORCL,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-06-21,2022-07-06,15,382.12,335.95,46.17,4.8
VLO,PUT_BWB,BULLISH,TIME_STOP: 10 trading days >= 10,2022-06-23,2022-07-08,15,96.51,38.07,-58.43,-9.0
CVX,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-07-06,2022-07-20,14,284.62,199.79,84.83,11.7
CVX,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-07-11,2022-07-25,14,285.11,175.85,109.25,15.0
IBM,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-07-20,2022-08-03,14,315.44,213.23,102.21,10.1
WMT,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2022-07-25,2022-08-08,14,883.41,963.38,79.97,9.1
CVX,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-08-03,2022-08-17,14,306.85,237.33,69.52,8.7
AAPL,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-08-08,2022-08-22,14,277.38,215.22,62.16,6.4
TSLA,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-08-17,2022-08-31,14,384.08,251.29,132.79,14.6
AAPL,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-08-22,2022-09-06,15,285.33,170.54,114.79,11.6
CVX,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-08-31,2022-09-15,15,340.89,260.15,80.74,6.6
WMT,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-09-06,2022-09-20,14,252.0,140.24,111.76,12.6
ORCL,NAKED_LONG,BULLISH,TIME_STOP: 10 trading days >= 10,2022-09-15,2022-09-29,14,1485.94,1293.24,-192.71,-13.0
XOM,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-09-20,2022-10-04,14,313.18,304.1,9.08,0.9
AAPL,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-09-29,2022-10-13,14,300.85,229.78,71.07,8.5
WMT,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-10-06,2022-10-20,14,214.82,202.2,12.62,1.2
ANET,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-10-13,2022-10-27,14,365.86,413.03,-47.17,-4.7
ABBV,PUT_BWB,BULLISH,TIME_STOP: 10 trading days >= 10,2022-10-20,2022-11-03,14,47.04,0.0,-47.04,-4.9
SLB,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-10-27,2022-11-10,14,462.61,389.89,72.72,6.4
VRT,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-11-03,2022-11-17,14,498.79,401.3,97.5,8.4
SLB,CREDIT_SPREAD,BULLISH,TIME_STOP: 10 trading days >= 10,2022-11-10,2022-11-25,15,349.84,227.91,121.94,13.9
