date,net_liq,cash,total_return_pct,regime,confidence,base_signal,alloc_QQQ,alloc_QLD,alloc_TQQQ,alloc_SGOV,QQQ_shares,QLD_shares,TQQQ_shares,SGOV_shares,orders_queued
2024-12-19,11784.63,311.77,135.69,BEAR,0.65,1,0.0,0.0,0.0,100.0,0,0,0,120,1
2024-12-20,11786.91,24.87,135.74,BEAR,0.647,1,0.0,0.0,0.0,100.0,0,0,0,123,0
2024-12-23,11789.25,24.87,135.79,BEAR,0.638,1,0.0,0.0,0.0,100.0,0,0,0,123,0
2024-12-24,11792.78,24.87,135.86,SIDEWAYS,0.602,1,40.0,0.0,60.0,0.0,0,0,0,123,3
2024-12-26,11854.43,593.34,137.09,BULL,0.586,1,40.0,0.0,60.0,0.0,8,0,161,0,1
2024-12-27,11510.93,550.51,130.22,SIDEWAYS,0.636,1,40.0,0.0,60.0,0.0,8,0,162,0,1
2024-12-30,11182.54,469.97,123.65,BULL,0.641,1,40.0,0.0,60.0,0.0,8,0,164,0,1
2024-12-31,10971.8,388.85,119.44,SIDEWAYS,0.622,0,66.0,15.0,0.0,19.0,8,0,166,0,4
2025-01-02,11028.97,297.63,120.58,BULL,0.631,0,66.0,15.0,0.0,19.0,14,30,0,21,0
2025-01-03,11198.58,297.63,123.97,SIDEWAYS,0.642,0,66.0,15.0,0.0,19.0,14,30,0,21,1
2025-01-06,11319.46,201.84,126.39,BULL,0.636,0,66.0,15.0,0.0,19.0,14,30,0,22,1
2025-01-07,11130.41,258.87,122.61,SIDEWAYS,0.625,0,66.0,15.0,0.0,19.0,14,29,0,22,1
2025-01-08,11132.4,204.14,122.65,BULL,0.654,0,66.0,15.0,0.0,19.0,14,30,0,22,0
2025-01-10,10968.29,204.14,119.37,SIDEWAYS,0.636,0,66.0,15.0,0.0,19.0,14,30,0,22,2
2025-01-13,10937.07,248.29,118.74,BULL,0.652,0,66.0,15.0,0.0,19.0,14,31,0,21,0
2025-01-14,10926.72,248.29,118.53,SIDEWAYS,0.653,0,66.0,15.0,0.0,19.0,14,31,0,21,0
2025-01-15,11162.41,248.29,123.25,BULL,0.666,0,66.0,15.0,0.0,19.0,14,31,0,21,2
2025-01-16,11090.49,207.82,121.81,SIDEWAYS,0.645,0,66.0,15.0,0.0,19.0,14,30,0,22,1
2025-01-17,11265.76,303.77,125.32,BULL,0.623,0,66.0,15.0,0.0,19.0,14,30,0,21,1
2025-01-21,11326.69,207.81,126.53,SIDEWAYS,0.653,1,40.0,0.0,60.0,0.0,14,30,0,22,4
2025-01-22,11517.5,233.58,130.35,BULL,0.65,1,40.0,0.0,60.0,0.0,8,0,162,0,1
2025-01-23,11566.3,405.24,131.33,SIDEWAYS,0.704,1,40.0,0.0,60.0,0.0,8,0,158,0,0
2025-01-24,11417.76,405.24,128.36,BULL,0.707,1,40.0,0.0,60.0,0.0,8,0,158,0,1
2025-01-27,10699.56,366.77,113.99,SIDEWAYS,0.685,1,40.0,0.0,60.0,0.0,8,0,159,0,1
2025-01-28,11042.89,208.92,120.86,BULL,0.673,1,40.0,0.0,60.0,0.0,8,0,163,0,1
2025-01-29,10994.63,291.14,119.89,SIDEWAYS,0.62,1,40.0,0.0,60.0,0.0,8,0,161,0,0
2025-01-30,11094.53,291.14,121.89,BULL,0.637,1,40.0,0.0,60.0,0.0,8,0,161,0,0
2025-01-31,11052.56,291.14,121.05,SIDEWAYS,0.628,1,40.0,0.0,60.0,0.0,8,0,161,0,0
2025-02-03,10859.61,291.14,117.19,BULL,0.578,0,66.0,15.0,0.0,19.0,8,0,161,0,4
2025-02-04,10991.07,554.62,119.82,SIDEWAYS,0.633,1,40.0,0.0,60.0,0.0,13,29,0,21,4
2025-02-05,11167.35,334.44,123.35,BULL,0.645,1,40.0,0.0,60.0,0.0,8,0,158,0,1
2025-02-06,11289.27,292.31,125.79,SIDEWAYS,0.681,1,40.0,0.0,60.0,0.0,8,0,159,0,1
2025-02-07,10979.23,335.08,119.58,BULL,0.654,1,40.0,0.0,60.0,0.0,8,0,158,0,1
2025-02-10,11258.52,251.05,125.17,SIDEWAYS,0.645,1,40.0,0.0,60.0,0.0,8,0,160,0,1
2025-02-11,11199.62,292.74,123.99,BULL,0.708,1,40.0,0.0,60.0,0.0,8,0,159,0,0
2025-02-12,11215.49,292.74,124.31,SIDEWAYS,0.708,1,40.0,0.0,60.0,0.0,8,0,159,0,0
2025-02-13,11559.04,292.74,131.18,BULL,0.66,1,40.0,0.0,60.0,0.0,8,0,159,0,1
2025-02-14,11657.94,380.82,133.16,SIDEWAYS,0.678,1,40.0,0.0,60.0,0.0,8,0,157,0,0
2025-02-18,11711.24,380.82,134.22,BULL,0.667,1,40.0,0.0,60.0,0.0,8,0,157,0,1
2025-02-19,11713.02,425.45,134.26,SIDEWAYS,0.668,1,40.0,0.0,60.0,0.0,8,0,156,0,0
2025-02-20,11609.7,425.45,132.19,BULL,0.67,1,40.0,0.0,60.0,0.0,8,0,156,0,1
2025-02-21,11085.51,380.93,121.71,SIDEWAYS,0.661,1,40.0,0.0,60.0,0.0,8,0,157,0,1
2025-02-24,10796.09,255.23,115.92,BULL,0.617,1,40.0,0.0,60.0,0.0,8,0,160,0,1
2025-02-25,10498.23,215.39,109.96,SIDEWAYS,0.618,0,66.0,15.0,0.0,19.0,8,0,161,0,4
2025-02-26,10573.12,426.14,111.46,BULL,0.632,0,66.0,15.0,0.0,19.0,13,29,0,20,0
2025-02-27,10302.61,426.14,106.05,SIDEWAYS,0.659,0,66.0,15.0,0.0,19.0,13,29,0,20,1
2025-02-28,10452.4,375.23,109.05,BULL,0.66,0,66.0,15.0,0.0,19.0,13,30,0,20,1
2025-03-03,10244.57,428.46,104.89,SIDEWAYS,0.66,0,66.0,15.0,0.0,19.0,13,29,0,20,1
2025-03-04,10214.93,378.8,104.3,BULL,0.662,0,66.0,15.0,0.0,19.0,13,30,0,20,0
2025-03-05,10337.7,378.8,106.75,BEAR,0.66,0,0.0,0.0,0.0,100.0,13,30,0,20,3
2025-03-06,10179.39,50.68,103.59,BEAR,0.651,0,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-03-07,10182.41,50.68,103.65,BEAR,0.651,0,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-03-10,10182.41,50.68,103.65,BEAR_SMA_FORCED,0.651,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-03-11,10184.43,50.68,103.69,BEAR_SMA_FORCED,0.651,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-03-12,10184.43,50.68,103.69,BEAR_SMA_FORCED,0.651,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-03-13,10187.46,50.68,103.75,BEAR_SMA_FORCED,0.653,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-03-14,10190.48,50.68,103.81,BEAR,0.649,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-03-17,10191.49,50.68,103.83,BEAR,0.649,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-03-18,10192.5,50.68,103.85,BEAR_SMA_FORCED,0.649,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-03-19,10194.52,50.68,103.89,BEAR,0.651,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-03-20,10194.52,50.68,103.89,BEAR,0.651,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-03-21,10197.54,50.68,103.95,BEAR,0.678,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-03-24,10199.56,50.68,103.99,BEAR,0.712,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-03-25,10200.57,50.68,104.01,BEAR,0.703,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-03-26,10202.59,50.68,104.05,BEAR,0.714,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-03-27,10203.6,50.68,104.07,BEAR,0.688,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-03-28,10206.62,50.68,104.13,BEAR_SMA_FORCED,0.689,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-03-31,10206.62,50.68,104.13,BEAR_SMA_FORCED,0.687,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-04-01,10209.26,50.68,104.19,BEAR_SMA_FORCED,0.689,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-04-02,10210.27,50.68,104.21,BEAR_SMA_FORCED,0.672,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-04-03,10212.3,50.68,104.25,BEAR_SMA_FORCED,0.652,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-04-04,10215.33,50.68,104.31,BEAR_SMA_FORCED,0.656,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-04-07,10216.34,50.68,104.33,BEAR_SMA_FORCED,0.656,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-04-08,10216.34,50.68,104.33,BEAR_SMA_FORCED,0.656,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-04-09,10218.37,50.68,104.37,BEAR_SMA_FORCED,0.656,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-04-10,10218.37,50.68,104.37,BEAR_SMA_FORCED,0.656,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-04-11,10223.43,50.68,104.47,BEAR_SMA_FORCED,0.656,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-04-14,10224.44,50.68,104.49,BEAR_SMA_FORCED,0.676,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-04-15,10225.45,50.68,104.51,BEAR_SMA_FORCED,0.687,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-04-16,10227.48,50.68,104.55,BEAR_SMA_FORCED,0.688,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-04-17,10231.53,50.68,104.63,BEAR_SMA_FORCED,0.688,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-04-21,10231.53,50.68,104.63,BEAR_SMA_FORCED,0.678,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-04-22,10232.54,50.68,104.65,BEAR_SMA_FORCED,0.686,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-04-23,10235.58,50.68,104.71,BEAR_SMA_FORCED,0.691,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-04-24,10235.58,50.68,104.71,BEAR_SMA_FORCED,0.679,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-04-25,10239.63,50.68,104.79,BEAR_SMA_FORCED,0.689,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-04-28,10239.63,50.68,104.79,BEAR_SMA_FORCED,0.69,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-04-29,10240.64,50.68,104.81,BEAR,0.692,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-04-30,10243.68,50.68,104.87,BEAR,0.68,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-05-01,10245.2,50.68,104.9,BEAR,0.691,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-05-02,10248.25,50.68,104.96,BEAR,0.671,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-05-05,10249.26,50.68,104.99,BEAR,0.684,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-05-06,10249.26,50.68,104.99,BEAR,0.691,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-05-07,10250.28,50.68,105.01,BEAR,0.674,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-05-08,10253.33,50.68,105.07,BEAR,0.672,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-05-09,10256.37,50.68,105.13,BEAR,0.67,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-05-12,10256.37,50.68,105.13,BEAR,0.673,-1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-05-13,10258.4,50.68,105.17,BEAR,0.696,1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-05-14,10259.42,50.68,105.19,BEAR,0.671,1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-05-15,10259.42,50.68,105.19,BEAR,0.693,1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-05-16,10263.48,50.68,105.27,BEAR,0.684,1,0.0,0.0,0.0,100.0,0,0,0,105,0
2025-05-19,10264.5,50.68,105.29,BULL,0.686,1,40.0,0.0,60.0,0.0,0,0,0,105,3
2025-05-20,10298.63,605.49,105.97,SIDEWAYS,0.686,1,40.0,0.0,60.0,0.0,7,0,172,0,1
2025-05-21,9993.9,502.18,99.88,BULL,0.673,1,40.0,0.0,60.0,0.0,7,0,175,0,1
2025-05-22,10031.19,434.38,100.62,SIDEWAYS,0.673,1,40.0,0.0,60.0,0.0,7,0,177,0,0
2025-05-23,9824.57,434.38,96.49,BULL,0.67,1,40.0,0.0,60.0,0.0,7,0,177,0,1
2025-05-27,10315.8,400.07,106.32,SIDEWAYS,0.671,1,40.0,0.0,60.0,0.0,7,0,178,0,1
2025-05-28,10221.08,506.51,104.42,BULL,0.671,1,40.0,0.0,60.0,0.0,7,0,175,0,1
2025-05-29,10256.48,470.21,105.13,SIDEWAYS,0.669,1,40.0,0.0,60.0,0.0,7,0,176,0,1
2025-05-30,10218.44,505.09,104.37,BULL,0.667,1,40.0,0.0,60.0,0.0,7,0,175,0,1
2025-06-02,10388.37,470.67,107.77,SIDEWAYS,0.666,1,40.0,0.0,60.0,0.0,7,0,176,0,1
2025-06-03,10562.32,506.36,111.25,BULL,0.679,1,40.0,0.0,60.0,0.0,7,0,175,0,2
2025-06-04,10624.39,53.42,112.49,SIDEWAYS,0.669,1,40.0,0.0,60.0,0.0,8,0,173,0,0
2025-06-05,10444.67,53.42,108.89,BULL,0.664,1,40.0,0.0,60.0,0.0,8,0,173,0,2
2025-06-06,10662.86,544.59,113.26,SIDEWAYS,0.647,1,40.0,0.0,60.0,0.0,7,0,174,0,2
2025-06-09,10697.31,53.3,113.95,BULL,0.648,1,40.0,0.0,60.0,0.0,8,0,173,0,0
2025-06-10,10849.19,53.3,116.98,SIDEWAYS,0.681,1,40.0,0.0,60.0,0.0,8,0,173,0,1
2025-06-11,10768.41,91.39,115.37,BULL,0.665,1,40.0,0.0,60.0,0.0,8,0,172,0,0
2025-06-12,10820.3,91.39,116.41,SIDEWAYS,0.663,1,40.0,0.0,60.0,0.0,8,0,172,0,0
2025-06-13,10522.23,91.39,110.44,BULL,0.633,1,40.0,0.0,60.0,0.0,8,0,172,0,1
2025-06-16,10836.3,17.57,116.73,SIDEWAYS,0.634,1,40.0,0.0,60.0,0.0,8,0,174,0,1
2025-06-17,10602.04,91.85,112.04,BULL,0.593,1,40.0,0.0,60.0,0.0,8,0,172,0,1
2025-06-18,10592.53,55.09,111.85,SIDEWAYS,0.609,1,40.0,0.0,60.0,0.0,8,0,173,0,0
2025-06-20,10488.41,55.09,109.77,BULL,0.602,1,40.0,0.0,60.0,0.0,8,0,173,0,2
2025-06-23,10721.34,544.44,114.43,SIDEWAYS,0.6,1,40.0,0.0,60.0,0.0,7,0,174,0,2
2025-06-24,11074.64,47.11,121.49,BULL,0.648,1,40.0,0.0,60.0,0.0,8,0,173,0,1
2025-06-25,11137.64,125.79,122.75,SIDEWAYS,0.643,1,40.0,0.0,60.0,0.0,8,0,171,0,1
2025-06-26,11360.78,165.4,127.22,BULL,0.672,1,40.0,0.0,60.0,0.0,8,0,170,0,1
2025-06-27,11442.49,205.81,128.85,SIDEWAYS,0.673,1,40.0,0.0,60.0,0.0,8,0,169,0,0
2025-06-30,11604.0,205.81,132.08,BULL,0.662,1,40.0,0.0,60.0,0.0,8,0,169,0,1
2025-07-01,11389.66,246.77,127.79,SIDEWAYS,0.669,1,40.0,0.0,60.0,0.0,8,0,168,0,1
2025-07-02,11555.98,206.64,131.12,BULL,0.676,1,40.0,0.0,60.0,0.0,8,0,169,0,1
2025-07-03,11793.28,248.28,135.87,SIDEWAYS,0.706,1,40.0,0.0,60.0,0.0,8,0,168,0,1
2025-07-07,11601.82,289.98,132.04,BULL,0.706,1,40.0,0.0,60.0,0.0,8,0,167,0,1
2025-07-08,11613.23,248.34,132.26,SIDEWAYS,0.702,1,40.0,0.0,60.0,0.0,8,0,168,0,0
2025-07-09,11788.55,248.34,135.77,BULL,0.707,1,40.0,0.0,60.0,0.0,8,0,168,0,1
2025-07-10,11749.82,290.75,135.0,SIDEWAYS,0.703,1,40.0,0.0,60.0,0.0,8,0,167,0,0
2025-07-11,11686.54,290.75,133.73,BULL,0.692,1,40.0,0.0,60.0,0.0,8,0,167,0,0
2025-07-14,11776.71,290.75,135.53,SIDEWAYS,0.676,1,40.0,0.0,60.0,0.0,8,0,167,0,0
2025-07-15,11799.1,290.75,135.98,BULL,0.685,1,40.0,0.0,60.0,0.0,8,0,167,0,0
2025-07-16,11823.64,290.75,136.47,SIDEWAYS,0.673,1,40.0,0.0,60.0,0.0,8,0,167,0,0
2025-07-17,12024.55,290.75,140.49,BULL,0.663,1,40.0,0.0,60.0,0.0,8,0,167,0,1
2025-07-18,11995.7,334.46,139.91,SIDEWAYS,0.627,1,40.0,0.0,60.0,0.0,8,0,166,0,0
2025-07-21,12128.2,334.46,142.56,BULL,0.649,1,40.0,0.0,60.0,0.0,8,0,166,0,1
2025-07-22,11992.19,378.41,139.84,SIDEWAYS,0.636,1,40.0,0.0,60.0,0.0,8,0,165,0,1
2025-07-23,12106.76,334.93,142.14,BULL,0.643,1,40.0,0.0,60.0,0.0,8,0,166,0,1
2025-07-24,12164.37,379.05,143.29,SIDEWAYS,0.643,1,40.0,0.0,60.0,0.0,8,0,165,0,0
2025-07-25,12216.37,379.05,144.33,BULL,0.642,1,40.0,0.0,60.0,0.0,8,0,165,0,0
2025-07-28,12302.09,379.05,146.04,SIDEWAYS,0.643,1,40.0,0.0,60.0,0.0,8,0,165,0,1
2025-07-29,12262.13,424.43,145.24,BULL,0.636,1,40.0,0.0,60.0,0.0,8,0,164,0,1
2025-07-30,12293.53,379.67,145.87,SIDEWAYS,0.633,1,40.0,0.0,60.0,0.0,8,0,165,0,1
2025-07-31,12149.96,425.91,143.0,BULL,0.633,1,40.0,0.0,60.0,0.0,8,0,164,0,1
2025-08-01,11627.29,383.39,132.55,SIDEWAYS,0.639,1,40.0,0.0,60.0,0.0,8,0,165,0,1
2025-08-04,12085.81,255.88,141.72,BULL,0.617,1,40.0,0.0,60.0,0.0,8,0,168,0,1
2025-08-05,11905.15,343.71,138.1,SIDEWAYS,0.617,1,40.0,0.0,60.0,0.0,8,0,166,0,1
2025-08-06,12227.74,300.8,144.55,BULL,0.617,1,40.0,0.0,60.0,0.0,8,0,167,0,1
2025-08-07,12319.17,391.47,146.38,SIDEWAYS,0.614,1,40.0,0.0,60.0,0.0,8,0,165,0,0
2025-08-08,12560.7,391.47,151.21,BULL,0.621,1,40.0,0.0,60.0,0.0,8,0,165,0,1
2025-08-11,12481.35,483.46,149.63,SIDEWAYS,0.625,1,40.0,0.0,60.0,0.0,8,0,163,0,1
2025-08-12,12813.92,437.37,156.28,BULL,0.671,1,40.0,0.0,60.0,0.0,8,0,164,0,1
2025-08-13,12828.88,533.18,156.58,SIDEWAYS,0.674,1,40.0,0.0,60.0,0.0,8,0,162,0,0
2025-08-14,12804.28,533.18,156.09,BULL,0.668,1,40.0,0.0,60.0,0.0,8,0,162,0,0
2025-08-15,12675.66,533.18,153.51,SIDEWAYS,0.652,1,40.0,0.0,60.0,0.0,8,0,162,0,1
2025-08-18,12664.3,486.89,153.29,BULL,0.65,1,40.0,0.0,60.0,0.0,8,0,163,0,0
2025-08-19,12292.89,486.89,145.86,SIDEWAYS,0.639,1,40.0,0.0,60.0,0.0,8,0,163,0,1
2025-08-20,12132.29,398.29,142.65,BULL,0.637,1,40.0,0.0,60.0,0.0,8,0,165,0,1
2025-08-21,12010.75,354.92,140.22,SIDEWAYS,0.614,1,40.0,0.0,60.0,0.0,8,0,166,0,1
2025-08-22,12403.84,311.52,148.08,BULL,0.628,1,40.0,0.0,60.0,0.0,8,0,167,0,1
2025-08-25,12324.9,400.92,146.5,SIDEWAYS,0.596,1,40.0,0.0,60.0,0.0,8,0,165,0,0
2025-08-26,12428.76,400.92,148.58,BULL,0.596,1,40.0,0.0,60.0,0.0,8,0,165,0,1
2025-08-27,12469.07,445.87,149.38,SIDEWAYS,0.594,1,40.0,0.0,60.0,0.0,8,0,164,0,0
2025-08-28,12633.5,445.87,152.67,BULL,0.603,1,40.0,0.0,60.0,0.0,8,0,164,0,1
2025-08-29,12308.03,491.47,146.16,SIDEWAYS,0.644,1,40.0,0.0,60.0,0.0,8,0,163,0,1
2025-09-02,12086.49,406.57,141.73,BULL,0.645,1,40.0,0.0,60.0,0.0,8,0,165,0,1
2025-09-03,12289.25,362.32,145.79,SIDEWAYS,0.644,1,40.0,0.0,60.0,0.0,8,0,166,0,1
2025-09-04,12528.9,406.91,150.58,BULL,0.646,1,40.0,0.0,60.0,0.0,8,0,165,0,1
2025-09-05,12561.27,453.76,151.23,SIDEWAYS,0.645,1,40.0,0.0,60.0,0.0,8,0,164,0,0
2025-09-08,12690.84,453.76,153.82,BULL,0.639,1,40.0,0.0,60.0,0.0,8,0,164,0,1
2025-09-09,12765.9,500.39,155.32,SIDEWAYS,0.648,1,40.0,0.0,60.0,0.0,8,0,163,0,0
2025-09-10,12775.55,500.39,155.51,BULL,0.643,1,40.0,0.0,60.0,0.0,8,0,163,0,0
2025-09-11,12930.96,500.39,158.62,SIDEWAYS,0.649,1,40.0,0.0,60.0,0.0,8,0,163,0,1
2025-09-12,13047.9,548.25,160.96,BULL,0.647,1,40.0,0.0,60.0,0.0,8,0,162,0,0
2025-09-15,13287.52,548.25,165.75,SIDEWAYS,0.644,1,40.0,0.0,60.0,0.0,8,0,162,0,2
2025-09-16,13260.65,6.8,165.21,BULL,0.657,1,40.0,0.0,60.0,0.0,9,0,161,0,1
2025-09-17,13200.56,596.45,164.01,SIDEWAYS,0.644,1,40.0,0.0,60.0,0.0,8,0,161,0,0
2025-09-18,13455.81,596.45,169.12,BULL,0.652,1,40.0,0.0,60.0,0.0,8,0,161,0,2
2025-09-19,13650.03,51.39,173.0,SIDEWAYS,0.656,1,40.0,0.0,60.0,0.0,9,0,160,0,1
2025-09-22,13819.59,102.48,176.39,BULL,0.697,1,40.0,0.0,60.0,0.0,9,0,159,0,1
2025-09-23,13617.4,154.74,172.35,SIDEWAYS,0.703,1,40.0,0.0,60.0,0.0,9,0,158,0,1
2025-09-24,13510.7,103.21,170.21,BULL,0.697,1,40.0,0.0,60.0,0.0,9,0,159,0,1
2025-09-25,13379.98,53.59,167.6,SIDEWAYS,0.702,1,40.0,0.0,60.0,0.0,9,0,160,0,0
2025-09-26,13497.76,53.59,169.96,BULL,0.689,1,40.0,0.0,60.0,0.0,9,0,160,0,0
2025-09-29,13630.4,53.59,172.61,SIDEWAYS,0.694,1,40.0,0.0,60.0,0.0,9,0,160,0,1
2025-09-30,13708.54,104.72,174.17,BULL,0.677,1,40.0,0.0,60.0,0.0,9,0,159,0,0
2025-10-01,13850.32,104.72,177.01,SIDEWAYS,0.667,1,40.0,0.0,60.0,0.0,9,0,159,0,1
2025-10-02,13974.54,158.04,179.49,BULL,0.648,1,40.0,0.0,60.0,0.0,9,0,158,0,0
2025-10-03,13838.04,158.04,176.76,SIDEWAYS,0.655,1,40.0,0.0,60.0,0.0,9,0,158,0,0
2025-10-06,14063.33,158.04,181.27,BULL,0.658,1,40.0,0.0,60.0,0.0,9,0,158,0,1
2025-10-07,13899.3,211.8,177.99,SIDEWAYS,0.657,1,40.0,0.0,60.0,0.0,9,0,157,0,1
2025-10-08,14242.98,159.03,184.86,BULL,0.664,1,40.0,0.0,60.0,0.0,9,0,158,0,1
2025-10-09,14202.62,213.38,184.05,SIDEWAYS,0.663,1,40.0,0.0,60.0,0.0,9,0,157,0,0
2025-10-10,13120.14,213.38,162.4,BULL,0.636,1,40.0,0.0,60.0,0.0,9,0,157,0,2
2025-10-13,13715.98,557.54,174.32,SIDEWAYS,0.609,1,40.0,0.0,60.0,0.0,8,0,162,0,2
2025-10-14,13514.7,112.36,170.29,BULL,0.621,1,40.0,0.0,60.0,0.0,9,0,159,0,1
2025-10-15,13716.47,60.37,174.33,SIDEWAYS,0.605,1,40.0,0.0,60.0,0.0,9,0,160,0,1
2025-10-16,13605.88,112.63,172.12,BULL,0.612,1,40.0,0.0,60.0,0.0,9,0,159,0,1
2025-10-17,13796.81,62.24,175.94,SIDEWAYS,0.605,1,40.0,0.0,60.0,0.0,9,0,160,0,1
2025-10-20,14175.59,114.97,183.51,BULL,0.605,1,40.0,0.0,60.0,0.0,9,0,159,0,1
2025-10-21,14164.76,222.7,183.3,SIDEWAYS,0.61,1,40.0,0.0,60.0,0.0,9,0,157,0,0
2025-10-22,13863.36,222.7,177.27,BULL,0.629,1,40.0,0.0,60.0,0.0,9,0,157,0,1
2025-10-23,14117.4,118.59,182.35,SIDEWAYS,0.6,1,40.0,0.0,60.0,0.0,9,0,159,0,1
2025-10-24,14440.84,173.5,188.82,BULL,0.657,1,40.0,0.0,60.0,0.0,9,0,158,0,1
2025-10-27,15000.72,287.84,200.01,SIDEWAYS,0.675,1,40.0,0.0,60.0,0.0,9,0,156,0,1
2025-10-28,15249.85,405.31,205.0,BULL,0.658,1,40.0,0.0,60.0,0.0,9,0,154,0,1
2025-10-29,15392.31,465.5,207.85,SIDEWAYS,0.682,1,40.0,0.0,60.0,0.0,9,0,153,0,0
2025-10-30,14883.32,465.5,197.67,BULL,0.69,1,40.0,0.0,60.0,0.0,9,0,153,0,1
2025-10-31,15032.2,346.19,200.64,SIDEWAYS,0.707,1,40.0,0.0,60.0,0.0,9,0,155,0,1
2025-11-03,15183.9,406.1,203.68,BULL,0.693,1,40.0,0.0,60.0,0.0,9,0,154,0,0
2025-11-04,14511.97,406.1,190.24,SIDEWAYS,0.671,1,40.0,0.0,60.0,0.0,9,0,154,0,1
2025-11-05,14718.09,240.34,194.36,BULL,0.673,1,40.0,0.0,60.0,0.0,9,0,157,0,1
2025-11-06,14118.77,296.44,182.38,SIDEWAYS,0.629,1,40.0,0.0,60.0,0.0,9,0,156,0,1
2025-11-07,14015.74,191.58,180.31,BULL,0.656,1,40.0,0.0,60.0,0.0,9,0,158,0,1
2025-11-10,14684.74,136.45,193.69,SIDEWAYS,0.647,1,40.0,0.0,60.0,0.0,9,0,159,0,1
2025-11-11,14595.24,303.1,191.9,BULL,0.635,1,40.0,0.0,60.0,0.0,9,0,156,0,0
2025-11-12,14572.92,303.1,191.46,SIDEWAYS,0.613,1,40.0,0.0,60.0,0.0,9,0,156,0,1
2025-11-13,13919.92,248.4,178.4,BULL,0.624,1,40.0,0.0,60.0,0.0,9,0,157,0,1
2025-11-14,13935.07,148.57,178.7,SIDEWAYS,0.624,0,66.0,15.0,0.0,19.0,9,0,159,0,4
2025-11-17,13748.93,68.76,174.98,BULL,0.655,0,66.0,15.0,0.0,19.0,15,30,0,26,0
2025-11-18,13588.89,68.76,171.78,BEAR,0.657,0,0.0,0.0,0.0,100.0,15,30,0,26,3
2025-11-19,13606.67,95.16,172.13,BEAR,0.661,0,0.0,0.0,0.0,100.0,0,0,0,136,0
2025-11-20,13609.36,95.16,172.19,BEAR,0.661,0,0.0,0.0,0.0,100.0,0,0,0,136,0
2025-11-21,13612.05,95.16,172.24,BEAR,0.661,0,0.0,0.0,0.0,100.0,0,0,0,136,0
2025-11-24,13613.39,95.16,172.27,BEAR,0.648,0,0.0,0.0,0.0,100.0,0,0,0,136,0
2025-11-25,13616.08,95.16,172.32,BEAR,0.649,0,0.0,0.0,0.0,100.0,0,0,0,136,0
