date,net_liq,cash,total_return_pct,regime,confidence,p_loss,dual_confirm,base_signal,drawdown_pct,alloc_QQQ,alloc_QLD,alloc_TQQQ,alloc_SGOV
2019-06-19,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.325,False,1,0.0,40.0,0.0,20.0,40.0
2019-06-20,5000.0,5000.0,0.0,BULL,0.0,0.168,False,1,0.0,40.0,0.0,20.0,40.0
2019-06-21,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.53,False,1,0.0,40.0,0.0,20.0,40.0
2019-06-24,5000.0,5000.0,0.0,BULL,0.0,0.519,False,1,0.0,40.0,0.0,20.0,40.0
2019-06-25,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.76,False,1,0.0,40.0,0.0,20.0,40.0
2019-06-26,5000.0,5000.0,0.0,BULL,0.0,0.653,False,1,0.0,40.0,0.0,20.0,40.0
2019-06-27,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.511,False,1,0.0,40.0,0.0,20.0,40.0
2019-06-28,5000.0,5000.0,0.0,BULL,0.0,0.589,False,1,0.0,40.0,0.0,20.0,40.0
2019-07-01,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.678,False,1,0.0,40.0,0.0,20.0,40.0
2019-07-02,5000.0,5000.0,0.0,BULL,0.0,0.708,False,1,0.0,40.0,0.0,20.0,40.0
2019-07-03,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.658,False,1,0.0,40.0,0.0,20.0,40.0
2019-07-05,5000.0,5000.0,0.0,BULL,0.0,0.755,False,1,0.0,40.0,0.0,20.0,40.0
2019-07-08,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.666,False,1,0.0,40.0,0.0,20.0,40.0
2019-07-09,5000.0,5000.0,0.0,BULL,0.0,0.781,False,1,0.0,40.0,0.0,20.0,40.0
2019-07-10,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.72,False,1,0.0,40.0,0.0,20.0,40.0
2019-07-11,5000.0,5000.0,0.0,BULL,0.0,0.658,False,1,0.0,40.0,0.0,20.0,40.0
2019-07-12,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.641,False,1,0.0,40.0,0.0,20.0,40.0
2019-07-15,5000.0,5000.0,0.0,BULL,0.0,0.658,False,1,0.0,40.0,0.0,20.0,40.0
2019-07-16,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.658,False,1,0.0,40.0,0.0,20.0,40.0
2019-07-17,5000.0,5000.0,0.0,BULL,0.0,0.645,False,1,0.0,40.0,0.0,20.0,40.0
2019-07-18,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.696,False,1,0.0,40.0,0.0,20.0,40.0
2019-07-19,5000.0,5000.0,0.0,BULL,0.0,0.763,False,1,0.0,40.0,0.0,20.0,40.0
2019-07-22,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.696,False,1,0.0,40.0,0.0,20.0,40.0
2019-07-23,5000.0,5000.0,0.0,BULL,0.0,0.645,False,1,0.0,40.0,0.0,20.0,40.0
2019-07-24,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.65,False,1,0.0,40.0,0.0,20.0,40.0
2019-07-25,5000.0,5000.0,0.0,BULL,0.0,0.644,False,1,0.0,40.0,0.0,20.0,40.0
2019-07-26,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.645,False,1,0.0,40.0,0.0,20.0,40.0
2019-07-29,5000.0,5000.0,0.0,BULL,0.0,0.645,False,1,0.0,40.0,0.0,20.0,40.0
2019-07-30,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.658,False,1,0.0,40.0,0.0,20.0,40.0
2019-07-31,5000.0,5000.0,0.0,BULL,0.0,0.654,False,1,0.0,40.0,0.0,20.0,40.0
2019-08-01,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.722,False,1,0.0,40.0,0.0,20.0,40.0
2019-08-02,5000.0,5000.0,0.0,BULL,0.0,0.729,False,0,0.0,55.0,2.0,0.0,43.0
2019-08-05,5000.0,5000.0,0.0,BEAR,0.0,0.852,False,0,0.0,0.0,0.0,0.0,100.0
2019-08-06,5000.0,5000.0,0.0,BEAR,0.0,0.852,False,0,0.0,0.0,0.0,0.0,100.0
2019-08-07,5000.0,5000.0,0.0,BEAR,0.0,0.833,False,0,0.0,0.0,0.0,0.0,100.0
2019-08-08,5000.0,5000.0,0.0,BULL,0.0,0.768,False,0,0.0,55.0,2.0,0.0,43.0
2019-08-09,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.833,False,0,0.0,55.0,2.0,0.0,43.0
2019-08-12,5000.0,5000.0,0.0,BULL,0.0,0.833,False,0,0.0,55.0,2.0,0.0,43.0
2019-08-13,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.784,False,0,0.0,55.0,2.0,0.0,43.0
2019-08-14,5000.0,5000.0,0.0,BULL,0.0,0.917,False,0,0.0,55.0,2.0,0.0,43.0
2019-08-15,5000.0,5000.0,0.0,BEAR,0.0,0.874,False,0,0.0,0.0,0.0,0.0,100.0
2019-08-16,5000.0,5000.0,0.0,BULL,0.0,0.634,False,0,0.0,55.0,2.0,0.0,43.0
2019-08-19,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.555,False,0,0.0,55.0,2.0,0.0,43.0
2019-08-20,5000.0,5000.0,0.0,BULL,0.0,0.638,False,0,0.0,55.0,2.0,0.0,43.0
2019-08-21,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.504,False,0,0.0,55.0,2.0,0.0,43.0
2019-08-22,5000.0,5000.0,0.0,BULL,0.0,0.549,False,0,0.0,55.0,2.0,0.0,43.0
2019-08-23,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.638,False,0,0.0,55.0,2.0,0.0,43.0
2019-08-26,5000.0,5000.0,0.0,BULL,0.0,0.67,False,0,0.0,55.0,2.0,0.0,43.0
2019-08-27,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.67,False,0,0.0,55.0,2.0,0.0,43.0
2019-08-28,5000.0,5000.0,0.0,BULL,0.0,0.675,False,0,0.0,55.0,2.0,0.0,43.0
2019-08-29,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.675,False,0,0.0,55.0,2.0,0.0,43.0
2019-08-30,5000.0,5000.0,0.0,BULL,0.0,0.529,False,0,0.0,55.0,2.0,0.0,43.0
2019-09-03,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.488,False,0,0.0,55.0,2.0,0.0,43.0
2019-09-04,5000.0,5000.0,0.0,BULL,0.0,0.53,False,0,0.0,55.0,2.0,0.0,43.0
2019-09-05,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.483,False,1,0.0,40.0,0.0,20.0,40.0
2019-09-06,5000.0,5000.0,0.0,BULL,0.0,0.504,False,1,0.0,40.0,0.0,20.0,40.0
2019-09-09,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.325,False,1,0.0,40.0,0.0,20.0,40.0
2019-09-10,5000.0,5000.0,0.0,BULL,0.0,0.407,False,1,0.0,40.0,0.0,20.0,40.0
2019-09-11,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.253,False,1,0.0,40.0,0.0,20.0,40.0
2019-09-12,5000.0,5000.0,0.0,BULL,0.0,0.276,False,1,0.0,40.0,0.0,20.0,40.0
2019-09-13,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.231,False,1,0.0,40.0,0.0,20.0,40.0
2019-09-16,5000.0,5000.0,0.0,BULL,0.0,0.548,False,1,0.0,40.0,0.0,20.0,40.0
2019-09-17,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.548,False,1,0.0,40.0,0.0,20.0,40.0
2019-09-18,5000.0,5000.0,0.0,BULL,0.0,0.557,False,1,0.0,40.0,0.0,20.0,40.0
