Date,Type,Sub Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Root Symbol,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #,Total,Currency
2026-04-15T14:31:46-0400,Trade,Sell to Close,SELL_TO_CLOSE,SGOV,Equity,Sold 1 SGOV @ 100.52,100.52,1,100.52,0.00,-0.01,,,,,,,454738793,100.51,USD
2026-04-15T14:31:46-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 634.72,634.72,1,634.72,0.00,-0.02,,,,,,,454738785,634.70,USD
2026-04-15T14:31:46-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 634.72,634.72,1,634.72,0.00,-0.02,,,,,,,454738786,634.70,USD
2026-04-15T14:31:46-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 634.72,634.72,1,634.72,0.00,-0.02,,,,,,,454738787,634.70,USD
2026-04-15T14:31:46-0400,Trade,Sell to Open,SELL_TO_OPEN,QLD,Equity,Sold 2 QLD @ 73.51,147.02,2,73.51,0.00,-0.01,,,,,,,454738788,147.01,USD
2026-04-15T14:31:46-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 634.72,634.72,1,634.72,0.00,-0.02,,,,,,,454738784,634.70,USD
2026-04-15T14:31:46-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 634.72,634.72,1,634.72,0.00,-0.02,,,,,,,454738783,634.70,USD
2026-04-15T14:27:28-0400,Trade,Buy to Open,BUY_TO_OPEN,SGOV,Equity,Bought 7.9988 SGOV @ 100.52,-804.08,7.9988,-100.52,0.00,-0.10,,,,,,,454735549,-804.18,USD
2026-04-15T14:27:28-0400,Trade,Sell to Open,SELL_TO_OPEN,QLD,Equity,Sold 1 QLD @ 73.46,73.45,1,73.45,0.00,-0.01,,,,,,,454735547,73.44,USD
2026-04-15T14:27:28-0400,Trade,Sell to Open,SELL_TO_OPEN,QLD,Equity,Sold 1 QLD @ 73.46,73.45,1,73.45,0.00,-0.01,,,,,,,454735546,73.44,USD
2026-04-15T14:27:27-0400,Trade,Buy to Open,BUY_TO_OPEN,SGOV,Equity,Bought 7.9984 SGOV @ 100.53,-804.08,7.9984,-100.53,0.00,-0.10,,,,,,,454735535,-804.18,USD
2026-04-15T14:27:27-0400,Trade,Buy to Open,BUY_TO_OPEN,SGOV,Equity,Bought 0.99985 SGOV @ 100.52,-100.51,0.99985,-100.53,0.00,-0.10,,,,,,,454735531,-100.61,USD
2026-04-15T14:27:27-0400,Trade,Sell to Open,SELL_TO_OPEN,QLD,Equity,Sold 1 QLD @ 73.46,73.45,1,73.45,0.00,-0.01,,,,,,,454735525,73.44,USD
2026-04-15T14:27:27-0400,Trade,Sell to Open,SELL_TO_OPEN,QLD,Equity,Sold 1 QLD @ 73.45,73.45,1,73.45,0.00,-0.01,,,,,,,454735524,73.44,USD
2026-04-15T14:27:27-0400,Trade,Sell to Open,SELL_TO_OPEN,QLD,Equity,Sold 1 QLD @ 73.45,73.45,1,73.45,0.00,-0.01,,,,,,,454735521,73.44,USD
2026-04-15T14:27:27-0400,Trade,Sell to Close,SELL_TO_CLOSE,SGOV,Equity,Sold 1 SGOV @ 100.52,100.52,1,100.52,0.00,-0.01,,,,,,,454735520,100.51,USD
2026-04-15T14:27:27-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 634.51,634.51,1,634.51,0.00,-0.02,,,,,,,454735517,634.49,USD
2026-04-15T14:27:27-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 634.51,634.51,1,634.51,0.00,-0.02,,,,,,,454735515,634.49,USD
2026-04-15T14:27:27-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 634.51,634.51,1,634.51,0.00,-0.02,,,,,,,454735516,634.49,USD
2026-04-15T14:27:27-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 634.51,634.51,1,634.51,0.00,-0.02,,,,,,,454735514,634.49,USD
2026-04-15T14:27:27-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 634.51,634.51,1,634.51,0.00,-0.02,,,,,,,454735513,634.49,USD
2026-04-15T14:27:20-0400,Trade,Buy to Open,BUY_TO_OPEN,SGOV,Equity,Bought 7.9988 SGOV @ 100.52,-804.08,7.9988,-100.52,0.00,-0.10,,,,,,,454735424,-804.18,USD
2026-04-15T14:27:20-0400,Trade,Buy to Open,BUY_TO_OPEN,SGOV,Equity,Bought 7.9984 SGOV @ 100.53,-804.08,7.9984,-100.53,0.00,-0.10,,,,,,,454735422,-804.18,USD
2026-04-15T14:27:20-0400,Trade,Sell to Open,SELL_TO_OPEN,QLD,Equity,Sold 2 QLD @ 73.46,146.91,2,73.45,0.00,-0.01,,,,,,,454735419,146.90,USD
2026-04-15T14:27:20-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 2 QLD @ 73.45,146.90,2,73.45,0.00,-0.01,,,,,,,454735416,146.89,USD
2026-04-15T14:27:20-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 634.48,634.48,1,634.48,0.00,-0.02,,,,,,,454735415,634.46,USD
2026-04-15T14:27:20-0400,Trade,Buy to Open,BUY_TO_OPEN,SGOV,Equity,Bought 0.99985 SGOV @ 100.52,-100.51,0.99985,-100.53,0.00,-0.10,,,,,,,454735414,-100.61,USD
2026-04-15T14:27:20-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 634.48,634.48,1,634.48,0.00,-0.02,,,,,,,454735411,634.46,USD
2026-04-15T14:27:20-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 2 QLD @ 73.45,146.90,2,73.45,0.00,-0.01,,,,,,,454735409,146.89,USD
2026-04-15T14:27:20-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 634.48,634.48,1,634.48,0.00,-0.02,,,,,,,454735408,634.46,USD
2026-04-15T14:27:18-0400,Trade,Buy to Open,BUY_TO_OPEN,TQQQ,Equity,Bought 8.86975 TQQQ @ 54.94,-487.26,8.86975,-54.94,0.00,-0.10,,,,,,,454735393,-487.36,USD
2026-04-15T14:27:18-0400,Trade,Buy to Open,BUY_TO_OPEN,QLD,Equity,Bought 1.98107 QLD @ 73.46,-145.52,1.98107,-73.45,0.00,-0.10,,,,,,,454735389,-145.62,USD
2026-04-15T14:27:18-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 634.48,634.47,1,634.47,0.00,-0.02,,,,,,,454735388,634.45,USD
2026-04-15T14:27:18-0400,Trade,Sell to Close,SELL_TO_CLOSE,SGOV,Equity,Sold 1 SGOV @ 100.52,100.52,1,100.52,0.00,-0.01,,,,,,,454735386,100.51,USD
2026-04-15T14:27:18-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 634.47,634.47,1,634.47,0.00,-0.02,,,,,,,454735377,634.45,USD
2026-04-15T12:55:48-0400,Trade,Buy to Open,BUY_TO_OPEN,TQQQ,Equity,Bought 10.99898 TQQQ @ 54.14,-595.54,10.99898,-54.15,0.00,-0.10,,,,,,,454658503,-595.64,USD
2026-04-15T12:55:47-0400,Trade,Buy to Open,BUY_TO_OPEN,SGOV,Equity,Bought 7.9988 SGOV @ 100.52,-804.08,7.9988,-100.52,0.00,-0.10,,,,,,,454658500,-804.18,USD
2026-04-15T12:55:47-0400,Trade,Sell to Close,SELL_TO_CLOSE,SGOV,Equity,Sold 1 SGOV @ 100.52,100.52,1,100.52,0.00,-0.01,,,,,,,454658498,100.51,USD
2026-04-15T12:55:47-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 2 QLD @ 72.75,145.50,2,72.75,0.00,-0.01,,,,,,,454658496,145.49,USD
2026-04-15T12:55:47-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 2 QLD @ 72.74,145.49,2,72.74,0.00,-0.01,,,,,,,454658492,145.48,USD
2026-04-15T12:55:47-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 631.42,631.42,1,631.42,0.00,-0.02,,,,,,,454658490,631.40,USD
2026-04-15T12:55:47-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 631.42,631.42,1,631.42,0.00,-0.02,,,,,,,454658484,631.40,USD
2026-04-15T12:55:45-0400,Trade,Buy to Open,BUY_TO_OPEN,SGOV,Equity,Bought 7.9984 SGOV @ 100.53,-804.08,7.9984,-100.53,0.00,-0.10,,,,,,,454658457,-804.18,USD
2026-04-15T12:55:45-0400,Trade,Buy to Open,BUY_TO_OPEN,SGOV,Equity,Bought 0.99985 SGOV @ 100.52,-100.51,0.99985,-100.53,0.00,-0.10,,,,,,,454658453,-100.61,USD
2026-04-15T12:55:45-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 2 QLD @ 72.75,145.50,2,72.75,0.00,-0.01,,,,,,,454658451,145.49,USD
2026-04-15T12:55:45-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 2 QLD @ 72.75,145.50,2,72.75,0.00,-0.01,,,,,,,454658450,145.49,USD
2026-04-15T12:55:45-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 631.43,631.43,1,631.43,0.00,-0.02,,,,,,,454658448,631.41,USD
2026-04-15T12:55:45-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 2 QLD @ 72.76,145.51,2,72.75,0.00,-0.01,,,,,,,454658447,145.50,USD
2026-04-15T12:55:45-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 631.45,631.45,1,631.45,0.00,-0.02,,,,,,,454658445,631.43,USD
2026-04-15T12:55:45-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 631.45,631.45,1,631.45,0.00,-0.02,,,,,,,454658444,631.43,USD
2026-04-15T09:30:01-0400,Trade,Sell to Close,SELL_TO_CLOSE,SGOV,Equity,Sold 1 SGOV @ 100.52,100.52,1,100.52,0.00,-0.01,,,,,,,454436736,100.51,USD
2026-04-15T09:30:01-0400,Trade,Sell to Close,SELL_TO_CLOSE,SGOV,Equity,Sold 1 SGOV @ 100.52,100.52,1,100.52,0.00,-0.01,,,,,,,454436741,100.51,USD
2026-04-15T09:30:00-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 629.42,629.42,1,629.42,0.00,-0.02,,,,,,,454436744,629.40,USD
2026-04-15T09:30:00-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 629.42,629.42,1,629.42,0.00,-0.02,,,,,,,454436743,629.40,USD
2026-04-15T09:30:00-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 629.42,629.42,1,629.42,0.00,-0.02,,,,,,,454436739,629.40,USD
2026-04-15T09:30:00-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 629.42,629.42,1,629.42,0.00,-0.02,,,,,,,454436722,629.40,USD
2026-04-15T09:30:00-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 629.42,629.42,1,629.42,0.00,-0.02,,,,,,,454436730,629.40,USD
2026-04-15T09:30:00-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 2 QLD @ 72.24,144.48,2,72.24,0.00,-0.01,,,,,,,454436747,144.47,USD
2026-04-14T15:54:09-0400,Trade,Buy to Open,BUY_TO_OPEN,SGOV,Equity,Bought 7.9996 SGOV @ 100.52,-804.12,7.9996,-100.52,0.00,-0.10,,,,,,,454380703,-804.22,USD
2026-04-14T15:54:09-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 2 QLD @ 71.90,143.80,2,71.90,0.00,-0.01,,,,,,,454380700,143.79,USD
2026-04-14T15:54:09-0400,Trade,Buy to Open,BUY_TO_OPEN,SGOV,Equity,Bought 1 SGOV @ 100.52,-100.52,1,-100.52,0.00,-0.10,,,,,,,454380699,-100.62,USD
2026-04-14T15:54:09-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 2 QLD @ 71.91,143.82,2,71.91,0.00,-0.01,,,,,,,454380698,143.81,USD
2026-04-14T15:54:09-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 627.59,627.59,1,627.59,0.00,-0.02,,,,,,,454380696,627.57,USD
2026-04-14T15:54:09-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 627.58,627.58,1,627.58,0.00,-0.02,,,,,,,454380693,627.56,USD
2026-04-14T15:54:09-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 2 QLD @ 71.89,143.78,2,71.89,0.00,-0.01,,,,,,,454380692,143.77,USD
2026-04-14T15:54:08-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 627.57,627.57,1,627.57,0.00,-0.02,,,,,,,454380691,627.55,USD
2026-04-14T15:54:07-0400,Trade,Buy to Open,BUY_TO_OPEN,SGOV,Equity,Bought 7.9996 SGOV @ 100.52,-804.12,7.9996,-100.52,0.00,-0.10,,,,,,,454380660,-804.22,USD
2026-04-14T15:54:06-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 2 QLD @ 71.90,143.80,2,71.90,0.00,-0.01,,,,,,,454380655,143.79,USD
2026-04-14T15:54:06-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 2 QLD @ 71.90,143.79,2,71.89,0.00,-0.01,,,,,,,454380653,143.78,USD
2026-04-14T15:54:06-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 627.52,627.52,1,627.52,0.00,-0.02,,,,,,,454380648,627.50,USD
2026-04-14T15:54:06-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 627.54,627.54,1,627.54,0.00,-0.02,,,,,,,454380645,627.52,USD
2026-04-14T15:42:51-0400,Trade,Buy to Close,BUY_TO_CLOSE,SGOV,Equity,Bought 7.9996 SGOV @ 100.52,-804.12,7.9996,-100.52,0.00,-0.10,,,,,,,454370391,-804.22,USD
2026-04-14T15:42:51-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 2 QLD @ 71.94,143.87,2,71.93,0.00,-0.01,,,,,,,454370387,143.86,USD
2026-04-14T15:42:50-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 2 QLD @ 71.94,143.87,2,71.93,0.00,-0.01,,,,,,,454370385,143.86,USD
2026-04-14T15:42:50-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 627.75,627.75,1,627.75,0.00,-0.02,,,,,,,454370381,627.73,USD
2026-04-14T15:42:50-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 627.74,627.74,1,627.74,0.00,-0.02,,,,,,,454370377,627.72,USD
2026-04-14T15:42:50-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 627.75,627.75,1,627.75,0.00,-0.02,,,,,,,454370373,627.73,USD
2026-04-14T15:42:48-0400,Trade,Buy to Close,BUY_TO_CLOSE,SGOV,Equity,Bought 7.9996 SGOV @ 100.52,-804.12,7.9996,-100.52,0.00,-0.10,,,,,,,454370341,-804.22,USD
2026-04-14T15:42:48-0400,Trade,Buy to Close,BUY_TO_CLOSE,SGOV,Equity,Bought 1 SGOV @ 100.52,-100.52,1,-100.52,0.00,-0.10,,,,,,,454370334,-100.62,USD
2026-04-14T15:42:48-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 2 QLD @ 71.94,143.89,2,71.94,0.00,-0.01,,,,,,,454370333,143.88,USD
2026-04-14T15:42:48-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 2 QLD @ 71.94,143.89,2,71.94,0.00,-0.01,,,,,,,454370332,143.88,USD
2026-04-14T15:42:48-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 2 QLD @ 71.94,143.89,2,71.94,0.00,-0.01,,,,,,,454370330,143.88,USD
2026-04-14T15:42:48-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 627.79,627.79,1,627.79,0.00,-0.02,,,,,,,454370328,627.77,USD
2026-04-14T15:42:48-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 627.78,627.78,1,627.78,0.00,-0.02,,,,,,,454370327,627.76,USD
2026-04-14T15:01:07-0400,Trade,Buy to Open,BUY_TO_OPEN,QLD,Equity,Bought 33.48189 QLD @ 71.66,"-2,399.48",33.48189,-71.67,0.00,-0.10,,,,,,,454337963,"-2,399.58",USD
2026-04-14T15:01:07-0400,Trade,Buy to Open,BUY_TO_OPEN,QQQ,Equity,Bought 61.87874 QQQ @ 626.59,"-38,772.60",61.87874,-626.59,0.00,-0.10,,,,,,,454337961,"-38,772.70",USD
2026-04-14T15:01:07-0400,Trade,Buy to Open,BUY_TO_OPEN,QLD,Equity,Bought 33.47722 QLD @ 71.68,"-2,399.48",33.47722,-71.68,0.00,-0.10,,,,,,,454337956,"-2,399.58",USD
2026-04-14T15:01:06-0400,Trade,Buy to Open,BUY_TO_OPEN,QQQ,Equity,Bought 61.87826 QQQ @ 626.58,"-38,771.99",61.87826,-626.59,0.00,-0.10,,,,,,,454337953,"-38,772.09",USD
2026-04-14T15:00:05-0400,Trade,Buy to Close,BUY_TO_CLOSE,QLD,Equity,Bought 0.97145 QLD @ 71.64,-69.59,0.97145,-71.64,0.00,-0.10,,,,,,,454337326,-69.69,USD
2026-04-14T15:00:05-0400,Trade,Buy to Close,BUY_TO_CLOSE,QLD,Equity,Bought 0.97145 QLD @ 71.64,-69.59,0.97145,-71.64,0.00,-0.10,,,,,,,454337325,-69.69,USD
2026-04-14T09:30:31-0400,Trade,Buy to Close,BUY_TO_CLOSE,QLD,Equity,Bought 0.98877 QLD @ 70.38,-69.59,0.98877,-70.38,0.00,-0.10,,,,,,,454029567,-69.69,USD
2026-04-14T09:30:29-0400,Trade,Buy to Close,BUY_TO_CLOSE,QLD,Equity,Bought 0.9887 QLD @ 70.38,-69.59,0.9887,-70.39,0.00,-0.10,,,,,,,454029500,-69.69,USD
2026-04-13T15:30:38-0400,Trade,Buy to Open,BUY_TO_OPEN,TQQQ,Equity,Bought 8.9991 TQQQ @ 50.20,-451.71,8.9991,-50.20,0.00,-0.10,,,,,,,453938456,-451.81,USD
2026-04-13T15:30:38-0400,Trade,Buy to Close,BUY_TO_CLOSE,QLD,Equity,Bought 1.99927 QLD @ 69.12,-138.20,1.99927,-69.13,0.00,-0.10,,,,,,,453938451,-138.30,USD
2026-04-13T15:30:37-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 1 SGOV @ 100.50,100.50,1,100.50,0.00,-0.01,,,,,,,453938440,100.49,USD
2026-04-13T15:30:37-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 1 QQQ @ 615.26,615.26,1,615.26,0.00,-0.02,,,,,,,453938424,615.24,USD
2026-04-13T15:30:37-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 1 QQQ @ 615.26,615.26,1,615.26,0.00,-0.02,,,,,,,453938421,615.24,USD
2026-04-13T15:30:37-0400,Trade,Buy to Close,BUY_TO_CLOSE,QLD,Equity,Bought 0.99956 QLD @ 69.13,-69.10,0.99956,-69.13,0.00,-0.10,,,,,,,453938418,-69.20,USD
2026-04-13T15:30:37-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 1 QQQ @ 615.27,615.27,1,615.27,0.00,-0.02,,,,,,,453938419,615.25,USD
2026-04-13T15:30:37-0400,Trade,Buy to Close,BUY_TO_CLOSE,QLD,Equity,Bought 0.99956 QLD @ 69.13,-69.10,0.99956,-69.13,0.00,-0.10,,,,,,,453938408,-69.20,USD
2026-04-13T15:29:38-0400,Trade,Buy to Close,BUY_TO_CLOSE,SGOV,Equity,Bought 7.9995 SGOV @ 100.51,-804.03,7.9995,-100.51,0.00,-0.10,,,,,,,453937046,-804.13,USD
2026-04-13T15:29:37-0400,Trade,Sell to Open,SELL_TO_OPEN,QLD,Equity,Sold 2 QLD @ 69.14,138.27,2,69.13,0.00,-0.01,,,,,,,453937043,138.26,USD
2026-04-13T15:29:37-0400,Trade,Buy to Close,BUY_TO_CLOSE,SGOV,Equity,Bought 0.99995 SGOV @ 100.50,-100.50,0.99995,-100.51,0.00,-0.10,,,,,,,453937031,-100.60,USD
2026-04-13T15:29:37-0400,Trade,Sell to Open,SELL_TO_OPEN,QLD,Equity,Sold 2 QLD @ 69.13,138.26,2,69.13,0.00,-0.01,,,,,,,453937027,138.25,USD
2026-04-13T15:29:37-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 1 QQQ @ 615.30,615.30,1,615.30,0.00,-0.02,,,,,,,453937025,615.28,USD
2026-04-13T15:29:35-0400,Trade,Buy to Open,BUY_TO_OPEN,TQQQ,Equity,Bought 9 TQQQ @ 50.20,-451.80,9,-50.20,0.00,-0.10,,,,,,,453937001,-451.90,USD
2026-04-13T15:29:35-0400,Trade,Buy to Close,BUY_TO_CLOSE,QLD,Equity,Bought 1.99884 QLD @ 69.14,-138.20,1.99884,-69.14,0.00,-0.10,,,,,,,453936995,-138.30,USD
2026-04-13T15:29:35-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 1 SGOV @ 100.50,100.50,1,100.50,0.00,-0.01,,,,,,,453936991,100.49,USD
2026-04-13T15:29:35-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 1 QQQ @ 615.28,615.28,1,615.28,0.00,-0.02,,,,,,,453936984,615.26,USD
2026-04-13T15:29:35-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 1 QQQ @ 615.29,615.29,1,615.29,0.00,-0.02,,,,,,,453936983,615.27,USD
2026-04-13T15:29:35-0400,Trade,Buy to Close,BUY_TO_CLOSE,QLD,Equity,Bought 0.99949 QLD @ 69.14,-69.10,0.99949,-69.14,0.00,-0.10,,,,,,,453936978,-69.20,USD
2026-04-13T15:29:35-0400,Trade,Buy to Close,BUY_TO_CLOSE,QLD,Equity,Bought 0.99949 QLD @ 69.14,-69.10,0.99949,-69.14,0.00,-0.10,,,,,,,453936977,-69.20,USD
2026-04-13T15:29:30-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 3 SGOV @ 100.50,301.51,3,100.50,0.00,-0.01,,,,,,,453936910,301.50,USD
2026-04-13T15:29:30-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 3 SGOV @ 100.50,301.51,3,100.50,0.00,-0.01,,,,,,,453936908,301.50,USD
2026-04-13T15:29:30-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 3 SGOV @ 100.50,301.50,3,100.50,0.00,-0.01,,,,,,,453936907,301.49,USD
2026-04-13T15:29:30-0400,Trade,Sell to Open,SELL_TO_OPEN,QLD,Equity,Sold 6 QLD @ 69.13,414.78,6,69.13,0.00,-0.02,,,,,,,453936906,414.76,USD
2026-04-13T15:29:30-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 3 SGOV @ 100.50,301.51,3,100.50,0.00,-0.01,,,,,,,453936905,301.50,USD
2026-04-13T15:29:30-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 3 SGOV @ 100.50,301.51,3,100.50,0.00,-0.01,,,,,,,453936901,301.50,USD
2026-04-13T15:29:30-0400,Trade,Sell to Open,SELL_TO_OPEN,QLD,Equity,Sold 7 QLD @ 69.14,483.94,7,69.13,0.00,-0.02,,,,,,,453936897,483.93,USD
2026-04-13T15:29:30-0400,Trade,Sell to Open,SELL_TO_OPEN,QLD,Equity,Sold 7 QLD @ 69.14,483.94,7,69.13,0.00,-0.02,,,,,,,453936896,483.93,USD
2026-04-13T15:29:30-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 3 SGOV @ 100.50,301.51,3,100.50,0.00,-0.01,,,,,,,453936893,301.50,USD
2026-04-13T15:29:30-0400,Trade,Sell to Open,SELL_TO_OPEN,QLD,Equity,Sold 7 QLD @ 69.14,483.94,7,69.13,0.00,-0.02,,,,,,,453936891,483.93,USD
2026-04-13T15:29:29-0400,Trade,Sell to Open,SELL_TO_OPEN,QLD,Equity,Sold 7 QLD @ 69.14,483.94,7,69.13,0.00,-0.02,,,,,,,453936890,483.93,USD
2026-04-13T15:29:29-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 3 SGOV @ 100.50,301.51,3,100.50,0.00,-0.01,,,,,,,453936889,301.50,USD
2026-04-13T15:29:29-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 3 SGOV @ 100.50,301.51,3,100.50,0.00,-0.01,,,,,,,453936888,301.50,USD
2026-04-13T15:29:29-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 5 QQQ @ 615.30,"3,076.52",5,615.31,0.00,-0.07,,,,,,,453936887,"3,076.45",USD
2026-04-13T15:29:29-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 10 QQQ @ 615.30,"6,153.05",10,615.31,0.00,-0.14,,,,,,,453936886,"6,152.91",USD
2026-04-13T15:29:29-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 5 QQQ @ 615.30,"3,076.52",5,615.31,0.00,-0.07,,,,,,,453936885,"3,076.45",USD
2026-04-13T15:29:29-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 5 QQQ @ 615.30,"3,076.50",5,615.30,0.00,-0.07,,,,,,,453936883,"3,076.43",USD
2026-04-13T15:29:29-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 5 QQQ @ 615.30,"3,076.52",5,615.31,0.00,-0.07,,,,,,,453936884,"3,076.45",USD
2026-04-13T15:29:29-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 5 QQQ @ 615.30,"3,076.50",5,615.30,0.00,-0.07,,,,,,,453936882,"3,076.43",USD
2026-04-13T15:29:29-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 3 SGOV @ 100.50,301.51,3,100.50,0.00,-0.01,,,,,,,453936880,301.50,USD
2026-04-13T15:29:29-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 5 QQQ @ 615.30,"3,076.50",5,615.30,0.00,-0.07,,,,,,,453936879,"3,076.42",USD
