Date,Type,Sub Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Root Symbol,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #,Total,Currency
2026-04-13T15:29:29-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 5 QQQ @ 615.30,"3,076.52",5,615.31,0.00,-0.07,,,,,,,453936876,"3,076.45",USD
2026-04-13T15:29:29-0400,Trade,Sell to Close,SELL_TO_CLOSE,SGOV,Equity,Sold 3 SGOV @ 100.50,301.51,3,100.50,0.00,-0.01,,,,,,,453936871,301.50,USD
2026-04-13T15:29:29-0400,Trade,Sell to Open,SELL_TO_OPEN,QLD,Equity,Sold 7 QLD @ 69.14,483.94,7,69.13,0.00,-0.02,,,,,,,453936869,483.93,USD
2026-04-13T15:29:29-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 5 QQQ @ 615.30,"3,076.52",5,615.31,0.00,-0.07,,,,,,,453936868,"3,076.45",USD
2026-04-13T15:29:29-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 7 QLD @ 69.14,483.94,7,69.13,0.00,-0.02,,,,,,,453936867,483.93,USD
2026-04-13T15:29:29-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 5 QQQ @ 615.30,"3,076.52",5,615.31,0.00,-0.07,,,,,,,453936863,"3,076.45",USD
2026-04-13T15:29:28-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 5 QQQ @ 615.30,"3,076.52",5,615.31,0.00,-0.07,,,,,,,453936860,"3,076.45",USD
2026-04-13T15:03:46-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 1 QLD @ 69.10,69.10,1,69.10,0.00,-0.01,,,,,,,453919590,69.09,USD
2026-04-11T15:14:51-0400,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.44,0,,--,0.00,,,,,,,,-0.44,USD
2026-04-10T15:21:45-0400,Trade,Sell to Open,SELL_TO_OPEN,TQQQ  260417P00041000,Equity Option,Sold 1 TQQQ 04/17/26 Put 41.00 @ 0.10,10.00,1,10.00,-1.00,-0.13,100,TQQQ,TQQQ,4/17/26,41,PUT,453542814,8.87,USD
2026-04-10T15:21:28-0400,Trade,Buy to Open,BUY_TO_OPEN,SGOV,Equity,Bought 2 SGOV @ 100.50,-201.00,2,-100.50,0.00,0.00,,,,,,,453542628,-201.00,USD
2026-04-10T15:21:28-0400,Trade,Buy to Open,BUY_TO_OPEN,QLD,Equity,Bought 7 QLD @ 68.24,-477.64,7,-68.23,0.00,-0.01,,,,,,,453542622,-477.65,USD
2026-04-10T15:21:27-0400,Trade,Buy to Open,BUY_TO_OPEN,QQQ,Equity,Bought 3 QQQ @ 611.21,"-1,833.63",3,-611.21,0.00,0.00,,,,,,,453542616,"-1,833.63",USD
2026-04-09T09:30:04-0400,Trade,Buy to Open,BUY_TO_OPEN,QQQ   260618C00660000,Equity Option,Bought 1 QQQ 06/18/26 Call 660.00 @ 3.40,-340.00,1,-340.00,-1.00,-0.12,100,QQQ,QQQ,6/18/26,660,CALL,452892904,-341.12,USD
2026-04-09T09:30:04-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ   260618C00640000,Equity Option,Sold 1 QQQ 06/18/26 Call 640.00 @ 8.47,847.00,1,847.00,-1.00,-0.14,100,QQQ,QQQ,6/18/26,640,CALL,452892904,845.86,USD
2026-04-08T14:32:13-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 3 QLD @ 67.02,201.04,3,67.01,0.00,-0.01,,,,,,,452812319,201.03,USD
2026-04-08T14:32:13-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 605.54,605.54,1,605.54,0.00,-0.02,,,,,,,452812317,605.52,USD
2026-04-08T14:28:36-0400,Trade,Buy to Open,BUY_TO_OPEN,QQQ   260618C00665000,Equity Option,Bought 1 QQQ 06/18/26 Call 665.00 @ 2.67,-267.00,1,-267.00,-1.00,-0.12,100,QQQ,QQQ,6/18/26,665,CALL,452810369,-268.12,USD
2026-04-08T14:28:36-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ   260618C00645000,Equity Option,Sold 1 QQQ 06/18/26 Call 645.00 @ 6.89,689.00,1,689.00,-1.00,-0.14,100,QQQ,QQQ,6/18/26,645,CALL,452810369,687.86,USD
2026-04-08T14:28:19-0400,Trade,Buy to Open,BUY_TO_OPEN,SGOV,Equity,Bought 1 SGOV @ 100.46,-100.46,1,-100.46,0.00,0.00,,,,,,,452810233,-100.46,USD
2026-04-08T14:28:19-0400,Trade,Buy to Open,BUY_TO_OPEN,QQQ,Equity,Bought 2 QQQ @ 605.52,"-1,211.04",2,-605.52,0.00,0.00,,,,,,,452810231,"-1,211.04",USD
2026-04-08T14:28:19-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 50 QLD @ 67.00,"3,350.04",50,67.00,0.00,-0.12,,,,,,,452810228,"3,349.92",USD
2026-04-07T17:00:00-0400,Money Movement,Dividend,,SGOV,Equity,ISHARES TRUST,208.10,0,,--,0.00,,,,,,,,208.10,USD
2026-04-07T15:48:43-0400,Trade,Buy to Close,BUY_TO_CLOSE,SNDK  260424C00700000,Equity Option,Bought 1 SNDK 04/24/26 Call 700.00 @ 63.35,"-6,335.00",1,"-6,335.00",0.00,-0.12,100,SNDK,SNDK,4/24/26,700,CALL,452429525,"-6,335.12",USD
2026-04-07T15:46:15-0400,Trade,Buy to Close,BUY_TO_CLOSE,QQQ   260515C00616000,Equity Option,Bought 2 QQQ 05/15/26 Call 616.00 @ 6.28,"-1,256.00",2,-628.00,0.00,-0.25,100,QQQ,QQQ,5/15/26,616,CALL,452427039,"-1,256.25",USD
2026-04-07T15:45:11-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ   260417P00610000,Equity Option,Sold 1 QQQ 04/17/26 Put 610.00 @ 25.60,"2,560.00",1,"2,560.00",0.00,-0.18,100,QQQ,QQQ,4/17/26,610,PUT,452426537,"2,559.82",USD
2026-04-07T15:43:52-0400,Trade,Buy to Open,BUY_TO_OPEN,QQQ,Equity,Bought 1 QQQ @ 585.10,-585.10,1,-585.10,0.00,0.00,,,,,,,452425636,-585.10,USD
2026-04-07T15:35:02-0400,Trade,Buy to Close,BUY_TO_CLOSE,SGOV,Equity,Bought 300.0018 SGOV @ 100.45,"-30,135.18",300.0018,-100.45,0.00,-0.10,,,,,,,452420435,"-30,135.28",USD
2026-04-07T15:34:16-0400,Trade,Buy to Close,BUY_TO_CLOSE,QQQ,Equity,Bought 137.00138 QQQ @ 584.96,"-80,140.33",137.00138,-584.96,0.00,-0.10,,,,,,,452420031,"-80,140.43",USD
2026-04-06T15:50:53-0400,Trade,Buy to Open,BUY_TO_OPEN,QLD,Equity,Bought 54 QLD @ 63.34,"-3,420.63",54,-63.34,0.00,-0.04,,,,,,,452132472,"-3,420.67",USD
2026-04-06T15:45:46-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 19 SGOV @ 100.44,"1,908.26",19,100.43,0.00,-0.06,,,,,,,452129434,"1,908.21",USD
2026-04-06T15:45:45-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 2 QLD @ 63.28,126.55,2,63.27,0.00,-0.01,,,,,,,452129431,126.54,USD
2026-04-06T15:45:45-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 36 QQQ @ 588.16,"21,173.76",36,588.16,0.00,-0.48,,,,,,,452129428,"21,173.28",USD
2026-04-06T15:44:45-0400,Trade,Buy to Close,BUY_TO_CLOSE,SGOV,Equity,Bought 1 SGOV @ 100.44,-100.44,1,-100.44,0.00,-0.10,,,,,,,452128837,-100.54,USD
2026-04-06T15:44:44-0400,Trade,Buy to Open,BUY_TO_OPEN,QLD,Equity,Bought 1.99952 QLD @ 63.26,-126.48,1.99952,-63.26,0.00,-0.10,,,,,,,452128835,-126.58,USD
2026-04-06T15:44:44-0400,Trade,Buy to Close,BUY_TO_CLOSE,SGOV,Equity,Bought 1 SGOV @ 100.44,-100.44,1,-100.44,0.00,-0.10,,,,,,,452128834,-100.54,USD
2026-04-06T15:44:44-0400,Trade,Buy to Close,BUY_TO_CLOSE,SGOV,Equity,Bought 1 SGOV @ 100.44,-100.44,1,-100.44,0.00,-0.10,,,,,,,452128833,-100.54,USD
2026-04-06T15:44:44-0400,Trade,Buy to Close,BUY_TO_CLOSE,QQQ,Equity,Bought 0.9999 QQQ @ 588.02,-587.97,0.9999,-588.02,0.00,-0.10,,,,,,,452128832,-588.07,USD
2026-04-06T15:44:44-0400,Trade,Buy to Close,BUY_TO_CLOSE,SGOV,Equity,Bought 8.9996 SGOV @ 100.44,-903.92,8.9996,-100.44,0.00,-0.10,,,,,,,452128830,-904.02,USD
2026-04-06T15:44:44-0400,Trade,Buy to Open,BUY_TO_OPEN,QLD,Equity,Bought 1.99984 QLD @ 63.24,-126.48,1.99984,-63.25,0.00,-0.10,,,,,,,452128829,-126.58,USD
2026-04-06T15:44:44-0400,Trade,Buy to Close,BUY_TO_CLOSE,QLD,Equity,Bought 1.99984 QLD @ 63.24,-126.48,1.99984,-63.25,0.00,-0.10,,,,,,,452128827,-126.58,USD
2026-04-06T15:44:44-0400,Trade,Buy to Close,BUY_TO_CLOSE,QQQ,Equity,Bought 0.99996 QQQ @ 587.99,-587.97,0.99996,-587.99,0.00,-0.10,,,,,,,452128825,-588.07,USD
2026-04-06T15:44:44-0400,Trade,Buy to Close,BUY_TO_CLOSE,QQQ,Equity,Bought 0.99997 QQQ @ 587.98,-587.97,0.99997,-587.98,0.00,-0.10,,,,,,,452128822,-588.07,USD
2026-04-06T15:44:42-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 44 SGOV @ 100.43,"4,419.13",44,100.43,0.00,-0.14,,,,,,,452128812,"4,418.98",USD
2026-04-06T15:44:42-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 45 SGOV @ 100.43,"4,519.56",45,100.43,0.00,-0.14,,,,,,,452128811,"4,519.42",USD
2026-04-06T15:44:42-0400,Trade,Sell to Open,SELL_TO_OPEN,QLD,Equity,Sold 3 QLD @ 63.24,189.70,3,63.24,0.00,-0.01,,,,,,,452128806,189.69,USD
2026-04-06T15:44:42-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 3 QLD @ 63.24,189.70,3,63.24,0.00,-0.01,,,,,,,452128804,189.69,USD
2026-04-06T15:44:42-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 16 QQQ @ 587.98,"9,407.68",16,587.98,0.00,-0.22,,,,,,,452128802,"9,407.46",USD
2026-04-06T15:44:42-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 16 QQQ @ 587.97,"9,407.54",16,587.97,0.00,-0.22,,,,,,,452128799,"9,407.32",USD
2026-04-06T15:44:42-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 12 QQQ @ 587.97,"7,055.64",12,587.97,0.00,-0.16,,,,,,,452128798,"7,055.48",USD
2026-04-06T15:44:42-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 12 QQQ @ 587.98,"7,055.76",12,587.98,0.00,-0.16,,,,,,,452128797,"7,055.60",USD
2026-04-06T15:44:42-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 2 QQQ @ 587.97,"1,175.94",2,587.97,0.00,-0.03,,,,,,,452128796,"1,175.91",USD
2026-04-06T15:44:42-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 10 QQQ @ 587.98,"5,879.80",10,587.98,0.00,-0.14,,,,,,,452128796,"5,879.66",USD
2026-04-06T15:44:41-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 12 QQQ @ 587.99,"7,055.88",12,587.99,0.00,-0.16,,,,,,,452128795,"7,055.72",USD
2026-04-06T15:44:41-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 8 QQQ @ 587.98,"4,703.84",8,587.98,0.00,-0.11,,,,,,,452128793,"4,703.73",USD
2026-04-06T15:44:41-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 37 SGOV @ 100.43,"3,716.08",37,100.43,0.00,-0.12,,,,,,,452128792,"3,715.97",USD
2026-04-06T15:44:41-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 4 QQQ @ 587.97,"2,351.88",4,587.97,0.00,-0.05,,,,,,,452128787,"2,351.83",USD
2026-04-06T15:44:41-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 58 QLD @ 63.24,"3,667.63",58,63.23,0.00,-0.14,,,,,,,452128786,"3,667.49",USD
2026-04-06T15:44:41-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 4 QQQ @ 587.98,"2,351.90",4,587.97,0.00,-0.05,,,,,,,452128785,"2,351.85",USD
2026-04-06T15:44:41-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 4 QQQ @ 587.98,"2,351.90",4,587.97,0.00,-0.05,,,,,,,452128784,"2,351.85",USD
2026-04-06T15:43:57-0400,Trade,Sell to Close,SELL_TO_CLOSE,QLD,Equity,Sold 19 QLD @ 63.20,"1,200.89",19,63.20,0.00,-0.05,,,,,,,452128421,"1,200.84",USD
2026-04-06T15:32:16-0400,Trade,Buy to Open,BUY_TO_OPEN,QLD,Equity,Bought 41.00799 QLD @ 63.20,"-2,591.50",41.00799,-63.20,0.00,-0.10,,,,,,,452122940,"-2,591.60",USD
2026-04-06T15:32:07-0400,Trade,Buy to Close,BUY_TO_CLOSE,SGOV,Equity,Bought 32.9984 SGOV @ 100.44,"-3,314.36",32.9984,-100.44,0.00,-0.10,,,,,,,452122867,"-3,314.46",USD
2026-04-06T15:32:06-0400,Trade,Buy to Open,BUY_TO_OPEN,QLD,Equity,Bought 35.99715 QLD @ 63.20,"-2,275.02",35.99715,-63.20,0.00,-0.10,,,,,,,452122866,"-2,275.12",USD
2026-04-06T15:32:06-0400,Trade,Buy to Close,BUY_TO_CLOSE,QQQ,Equity,Bought 17.99938 QQQ @ 587.79,"-10,579.86",17.99938,-587.79,0.00,-0.10,,,,,,,452122862,"-10,579.96",USD
2026-04-06T12:58:47-0400,Trade,Buy to Open,BUY_TO_OPEN,QLD,Equity,Bought 0.99992 QLD @ 63.08,-63.07,0.99992,-63.08,0.00,-0.10,,,,,,,452045083,-63.17,USD
2026-04-06T12:58:47-0400,Trade,Buy to Open,BUY_TO_OPEN,QLD,Equity,Bought 0.99992 QLD @ 63.08,-63.07,0.99992,-63.08,0.00,-0.10,,,,,,,452045081,-63.17,USD
2026-04-06T12:58:47-0400,Trade,Buy to Open,BUY_TO_OPEN,QLD,Equity,Bought 0.99992 QLD @ 63.08,-63.07,0.99992,-63.08,0.00,-0.10,,,,,,,452045080,-63.17,USD
2026-04-06T12:58:47-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 2 QQQ @ 587.20,"1,174.40",2,587.20,0.00,-0.03,,,,,,,452045082,"1,174.37",USD
2026-04-06T12:58:47-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 1 QQQ @ 587.20,587.20,1,587.20,0.00,-0.02,,,,,,,452045078,587.18,USD
2026-04-06T12:58:47-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 1 QQQ @ 587.20,587.20,1,587.20,0.00,-0.02,,,,,,,452045077,587.18,USD
2026-04-06T12:58:47-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 9 SGOV @ 100.43,903.87,9,100.43,0.00,-0.03,,,,,,,452045076,903.84,USD
2026-04-06T12:58:47-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 2 QQQ @ 587.22,"1,174.43",2,587.21,0.00,-0.03,,,,,,,452045075,"1,174.40",USD
2026-04-06T12:58:47-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 1 QQQ @ 587.20,587.20,1,587.20,0.00,-0.02,,,,,,,452045073,587.18,USD
2026-04-06T12:58:47-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 9 SGOV @ 100.44,903.91,9,100.43,0.00,-0.03,,,,,,,452045074,903.88,USD
2026-04-06T12:58:47-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 1 QQQ @ 587.20,587.20,1,587.20,0.00,-0.02,,,,,,,452045072,587.18,USD
2026-04-06T12:58:47-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 1 QQQ @ 587.20,587.20,1,587.20,0.00,-0.02,,,,,,,452045071,587.18,USD
2026-04-06T12:58:47-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 9 SGOV @ 100.44,903.91,9,100.43,0.00,-0.03,,,,,,,452045070,903.88,USD
2026-04-06T12:58:47-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 9 SGOV @ 100.44,903.91,9,100.43,0.00,-0.03,,,,,,,452045069,903.88,USD
2026-04-06T12:58:47-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 1 QQQ @ 587.22,587.21,1,587.21,0.00,-0.02,,,,,,,452045068,587.19,USD
2026-04-06T12:58:46-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 2 QQQ @ 587.20,"1,174.40",2,587.20,0.00,-0.03,,,,,,,452045067,"1,174.37",USD
2026-04-06T12:58:46-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 1 QQQ @ 587.20,587.20,1,587.20,0.00,-0.02,,,,,,,452045066,587.18,USD
2026-04-06T12:58:46-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 2 QQQ @ 587.20,"1,174.40",2,587.20,0.00,-0.03,,,,,,,452045065,"1,174.37",USD
2026-04-06T12:58:26-0400,Trade,Buy to Close,BUY_TO_CLOSE,SGOV,Equity,Bought 9 SGOV @ 100.44,-903.96,9,-100.44,0.00,-0.10,,,,,,,452044933,-904.06,USD
2026-04-06T12:58:26-0400,Trade,Sell to Close,SELL_TO_CLOSE,TQQQ,Equity,Sold 2 TQQQ @ 43.83,87.66,2,43.83,0.00,-0.01,,,,,,,452044930,87.65,USD
2026-04-06T12:58:26-0400,Trade,Sell to Open,SELL_TO_OPEN,QLD,Equity,Sold 1 QLD @ 63.07,63.07,1,63.07,0.00,-0.01,,,,,,,452044929,63.06,USD
2026-04-06T12:58:25-0400,Trade,Sell to Open,SELL_TO_OPEN,QLD,Equity,Sold 1 QLD @ 63.07,63.07,1,63.07,0.00,-0.01,,,,,,,452044928,63.06,USD
2026-04-06T12:58:25-0400,Trade,Buy to Close,BUY_TO_CLOSE,QLD,Equity,Bought 0.99992 QLD @ 63.08,-63.07,0.99992,-63.08,0.00,-0.10,,,,,,,452044925,-63.17,USD
2026-04-06T12:58:25-0400,Trade,Buy to Close,BUY_TO_CLOSE,QLD,Equity,Bought 0.99984 QLD @ 63.08,-63.07,0.99984,-63.08,0.00,-0.10,,,,,,,452044917,-63.17,USD
2026-04-06T12:58:25-0400,Trade,Buy to Close,BUY_TO_CLOSE,QLD,Equity,Bought 0.99984 QLD @ 63.08,-63.07,0.99984,-63.08,0.00,-0.10,,,,,,,452044914,-63.17,USD
2026-04-06T12:58:25-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 9 SGOV @ 100.43,903.87,9,100.43,0.00,-0.03,,,,,,,452044913,903.84,USD
2026-04-06T12:58:25-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 1 QQQ @ 587.18,587.18,1,587.18,0.00,-0.02,,,,,,,452044911,587.16,USD
2026-04-06T12:58:25-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 1 QQQ @ 587.20,587.19,1,587.19,0.00,-0.02,,,,,,,452044910,587.17,USD
2026-04-06T12:58:25-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 1 QQQ @ 587.18,587.18,1,587.18,0.00,-0.02,,,,,,,452044908,587.16,USD
2026-04-06T12:58:25-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 2 QQQ @ 587.18,"1,174.37",2,587.18,0.00,-0.03,,,,,,,452044907,"1,174.33",USD
2026-04-06T12:58:25-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 1 QQQ @ 587.19,587.19,1,587.19,0.00,-0.02,,,,,,,452044905,587.17,USD
2026-04-06T12:58:25-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 1 QQQ @ 587.18,587.18,1,587.18,0.00,-0.02,,,,,,,452044906,587.16,USD
2026-04-06T12:58:25-0400,Trade,Sell to Open,SELL_TO_OPEN,QQQ,Equity,Sold 1 QQQ @ 587.18,587.18,1,587.18,0.00,-0.02,,,,,,,452044904,587.16,USD
2026-04-06T12:58:25-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 9 SGOV @ 100.43,903.87,9,100.43,0.00,-0.03,,,,,,,452044902,903.84,USD
2026-04-06T12:58:25-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 1 QQQ @ 587.18,587.18,1,587.18,0.00,-0.02,,,,,,,452044903,587.16,USD
2026-04-06T12:58:25-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 9 SGOV @ 100.44,903.91,9,100.43,0.00,-0.03,,,,,,,452044901,903.88,USD
2026-04-06T12:58:25-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 2 QQQ @ 587.18,"1,174.36",2,587.18,0.00,-0.03,,,,,,,452044900,"1,174.33",USD
2026-04-06T12:58:25-0400,Trade,Sell to Close,SELL_TO_CLOSE,QQQ,Equity,Sold 2 QQQ @ 587.18,"1,174.36",2,587.18,0.00,-0.03,,,,,,,452044899,"1,174.33",USD
2026-04-06T12:58:25-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 9 SGOV @ 100.44,903.91,9,100.43,0.00,-0.03,,,,,,,452044898,903.88,USD
2026-04-06T12:56:52-0400,Trade,Buy to Close,BUY_TO_CLOSE,QLD,Equity,Bought 2.00015 QLD @ 63.06,-126.14,2.00015,-63.06,0.00,-0.10,,,,,,,452044208,-126.24,USD
2026-04-06T12:56:52-0400,Trade,Buy to Open,BUY_TO_OPEN,TQQQ,Equity,Bought 11.00262 TQQQ @ 43.82,-482.19,11.00262,-43.83,0.00,-0.10,,,,,,,452044202,-482.29,USD
2026-04-06T12:56:52-0400,Trade,Buy to Close,BUY_TO_CLOSE,SGOV,Equity,Bought 9.00044 SGOV @ 100.44,-903.96,9.00044,-100.43,0.00,-0.10,,,,,,,452044201,-904.06,USD
2026-04-06T12:56:52-0400,Trade,Buy to Open,BUY_TO_OPEN,QQQ,Equity,Bought 0.99991 QQQ @ 587.18,-587.13,0.99991,-587.18,0.00,-0.10,,,,,,,452044200,-587.23,USD
2026-04-06T12:56:52-0400,Trade,Buy to Open,BUY_TO_OPEN,QQQ,Equity,Bought 0.99991 QQQ @ 587.18,-587.13,0.99991,-587.18,0.00,-0.10,,,,,,,452044198,-587.23,USD
2026-04-06T12:56:51-0400,Trade,Sell to Open,SELL_TO_OPEN,QLD,Equity,Sold 2 QLD @ 63.06,126.12,2,63.06,0.00,-0.01,,,,,,,452044199,126.11,USD
2026-04-06T12:56:51-0400,Trade,Buy to Open,BUY_TO_OPEN,QQQ,Equity,Bought 0.99991 QQQ @ 587.18,-587.13,0.99991,-587.18,0.00,-0.10,,,,,,,452044196,-587.23,USD
2026-04-06T12:56:51-0400,Trade,Buy to Close,BUY_TO_CLOSE,QLD,Equity,Bought 4 QLD @ 63.07,-252.28,4,-63.07,0.00,-0.10,,,,,,,452044194,-252.38,USD
2026-04-06T12:56:51-0400,Trade,Sell to Open,SELL_TO_OPEN,QLD,Equity,Sold 3 QLD @ 63.06,189.19,3,63.06,0.00,-0.01,,,,,,,452044195,189.17,USD
2026-04-06T12:56:51-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 10 SGOV @ 100.44,"1,004.35",10,100.43,0.00,-0.04,,,,,,,452044192,"1,004.31",USD
2026-04-06T12:56:51-0400,Trade,Buy to Close,BUY_TO_CLOSE,QLD,Equity,Bought 2.00015 QLD @ 63.06,-126.14,2.00015,-63.06,0.00,-0.10,,,,,,,452044189,-126.24,USD
2026-04-06T12:56:51-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 9 SGOV @ 100.44,903.91,9,100.43,0.00,-0.03,,,,,,,452044190,903.88,USD
2026-04-06T12:56:51-0400,Trade,Buy to Close,BUY_TO_CLOSE,QLD,Equity,Bought 2.00015 QLD @ 63.06,-126.14,2.00015,-63.06,0.00,-0.10,,,,,,,452044187,-126.24,USD
2026-04-06T12:56:51-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 10 SGOV @ 100.44,"1,004.35",10,100.43,0.00,-0.04,,,,,,,452044188,"1,004.31",USD
2026-04-06T12:56:51-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 11 SGOV @ 100.44,"1,104.78",11,100.43,0.00,-0.04,,,,,,,452044182,"1,104.74",USD
2026-04-06T12:56:51-0400,Trade,Buy to Open,BUY_TO_OPEN,QQQ,Equity,Bought 0.99986 QQQ @ 587.21,-587.13,0.99986,-587.21,0.00,-0.10,,,,,,,452044179,-587.23,USD
2026-04-06T12:56:51-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 2 SGOV @ 100.44,200.87,2,100.43,0.00,-0.01,,,,,,,452044181,200.86,USD
2026-04-06T12:56:51-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 2 SGOV @ 100.43,200.86,2,100.43,0.00,-0.01,,,,,,,452044180,200.85,USD
2026-04-06T12:56:51-0400,Trade,Buy to Open,BUY_TO_OPEN,QQQ,Equity,Bought 0.99984 QQQ @ 587.22,-587.13,0.99984,-587.22,0.00,-0.10,,,,,,,452044178,-587.23,USD
2026-04-06T12:56:51-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 10 SGOV @ 100.44,"1,004.35",10,100.43,0.00,-0.04,,,,,,,452044177,"1,004.31",USD
2026-04-06T12:56:51-0400,Trade,Sell to Open,SELL_TO_OPEN,SGOV,Equity,Sold 10 SGOV @ 100.44,"1,004.35",10,100.43,0.00,-0.04,,,,,,,452044176,"1,004.31",USD
2026-04-06T12:56:50-0400,Trade,Buy to Close,BUY_TO_CLOSE,SGOV,Equity,Bought 9.00044 SGOV @ 100.44,-903.96,9.00044,-100.43,0.00,-0.10,,,,,,,452044168,-904.06,USD
2026-04-06T12:56:50-0400,Trade,Buy to Close,BUY_TO_CLOSE,SGOV,Equity,Bought 1.00004 SGOV @ 100.44,-100.44,1.00004,-100.43,0.00,-0.10,,,,,,,452044167,-100.54,USD
2026-04-06T12:56:50-0400,Trade,Buy to Close,BUY_TO_CLOSE,SGOV,Equity,Bought 1 SGOV @ 100.44,-100.44,1,-100.44,0.00,-0.10,,,,,,,452044166,-100.54,USD
