Symbol,Strategy,Direction,Exit,Entry Date,Exit Date,Days Held,Entry $,Exit $,PnL $,PnL %
GDX,CREDIT_SPREAD,BULLISH,TIME_STOP_STRATEGY: Held 15 days >= 15,2019-03-28,2019-04-12,15,243.57,113.22,130.35,14.5
ZS,DIAGONAL,BULLISH,THETA_KICKER: Roll expiring hedge,2019-04-03,2019-04-12,9,1682.62,1735.12,52.5,3.1
GDX,CREDIT_SPREAD,BULLISH,TIME_STOP_STRATEGY: Held 15 days >= 15,2019-04-01,2019-04-16,15,211.37,104.83,106.54,13.4
AMD,DIAGONAL,BULLISH,THETA_KICKER: Roll expiring hedge,2019-04-08,2019-04-17,9,844.56,732.18,-112.38,-13.3
AAPL,NAKED_LONG,BULLISH,TIME_STOP_STRATEGY: Held 5 days >= 5,2019-04-12,2019-04-17,5,990.39,1010.61,20.22,2.0
AMZN,NAKED_LONG,BULLISH,TIME_STOP_STRATEGY: Held 5 days >= 5,2019-04-12,2019-04-17,5,1915.28,1926.62,11.34,0.6
AMD,DIAGONAL,BULLISH,THETA_KICKER: Roll expiring hedge,2019-04-09,2019-04-18,9,823.19,690.98,-132.2,-16.1
NOW,NAKED_LONG,BULLISH,TIME_STOP_STRATEGY: Held 5 days >= 5,2019-04-17,2019-04-22,5,1026.24,1026.13,-0.11,-0.0
ANET,NAKED_LONG,BULLISH,TIME_STOP_STRATEGY: Held 5 days >= 5,2019-04-18,2019-04-23,5,871.55,840.23,-31.33,-3.0
GDX,DIAGONAL,BULLISH,THETA_KICKER: Roll expiring hedge,2019-04-16,2019-04-25,9,860.19,799.63,-60.56,-5.2
AVGO,NAKED_LONG,BULLISH,TIME_STOP_STRATEGY: Held 7 days >= 5,2019-04-22,2019-04-29,7,543.96,538.99,-4.97,-0.6
MRVL,NAKED_LONG,BULLISH,TIME_STOP_STRATEGY: Held 7 days >= 5,2019-04-22,2019-04-29,7,512.09,512.36,0.27,0.0
GDX,NAKED_LONG,BULLISH,TIME_STOP_STRATEGY: Held 6 days >= 5,2019-04-23,2019-04-29,6,399.76,401.43,1.67,0.2
TSLA,NAKED_LONG,BULLISH,TIME_STOP_STRATEGY: Held 6 days >= 5,2019-04-23,2019-04-29,6,433.98,408.1,-25.88,-3.7
AAPL,NAKED_LONG,BULLISH,TIME_STOP_STRATEGY: Held 5 days >= 5,2019-04-25,2019-04-30,5,1008.59,987.2,-21.39,-2.1
GDX,DIAGONAL,BULLISH,THETA_KICKER: Roll expiring hedge,2019-04-22,2019-05-01,9,823.12,788.32,-34.8,-3.4
SOXL,NAKED_LONG,BULLISH,TIME_STOP_STRATEGY: Held 7 days >= 5,2019-04-29,2019-05-06,7,653.07,638.34,-14.74,-1.7
MU,NAKED_LONG,BULLISH,TIME_STOP_STRATEGY: Held 7 days >= 5,2019-04-29,2019-05-06,7,876.79,863.23,-13.56,-1.5
ANET,NAKED_LONG,BULLISH,TIME_STOP_STRATEGY: Held 6 days >= 5,2019-04-30,2019-05-06,6,1231.49,1247.89,16.4,1.2
GOOGL,DIAGONAL,BULLISH,THETA_KICKER: Roll expiring hedge,2019-05-01,2019-05-10,9,1331.71,1293.18,-38.53,-2.9
ANET,DIAGONAL,BULLISH,THETA_KICKER: Roll expiring hedge,2019-05-06,2019-05-15,9,859.44,788.71,-70.72,-6.6
AMD,DIAGONAL,BULLISH,THETA_KICKER: Roll expiring hedge,2019-05-06,2019-05-15,9,652.44,667.52,15.08,1.5
CIEN,DIAGONAL,BULLISH,THETA_KICKER: Roll expiring hedge,2019-05-06,2019-05-15,9,822.52,745.16,-77.36,-9.4
TQQQ,DIAGONAL,BULLISH,THETA_KICKER: Roll expiring hedge,2019-05-07,2019-05-16,9,879.92,976.53,96.61,10.1
AAPL,DIAGONAL,BULLISH,HEDGE_EXPIRING: Cannot roll hedge safely,2019-05-10,2019-05-20,10,1033.38,991.86,-41.51,-4.0
GDX,DIAGONAL,BULLISH,THETA_KICKER: Roll expiring hedge,2019-05-15,2019-05-24,9,822.84,792.9,-29.93,-3.5
GDX,DIAGONAL,BULLISH,HEDGE_EXPIRING: Cannot roll hedge safely,2019-05-16,2019-05-28,12,814.53,782.94,-31.59,-3.0
QCOM,DIAGONAL,BULLISH,HEDGE_EXPIRING: Cannot roll hedge safely,2019-05-16,2019-05-28,12,1682.33,1434.3,-248.03,-14.7
