date,net_liq,cash,total_return_pct,regime,confidence,base_signal,qqq_drawdown,alloc_QQQ,alloc_QLD,alloc_LEAPS,alloc_SGOV,QQQ_shares,QLD_shares,SGOV_shares,LEAPS_contracts,leaps_price,orders_queued
2021-02-19,27232.68,75.42,8.93,BULL,0.476,1,-1.61,20.0,0.0,20.0,60.0,12.7470459148799,161.93704795103005,52.0,2,6769.0,3
2021-02-22,26791.66,3101.31,7.17,BULL,0.484,1,-4.16,20.0,0.0,20.0,60.0,12.7470459148799,0.0,153.54550165258175,1,6630.06,0
2021-02-23,26741.88,3101.31,6.97,BULL,0.466,1,-4.45,20.0,0.0,20.0,60.0,12.7470459148799,0.0,153.54550165258175,1,6592.15,0
2021-02-24,26808.38,3101.31,7.23,BULL,0.492,1,-3.66,20.0,0.0,20.0,60.0,12.7470459148799,0.0,153.54550165258175,1,6625.21,0
2021-02-25,26599.46,3101.31,6.4,BULL,0.466,0,-7.02,0.0,0.0,15.0,85.0,12.7470459148799,0.0,153.54550165258175,1,6557.38,2
2021-02-26,26661.68,861.01,6.65,BULL,0.466,0,-6.63,0.0,0.0,15.0,85.0,0.0,0.0,225.7552515801474,1,6581.59,0
2021-03-01,26969.1,861.01,7.88,BULL,0.476,0,-3.82,10.0,40.0,15.0,35.0,0.0,0.0,225.7552515801474,1,6886.12,3
2021-03-02,26511.58,555.92,6.05,BULL,0.464,0,-5.36,0.0,0.0,15.0,85.0,7.300067307283182,305.83959218804597,94.23095451041172,1,6804.31,3
2021-03-03,26322.34,483.43,5.29,BULL,0.46,0,-8.11,0.0,0.0,15.0,85.0,0.0,0.0,224.96431770293694,1,6688.14,0
2021-03-04,26168.41,483.43,4.67,BULL,0.454,0,-9.62,0.0,0.0,15.0,85.0,0.0,0.0,224.96431770293694,1,6532.28,0
2021-03-05,26290.06,483.43,5.16,BULL,0.462,0,-8.25,0.0,0.0,15.0,85.0,0.0,0.0,224.96431770293694,1,6653.93,0
2021-03-08,26186.56,483.43,4.75,BULL,0.454,0,-10.85,0.0,0.0,15.0,85.0,0.0,0.0,224.96431770293694,1,6550.44,0
2021-03-09,26634.5,483.43,6.54,BULL,0.462,0,-7.34,0.0,0.0,15.0,85.0,0.0,0.0,224.96431770293694,1,6999.33,0
2021-03-10,26613.47,483.43,6.45,BULL,0.462,0,-7.6,10.0,40.0,15.0,35.0,0.0,0.0,224.96431770293694,1,6977.35,3
2021-03-11,26902.7,87.38,7.61,BULL,0.637,0,-5.47,10.0,40.0,15.0,35.0,7.498325888903957,328.4486301795536,92.99769120192536,1,7115.7,0
2021-03-12,26669.91,87.38,6.68,BULL,0.621,0,-6.24,10.0,40.0,15.0,35.0,7.498325888903957,328.4486301795536,92.99769120192536,1,7059.98,0
2021-03-15,26928.44,87.38,7.71,BULL,0.557,0,-5.24,10.0,40.0,15.0,35.0,7.498325888903957,328.4486301795536,92.99769120192536,1,7092.28,0
2021-03-16,27011.05,87.38,8.04,BULL,0.615,0,-4.72,10.0,40.0,15.0,35.0,7.498325888903957,328.4486301795536,92.99769120192536,1,7057.85,0
2021-03-17,27093.7,87.38,8.37,BULL,0.502,0,-4.32,10.0,40.0,15.0,35.0,7.498325888903957,328.4486301795536,92.99769120192536,1,7054.58,0
2021-03-18,26316.67,87.38,5.27,BULL,0.641,0,-7.26,0.0,0.0,15.0,85.0,7.498325888903957,328.4486301795536,92.99769120192536,1,6947.15,3
2021-03-19,26315.56,347.44,5.26,BULL,0.653,0,-6.93,10.0,40.0,15.0,35.0,0.0,0.0,223.33273114601968,1,6953.38,3
2021-03-22,26720.44,213.62,6.88,BULL,0.615,0,-5.18,10.0,40.0,15.0,35.0,7.36087879582393,320.2612393786573,91.95204297528232,1,7130.84,0
2021-03-23,26578.01,213.62,6.31,BULL,0.557,0,-5.6,10.0,40.0,15.0,35.0,7.36087879582393,320.2612393786573,91.95204297528232,1,7093.58,0
2021-03-24,26143.97,213.62,4.58,BULL,0.615,0,-7.19,0.0,0.0,15.0,85.0,7.36087879582393,320.2612393786573,91.95204297528232,1,7001.97,3
2021-03-25,26010.94,133.0,4.04,BULL,0.557,0,-7.35,10.0,40.0,15.0,35.0,0.0,0.0,221.85602023118597,1,6989.87,3
2021-03-26,26457.77,245.09,5.83,BULL,0.557,0,-5.96,10.0,40.0,15.0,35.0,7.308740178331639,320.26547341406126,90.89220458157243,1,7122.64,0
2021-03-29,26438.59,245.09,5.75,BULL,0.557,0,-5.99,10.0,40.0,15.0,35.0,7.308740178331639,320.26547341406126,90.89220458157243,1,7112.8,0
2021-03-30,26305.53,245.09,5.22,BULL,0.557,0,-6.46,10.0,40.0,15.0,35.0,7.308740178331639,320.26547341406126,90.89220458157243,1,7078.91,0
2021-03-31,26746.59,245.09,6.99,BULL,0.557,0,-5.03,10.0,40.0,15.0,35.0,7.308740178331639,320.26547341406126,90.89220458157243,1,7221.42,0
2021-04-01,27272.35,245.09,9.09,BULL,0.502,1,-3.41,20.0,25.0,25.0,30.0,7.308740178331639,320.26547341406126,90.89220458157243,1,7382.37,3
2021-04-05,27812.4,4605.78,11.25,BULL,0.502,1,-1.48,20.0,25.0,25.0,30.0,12.971607257133508,170.57209925098397,72.07132254796039,1,7579.68,0
2021-04-06,27704.05,4605.78,10.82,BULL,0.502,1,-1.55,20.0,25.0,25.0,30.0,12.971607257133508,170.57209925098397,72.07132254796039,1,7485.0,0
2021-04-07,27755.07,4605.78,11.02,BULL,0.502,1,-1.31,20.0,25.0,25.0,30.0,12.971607257133508,170.57209925098397,72.07132254796039,1,7500.41,0
2021-04-08,27993.27,4605.78,11.97,BULL,0.573,1,-0.28,20.0,25.0,25.0,30.0,12.971607257133508,170.57209925098397,72.07132254796039,1,7582.26,0
2021-04-09,27950.63,4605.78,11.8,BULL,0.552,1,0.0,20.0,25.0,25.0,30.0,12.971607257133508,170.57209925098397,72.07132254796039,1,7448.04,0
2021-04-12,27922.19,4605.78,11.69,BULL,0.56,1,-0.13,20.0,25.0,25.0,30.0,12.971607257133508,170.57209925098397,72.07132254796039,1,7441.17,0
2021-04-13,28097.82,4605.78,12.39,BULL,0.508,1,0.0,20.0,25.0,25.0,30.0,12.971607257133508,170.57209925098397,72.07132254796039,1,7438.8,0
2021-04-14,27804.15,4605.78,11.22,BULL,0.439,1,-1.2,20.0,25.0,25.0,30.0,12.971607257133508,170.57209925098397,72.07132254796039,1,7332.0,0
2021-04-15,28023.33,4605.78,12.09,BULL,0.423,1,0.0,20.0,25.0,25.0,30.0,12.971607257133508,170.57209925098397,72.07132254796039,1,7322.06,0
2021-04-16,27996.54,4605.78,11.99,BULL,0.359,1,0.0,10.0,15.0,15.0,60.0,12.971607257133508,170.57209925098397,72.07132254796039,1,7274.75,3
2021-04-19,27820.48,466.44,11.28,BULL,0.488,1,-0.92,20.0,25.0,25.0,30.0,7.160988165050503,107.40739274573374,167.69126444769253,1,7214.15,3
2021-04-20,27542.92,4968.48,10.17,SIDEWAYS,0.391,1,-1.64,55.0,10.0,30.0,5.0,12.673554256882426,159.90789789347323,73.51620435569693,1,7035.58,3
2021-04-21,27563.42,7013.97,10.25,SIDEWAYS,0.462,1,-0.8,55.0,10.0,30.0,5.0,32.440694472160345,60.01730109601817,11.322318143066866,1,6928.57,1
2021-04-22,27253.9,67.64,9.02,SIDEWAYS,0.423,1,-1.99,55.0,10.0,30.0,5.0,32.440694472160345,60.01730109601817,11.322318143066866,2,6870.69,0
2021-04-23,27523.75,67.64,10.09,SIDEWAYS,0.476,1,-0.76,55.0,10.0,30.0,5.0,32.440694472160345,60.01730109601817,11.322318143066866,2,6915.07,0
2021-04-26,27679.73,67.64,10.72,SIDEWAYS,0.552,1,-0.11,55.0,10.0,30.0,5.0,32.440694472160345,60.01730109601817,11.322318143066866,2,6945.6,0
2021-04-27,27550.05,67.64,10.2,SIDEWAYS,0.476,1,-0.54,55.0,10.0,30.0,5.0,32.440694472160345,60.01730109601817,11.322318143066866,2,6913.2,0
2021-04-28,27455.35,67.64,9.82,SIDEWAYS,0.494,1,-0.88,55.0,10.0,30.0,5.0,32.440694472160345,60.01730109601817,11.322318143066866,2,6891.74,0
2021-04-29,27559.24,67.64,10.24,SIDEWAYS,0.494,1,-0.52,55.0,10.0,30.0,5.0,32.440694472160345,60.01730109601817,11.322318143066866,2,6916.28,0
2021-04-30,27106.19,67.64,8.42,SIDEWAYS,0.484,1,-1.18,55.0,10.0,30.0,5.0,32.440694472160345,60.01730109601817,11.322318143066866,2,6738.25,0
2021-05-03,26973.43,67.64,7.89,SIDEWAYS,0.582,1,-1.7,55.0,10.0,30.0,5.0,32.440694472160345,60.01730109601817,11.322318143066866,2,6710.16,0
2021-05-04,26501.51,67.64,6.01,SIDEWAYS,0.484,1,-3.47,55.0,10.0,30.0,5.0,32.440694472160345,60.01730109601817,11.322318143066866,2,6604.38,0
2021-05-05,26405.46,67.64,5.62,SIDEWAYS,0.444,1,-3.8,55.0,10.0,30.0,5.0,32.440694472160345,60.01730109601817,11.322318143066866,2,6580.5,0
2021-05-06,26538.47,67.64,6.15,SIDEWAYS,0.483,0,-3.07,55.0,10.0,30.0,5.0,32.440694472160345,60.01730109601817,11.322318143066866,2,6593.53,0
2021-05-07,26764.0,67.64,7.06,SIDEWAYS,0.56,0,-2.28,55.0,10.0,30.0,5.0,32.440694472160345,60.01730109601817,11.322318143066866,2,6649.23,0
2021-05-10,26197.96,67.64,4.79,SIDEWAYS,0.442,0,-4.75,55.0,10.0,30.0,5.0,32.440694472160345,60.01730109601817,11.322318143066866,2,6547.47,0
2021-05-11,26165.4,67.64,4.66,SIDEWAYS,0.466,0,-4.88,55.0,10.0,30.0,5.0,32.440694472160345,60.01730109601817,11.322318143066866,2,6540.04,0
2021-05-12,25636.33,67.64,2.55,BULL,0.484,0,-7.34,0.0,0.0,15.0,85.0,32.440694472160345,60.01730109601817,11.322318143066866,2,6454.76,4
2021-05-13,25831.49,827.1,3.33,BULL,0.466,0,-6.63,0.0,0.0,15.0,85.0,0.0,0.0,217.5373322593731,1,6483.07,0
2021-05-14,25999.22,827.1,4.0,BULL,0.466,0,-4.57,0.0,0.0,15.0,85.0,0.0,0.0,217.5373322593731,1,6649.87,0
2021-05-17,25911.58,827.1,3.65,BULL,0.444,0,-5.15,10.0,40.0,15.0,35.0,0.0,0.0,217.5373322593731,1,6563.16,3
2021-05-18,25676.52,566.88,2.71,BULL,0.454,0,-5.79,10.0,40.0,15.0,35.0,6.987261629904005,295.94495975116445,90.54047004362113,1,6524.42,0
2021-05-19,25704.67,566.88,2.82,BULL,0.462,0,-5.68,10.0,40.0,15.0,35.0,6.987261629904005,295.94495975116445,90.54047004362113,1,6529.97,0
2021-05-20,26245.07,566.88,4.98,BULL,0.557,0,-3.85,10.0,40.0,15.0,35.0,6.987261629904005,295.94495975116445,90.54047004362113,1,6690.82,0
2021-05-21,26090.11,566.88,4.36,BULL,0.444,0,-4.39,10.0,40.0,15.0,35.0,6.987261629904005,295.94495975116445,90.54047004362113,1,6650.61,0
2021-05-24,26583.18,566.88,6.33,BULL,0.502,0,-2.78,10.0,40.0,15.0,35.0,6.987261629904005,295.94495975116445,90.54047004362113,1,6802.19,0
2021-05-25,26602.44,566.88,6.41,BULL,0.444,0,-2.64,10.0,40.0,15.0,35.0,6.987261629904005,295.94495975116445,90.54047004362113,1,6794.04,0
2021-05-26,26678.32,566.88,6.71,BULL,0.494,1,-2.3,20.0,25.0,25.0,30.0,6.987261629904005,295.94495975116445,90.54047004362113,1,6800.99,3
2021-05-27,26562.02,4861.54,6.25,BULL,0.497,1,-2.67,20.0,25.0,25.0,30.0,12.326017331176637,158.61861115892884,70.49871399093067,1,6745.26,0
2021-05-28,26626.13,4861.54,6.5,BULL,0.502,1,-2.36,20.0,25.0,25.0,30.0,12.326017331176637,158.61861115892884,70.49871399093067,1,6768.75,0
2021-06-01,26551.62,4861.54,6.21,BULL,0.444,1,-2.69,20.0,25.0,25.0,30.0,12.326017331176637,158.61861115892884,70.49871399093067,1,6738.3,0
2021-06-02,26587.2,4861.54,6.35,BULL,0.454,1,-2.5,20.0,25.0,25.0,30.0,12.326017331176637,158.61861115892884,70.49871399093067,1,6747.27,0
2021-06-03,26369.44,4861.54,5.48,BULL,0.454,1,-3.51,20.0,0.0,20.0,60.0,12.326017331176637,158.61861115892884,70.49871399093067,1,6678.79,2
2021-06-04,26629.35,3139.51,6.52,BULL,0.6,1,-1.87,42.2,20.0,37.8,0.0,12.326017331176637,0.0,148.66048058606756,1,6813.16,3
2021-06-07,26689.65,9534.79,6.76,SIDEWAYS,0.6,1,-1.58,55.0,10.0,30.0,5.0,21.43531857189856,104.13094700230444,0.0,1,6814.58,4
2021-06-08,26692.46,6795.87,6.77,SIDEWAYS,0.502,1,-1.54,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,6812.26,0
2021-06-09,26696.25,6795.87,6.79,SIDEWAYS,0.444,1,-1.51,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,6811.92,0
2021-06-10,26926.59,6795.87,7.71,SIDEWAYS,0.6,1,-0.49,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,6895.83,0
2021-06-11,26979.81,6795.87,7.92,SIDEWAYS,0.572,1,-0.23,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,6912.63,0
2021-06-14,27186.63,6795.87,8.75,SIDEWAYS,0.59,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,6982.95,0
2021-06-15,27049.61,6795.87,8.2,SIDEWAYS,0.444,1,-0.65,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,6940.62,0
2021-06-16,26929.64,6795.87,7.72,SIDEWAYS,0.444,1,-1.02,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,6872.67,0
2021-06-17,27211.3,6795.87,8.85,SIDEWAYS,0.466,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,6973.65,0
2021-06-18,27049.36,6795.87,8.2,SIDEWAYS,0.444,1,-0.78,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,6925.12,0
2021-06-21,27178.26,6795.87,8.71,SIDEWAYS,0.444,1,-0.17,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,6965.62,0
2021-06-22,27292.9,6795.87,9.17,SIDEWAYS,0.56,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,6945.33,0
2021-06-23,27302.11,6795.87,9.21,SIDEWAYS,0.444,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,6948.0,0
2021-06-24,27343.62,6795.87,9.37,SIDEWAYS,0.502,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,6898.96,0
2021-06-25,27317.69,6795.87,9.27,SIDEWAYS,0.6,1,-0.12,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,6890.41,0
2021-06-28,27553.7,6795.87,10.21,SIDEWAYS,0.567,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,6948.1,0
2021-06-29,27626.07,6795.87,10.5,SIDEWAYS,0.484,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,6966.58,0
2021-06-30,27585.9,6795.87,10.34,SIDEWAYS,0.6,1,-0.16,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,6949.59,0
2021-07-01,27594.63,6795.87,10.38,SIDEWAYS,0.502,1,-0.12,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,6952.61,0
2021-07-02,27831.42,6795.87,11.33,SIDEWAYS,0.502,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7018.23,0
2021-07-06,27922.95,6795.87,11.69,SIDEWAYS,0.212,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7044.45,0
2021-07-07,27959.24,6795.87,11.84,SIDEWAYS,0.215,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7050.04,0
2021-07-08,27830.62,6795.87,11.32,SIDEWAYS,0.389,1,-0.6,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7011.16,0
2021-07-09,27969.23,6795.87,11.88,SIDEWAYS,0.207,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7055.6,0
2021-07-12,28054.2,6795.87,12.22,SIDEWAYS,0.221,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7081.01,0
2021-07-13,28054.34,6795.87,12.22,SIDEWAYS,0.148,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7081.97,0
2021-07-14,28092.5,6795.87,12.37,SIDEWAYS,0.235,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7092.8,0
2021-07-15,27937.22,6795.87,11.75,SIDEWAYS,0.41,1,-0.7,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7046.07,0
2021-07-16,27753.61,6795.87,11.01,SIDEWAYS,0.403,1,-1.51,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,6986.03,0
2021-07-19,27567.99,6795.87,10.27,SIDEWAYS,0.444,1,-2.31,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,6924.61,0
2021-07-20,27828.15,6795.87,11.31,SIDEWAYS,0.442,1,-1.18,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7010.67,0
2021-07-21,27999.56,6795.87,12.0,SIDEWAYS,0.405,1,-0.42,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7066.14,0
2021-07-22,28149.36,6795.87,12.6,SIDEWAYS,0.442,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7112.9,0
2021-07-23,28413.75,6795.87,13.65,SIDEWAYS,0.41,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7197.68,0
2021-07-26,28431.9,6795.87,13.73,SIDEWAYS,0.41,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7202.14,0
2021-07-27,28188.35,6795.87,12.75,SIDEWAYS,0.41,1,-1.1,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7131.73,0
2021-07-28,28269.68,6795.87,13.08,SIDEWAYS,0.41,1,-0.72,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7154.64,0
2021-07-29,28307.42,6795.87,13.23,SIDEWAYS,0.41,1,-0.55,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7163.85,0
2021-07-30,28184.91,6795.87,12.74,SIDEWAYS,0.427,1,-1.06,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7123.44,0
2021-08-02,28180.85,6795.87,12.72,SIDEWAYS,0.421,1,-1.06,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7118.83,0
2021-08-03,28320.12,6795.87,13.28,SIDEWAYS,0.415,1,-0.46,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7163.89,0
2021-08-04,28351.59,6795.87,13.41,SIDEWAYS,0.41,1,-0.31,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7171.9,0
2021-08-05,28496.43,6795.87,13.99,SIDEWAYS,0.496,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7217.55,0
2021-08-06,28395.7,6795.87,13.58,SIDEWAYS,0.496,1,-0.44,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7186.84,0
2021-08-09,28437.97,6795.87,13.75,SIDEWAYS,0.496,1,-0.25,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7200.29,0
2021-08-10,28319.35,6795.87,13.28,SIDEWAYS,0.419,1,-0.77,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7161.97,0
2021-08-11,28279.25,6795.87,13.12,SIDEWAYS,0.521,1,-0.94,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7148.33,0
2021-08-12,28360.3,6795.87,13.44,SIDEWAYS,0.539,1,-0.58,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7173.49,0
2021-08-13,28440.17,6795.87,13.76,SIDEWAYS,0.521,1,-0.23,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7199.4,0
2021-08-16,28449.95,6795.87,13.8,SIDEWAYS,0.41,1,-0.19,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7202.51,0
2021-08-17,28251.78,6795.87,13.01,SIDEWAYS,0.468,1,-1.07,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7143.14,0
2021-08-18,28034.52,6795.87,12.14,SIDEWAYS,0.444,1,-2.02,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7076.06,0
2021-08-19,28139.3,6795.87,12.56,SIDEWAYS,0.444,1,-1.54,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7106.03,0
2021-08-20,28376.45,6795.87,13.51,SIDEWAYS,0.442,1,-0.52,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7182.52,0
2021-08-23,28727.45,6795.87,14.91,SIDEWAYS,0.41,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7299.68,0
2021-08-24,28801.25,6795.87,15.21,SIDEWAYS,0.444,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7324.44,0
2021-08-25,28824.48,6795.87,15.3,SIDEWAYS,0.442,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7331.97,0
2021-08-26,28677.14,6795.87,14.71,SIDEWAYS,0.389,1,-0.64,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7284.18,0
2021-08-27,28901.98,6795.87,15.61,SIDEWAYS,0.444,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7353.63,0
2021-08-30,29163.03,6795.87,16.65,SIDEWAYS,0.466,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7433.43,0
2021-08-31,29138.53,6795.87,16.55,SIDEWAYS,0.444,1,-0.08,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7423.31,0
2021-09-01,29176.65,6795.87,16.71,SIDEWAYS,0.444,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7433.77,0
2021-09-02,29163.66,6795.87,16.65,SIDEWAYS,0.444,1,-0.05,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7429.2,0
2021-09-03,29232.59,6795.87,16.93,SIDEWAYS,0.442,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7447.32,0
2021-09-07,29263.98,6795.87,17.06,SIDEWAYS,0.294,1,0.0,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7456.38,0
2021-09-08,29178.43,6795.87,16.71,SIDEWAYS,0.235,1,-0.35,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7427.13,0
2021-09-09,29093.94,6795.87,16.38,SIDEWAYS,0.301,1,-0.69,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7401.52,0
2021-09-10,28917.26,6795.87,15.67,SIDEWAYS,0.42,1,-1.44,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7347.97,0
2021-09-13,28899.7,6795.87,15.6,SIDEWAYS,0.464,1,-1.51,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7341.59,0
2021-09-14,28832.15,6795.87,15.33,SIDEWAYS,0.518,1,-1.79,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7320.35,0
2021-09-15,29006.59,6795.87,16.03,SIDEWAYS,0.464,1,-1.06,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7375.36,0
2021-09-16,29022.48,6795.87,16.09,SIDEWAYS,0.464,1,-0.99,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7378.97,0
2021-09-17,28747.22,6795.87,14.99,SIDEWAYS,0.498,1,-2.17,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7296.41,0
2021-09-20,28290.08,6795.87,13.16,SIDEWAYS,0.466,0,-4.19,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7170.98,0
2021-09-21,28315.49,6795.87,13.26,SIDEWAYS,0.444,0,-4.07,55.0,10.0,30.0,5.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7178.26,0
2021-09-22,28535.41,6795.87,14.14,BULL,0.454,0,-3.17,0.0,0.0,15.0,85.0,31.417954099857273,58.42768538687528,10.971233711980483,1,7251.37,3
2021-09-23,28656.49,716.2,14.63,BULL,0.494,0,-2.28,0.0,0.0,15.0,85.0,0.0,0.0,242.1157806331521,1,7324.27,0
2021-09-24,28663.42,716.2,14.65,SIDEWAYS,0.462,0,-2.19,55.0,10.0,30.0,5.0,0.0,0.0,242.1157806331521,1,7330.38,3
2021-09-27,28618.1,7415.1,14.47,SIDEWAYS,0.462,0,-2.97,55.0,10.0,30.0,5.0,30.35286145145116,51.168610062319985,11.781408035799473,1,7277.12,1
2021-09-28,27959.43,143.33,11.84,SIDEWAYS,0.444,0,-5.72,55.0,10.0,30.0,5.0,30.35286145145116,51.168610062319985,11.781408035799473,2,7156.43,0
2021-09-29,27898.61,143.33,11.59,SIDEWAYS,0.444,0,-5.87,55.0,10.0,30.0,5.0,30.35286145145116,51.168610062319985,11.781408035799473,2,7136.96,0
2021-09-30,27771.48,143.33,11.09,BULL,0.444,0,-6.22,0.0,0.0,15.0,85.0,30.35286145145116,51.168610062319985,11.781408035799473,2,7101.66,4
2021-10-01,27855.95,644.94,11.42,BULL,0.444,0,-5.63,0.0,0.0,15.0,85.0,0.0,0.0,235.63404650003565,1,7147.53,0
2021-10-04,27741.11,644.94,10.96,BULL,0.466,0,-7.62,0.0,0.0,15.0,85.0,0.0,0.0,235.63404650003565,1,7031.48,0
2021-10-05,27833.2,644.94,11.33,BULL,0.476,0,-6.37,10.0,40.0,15.0,35.0,0.0,0.0,235.63404650003565,1,7122.77,3
2021-10-06,28214.15,797.04,12.86,BULL,0.454,0,-5.77,10.0,40.0,15.0,35.0,6.797598736088757,263.7788896945105,97.23849173764961,1,7174.64,0
