date,net_liq,cash,total_return_pct,regime,confidence,base_signal,qqq_drawdown,alloc_QQQ,alloc_QLD,alloc_LEAPS,alloc_SGOV,QQQ_shares,QLD_shares,SGOV_shares,LEAPS_contracts,leaps_price,orders_queued
2022-09-22,26476.21,10.82,5.9,BEAR_SMA_FORCED,0.46,-1,-30.24,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6803.07,0
2022-09-23,26481.51,10.82,5.93,BEAR_SMA_FORCED,0.46,-1,-31.38,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6700.9,0
2022-09-26,26481.51,10.82,5.93,BEAR_SMA_FORCED,0.46,-1,-31.66,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6622.37,0
2022-09-27,26484.14,10.82,5.94,BEAR_SMA_FORCED,0.46,-1,-31.63,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6623.64,0
2022-09-28,26484.14,10.82,5.94,BEAR_SMA_FORCED,0.462,-1,-30.27,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6815.6,0
2022-09-29,26492.07,10.82,5.97,BEAR_SMA_FORCED,0.447,-1,-32.28,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6665.8,0
2022-09-30,26494.7,10.82,5.98,BEAR_SMA_FORCED,0.452,-1,-33.43,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6549.61,0
2022-10-03,26496.56,10.82,5.99,BEAR_SMA_FORCED,0.428,-1,-31.87,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6763.06,0
2022-10-04,26499.21,10.82,6.0,BEAR_SMA_FORCED,0.462,-1,-29.73,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7076.62,0
2022-10-05,26499.21,10.82,6.0,BEAR_SMA_FORCED,0.539,-1,-29.77,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7069.47,0
2022-10-06,26507.13,10.82,6.03,BEAR_SMA_FORCED,0.539,-1,-30.32,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7010.52,0
2022-10-07,26509.79,10.82,6.04,BEAR_SMA_FORCED,0.462,-1,-32.97,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6804.05,0
2022-10-10,26509.79,10.82,6.04,BEAR_SMA_FORCED,0.462,-1,-33.64,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6615.34,0
2022-10-11,26512.42,10.82,6.05,BEAR_SMA_FORCED,0.46,-1,-34.56,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6537.85,0
2022-10-12,26507.13,10.82,6.03,BEAR_SMA_FORCED,0.46,-1,-34.58,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6562.83,0
2022-10-13,26515.07,10.82,6.06,BEAR_SMA_FORCED,0.557,-1,-33.04,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6791.46,0
2022-10-14,26520.37,10.82,6.08,BEAR_SMA_FORCED,0.46,-1,-35.06,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6653.49,0
2022-10-17,26517.73,10.82,6.07,BEAR_SMA_FORCED,0.539,-1,-32.91,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6989.19,0
2022-10-18,26523.02,10.82,6.09,BEAR_SMA_FORCED,0.557,-1,-32.38,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7074.39,0
2022-10-19,26523.02,10.82,6.09,BEAR_SMA_FORCED,0.486,-1,-32.63,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7011.57,0
2022-10-20,26528.3,10.82,6.11,BEAR_SMA_FORCED,0.42,-1,-32.97,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6969.07,0
2022-10-21,26533.59,10.82,6.13,BEAR_SMA_FORCED,0.502,-1,-31.4,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7138.95,0
2022-10-24,26536.24,10.82,6.14,BEAR_SMA_FORCED,0.523,-1,-30.65,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7219.46,0
2022-10-25,26533.59,10.82,6.13,BEAR_SMA_FORCED,0.557,-1,-29.21,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7150.5,0
2022-10-26,26533.59,10.82,6.13,BEAR_SMA_FORCED,0.502,-1,-30.77,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7018.95,0
2022-10-27,26546.82,10.82,6.19,BEAR_SMA_FORCED,0.557,-1,-32.04,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6895.65,0
2022-10-28,26546.82,10.82,6.19,BEAR_SMA_FORCED,0.484,-1,-29.96,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7204.82,0
2022-10-31,26546.82,10.82,6.19,BEAR_SMA_FORCED,0.462,-1,-30.77,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7124.54,0
2022-11-01,26549.73,10.82,6.2,BEAR_SMA_FORCED,0.502,-1,-31.48,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7066.57,0
2022-11-02,26555.04,10.82,6.22,BEAR_SMA_FORCED,0.502,-1,-33.83,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6892.56,0
2022-11-03,26565.65,10.82,6.26,BEAR_SMA_FORCED,0.557,-1,-35.12,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6775.05,0
2022-11-04,26568.31,10.82,6.27,BEAR_SMA_FORCED,0.557,-1,-34.08,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6891.42,0
2022-11-07,26570.95,10.82,6.28,BEAR_SMA_FORCED,0.468,-1,-33.35,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6974.45,0
2022-11-08,26573.6,10.82,6.29,BEAR_SMA_FORCED,0.557,-1,-32.86,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7046.71,0
2022-11-09,26581.56,10.82,6.33,BEAR_SMA_FORCED,0.46,-1,-34.41,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6888.2,0
2022-11-10,26584.21,10.82,6.34,BEAR_SMA_FORCED,0.557,-1,-29.57,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7768.41,0
2022-11-11,26586.86,10.82,6.35,BEAR_SMA_FORCED,0.557,-1,-28.28,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7904.67,0
2022-11-14,26586.86,10.82,6.35,BEAR_SMA_FORCED,0.557,-1,-28.9,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7807.3,0
2022-11-15,26586.86,10.82,6.35,BEAR_SMA_FORCED,0.557,-1,-27.92,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7860.4,0
2022-11-16,26584.21,10.82,6.34,BEAR_SMA_FORCED,0.557,-1,-28.9,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7770.25,0
2022-11-17,26597.48,10.82,6.39,BEAR_SMA_FORCED,0.621,-1,-29.06,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7745.8,0
2022-11-18,26597.48,10.82,6.39,BEAR_SMA_FORCED,0.621,-1,-29.06,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7607.8,0
2022-11-21,26602.77,10.82,6.41,BEAR_SMA_FORCED,0.462,-1,-29.79,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7524.54,0
2022-11-22,26610.72,10.82,6.44,BEAR_SMA_FORCED,0.517,-1,-28.78,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7637.66,0
2022-11-23,26616.03,10.82,6.46,BEAR_SMA_FORCED,0.557,-1,-28.06,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7718.05,0
2022-11-25,26618.68,10.82,6.47,BEAR_SMA_FORCED,0.539,-1,-28.54,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7633.18,0
2022-11-28,26623.99,10.82,6.5,BEAR_SMA_FORCED,0.454,-1,-29.58,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7451.59,0
2022-11-29,26623.99,10.82,6.5,BEAR_SMA_FORCED,0.454,-1,-30.12,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7330.83,0
2022-11-30,26626.64,10.82,6.51,BEAR_SMA_FORCED,0.542,-1,-26.93,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7831.29,0
2022-12-01,26638.07,10.82,6.55,BEAR_SMA_FORCED,0.517,-1,-26.84,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7827.86,0
2022-12-02,26640.73,10.82,6.56,BEAR_SMA_FORCED,0.523,-1,-27.13,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7797.54,0
2022-12-05,26648.71,10.82,6.59,BEAR_SMA_FORCED,0.557,-1,-28.36,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7651.54,0
2022-12-06,26654.03,10.82,6.62,BEAR_SMA_FORCED,0.557,-1,-29.84,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7535.81,0
2022-12-07,26651.36,10.82,6.61,BEAR_SMA_FORCED,0.557,-1,-30.13,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7463.85,0
2022-12-08,26664.67,10.82,6.66,BEAR_SMA_FORCED,0.557,-1,-29.3,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7513.85,0
2022-12-09,26664.67,10.82,6.66,BEAR_SMA_FORCED,0.557,-1,-29.75,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7440.93,0
2022-12-12,26669.99,10.82,6.68,BEAR_SMA_FORCED,0.557,-1,-28.87,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7467.18,0
2022-12-13,26672.65,10.82,6.69,BEAR_SMA_FORCED,0.557,-1,-28.1,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7554.51,0
2022-12-14,26672.65,10.82,6.69,BEAR_SMA_FORCED,0.557,-1,-28.64,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7488.73,0
2022-12-15,26682.51,10.82,6.73,BEAR_SMA_FORCED,0.502,-1,-31.03,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7231.55,0
2022-12-16,26685.18,10.82,6.74,BEAR_SMA_FORCED,0.502,-1,-31.69,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7125.72,0
2022-12-19,26685.18,10.82,6.74,BEAR_SMA_FORCED,0.502,-1,-32.65,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7027.23,0
2022-12-20,26690.51,10.82,6.76,BEAR_SMA_FORCED,0.502,-1,-32.7,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7022.53,0
2022-12-21,26690.51,10.82,6.76,BEAR_SMA_FORCED,0.523,-1,-31.73,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,7133.76,0
2022-12-22,26706.53,10.82,6.83,BEAR_SMA_FORCED,0.502,-1,-33.4,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6965.75,0
2022-12-23,26706.53,10.82,6.83,BEAR_SMA_FORCED,0.502,-1,-33.25,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6519.13,0
2022-12-27,26714.53,10.82,6.86,BEAR_SMA_FORCED,0.462,-1,-34.19,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6402.32,0
2022-12-28,26717.19,10.82,6.87,BEAR_SMA_FORCED,0.462,-1,-35.06,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6347.55,0
2022-12-29,26727.87,10.82,6.91,BEAR_SMA_FORCED,0.462,-1,-33.48,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6535.23,0
2022-12-30,26727.87,10.82,6.91,BEAR_SMA_FORCED,0.462,-1,-33.52,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6514.41,0
2023-01-03,26733.21,10.82,6.93,BEAR_SMA_FORCED,0.462,-1,-33.97,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6471.33,0
2023-01-04,26730.54,10.82,6.92,BEAR_SMA_FORCED,0.517,-1,-33.65,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6530.12,0
2023-01-05,26741.2,10.82,6.96,BEAR_SMA_FORCED,0.462,-1,-34.69,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6454.02,0
2023-01-06,26746.54,10.82,6.99,BEAR_SMA_FORCED,0.462,-1,-32.89,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6684.53,0
2023-01-09,26746.54,10.82,6.99,BEAR_SMA_FORCED,0.517,-1,-32.45,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6719.59,0
2023-01-10,26746.54,10.82,6.99,BEAR_SMA_FORCED,0.517,-1,-31.88,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6797.73,0
2023-01-11,26746.54,10.82,6.99,BEAR_SMA_FORCED,0.462,-1,-30.7,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6926.93,0
2023-01-12,26765.22,10.82,7.06,BEAR_SMA_FORCED,0.502,-1,-30.33,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6948.84,0
2023-01-13,26767.89,10.82,7.07,BEAR_SMA_FORCED,0.468,-1,-29.85,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6813.22,0
2023-01-17,26765.22,10.82,7.06,BEAR_SMA_FORCED,0.502,-1,-29.71,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6828.38,0
2023-01-18,26773.23,10.82,7.09,BEAR_SMA_FORCED,0.502,-1,-30.62,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6757.82,0
2023-01-19,26778.57,10.82,7.11,BEAR_SMA_FORCED,0.448,-1,-31.3,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6675.55,0
2023-01-20,26783.9,10.82,7.14,BEAR_SMA_FORCED,0.46,-1,-29.42,0.0,0.0,0.0,100.0,0.0,0.0,308.83034916995166,0,6892.66,0
2023-01-23,26783.9,10.82,7.14,BULL,0.502,-1,-27.86,20.0,25.0,25.0,30.0,0.0,0.0,308.83034916995166,0,7086.37,3
2023-01-24,26843.79,11807.53,7.38,BULL,0.462,-1,-28.0,20.0,25.0,25.0,30.0,14.154287767891251,247.19751175824254,69.51490739612183,0,7068.26,1
2023-01-25,26905.47,4860.93,7.62,BULL,0.462,-1,-28.16,20.0,25.0,25.0,30.0,14.154287767891251,247.19751175824254,69.51490739612183,1,7043.54,0
2023-01-26,27334.5,4860.93,9.34,BULL,0.389,-1,-26.76,10.0,15.0,15.0,60.0,14.154287767891251,247.19751175824254,69.51490739612183,1,7200.37,3
2023-01-27,27473.7,359.82,9.89,BULL,0.382,-1,-26.03,10.0,15.0,15.0,60.0,8.06342157913324,166.8275433538857,160.69418059426403,1,7271.54,0
2023-01-30,27171.24,359.82,8.68,BULL,0.332,-1,-27.53,0.0,0.0,10.0,90.0,8.06342157913324,166.8275433538857,160.69418059426403,1,7158.74,3
2023-01-31,27183.63,80.85,8.73,BULL,0.462,-1,-26.44,20.0,25.0,25.0,30.0,0.0,0.0,229.69418059426403,1,7168.33,3
2023-02-01,27671.02,4740.5,10.68,BULL,0.484,-1,-24.87,20.0,25.0,25.0,30.0,14.089548309815777,242.08472685152523,70.47510481606167,1,7330.86,0
2023-02-02,28525.68,4740.5,14.1,BULL,0.462,1,-22.17,20.0,25.0,25.0,30.0,14.089548309815777,242.08472685152523,70.47510481606167,1,7658.55,0
2023-02-03,28159.21,4740.5,12.64,BULL,0.462,1,-23.56,20.0,0.0,20.0,60.0,14.089548309815777,242.08472685152523,70.47510481606167,1,7573.37,2
2023-02-06,27969.86,2736.34,11.88,BULL,0.408,1,-24.2,20.0,0.0,20.0,60.0,14.089548309815777,0.0,155.62757484455562,1,7515.41,0
2023-02-07,28163.21,2736.34,12.65,BULL,0.462,1,-22.63,20.0,25.0,25.0,30.0,14.089548309815777,0.0,155.62757484455562,1,7619.0,2
2023-02-08,27863.32,4688.47,11.45,BULL,0.409,1,-24.01,20.0,0.0,20.0,60.0,14.089548309815777,227.45746224611852,72.94618677938271,1,7537.23,2
2023-02-09,27897.43,2883.69,11.59,BULL,0.462,1,-24.68,20.0,0.0,20.0,60.0,14.089548309815777,0.0,153.94615414016369,1,7458.75,0
2023-02-10,27807.23,2883.69,11.23,BULL,0.462,1,-25.17,20.0,0.0,20.0,60.0,14.089548309815777,0.0,153.94615414016369,1,7394.6,0
2023-02-13,27971.38,2883.69,11.89,BULL,0.399,1,-23.98,10.0,15.0,15.0,60.0,14.089548309815777,0.0,153.94615414016369,1,7489.67,2
2023-02-14,28122.71,1184.64,12.49,BULL,0.428,1,-23.41,20.0,0.0,20.0,60.0,7.948884081887672,159.36885138997036,153.94615414016369,1,7545.98,2
2023-02-15,28172.48,2664.72,12.69,BULL,0.46,1,-22.83,20.0,25.0,25.0,30.0,14.933208011979502,0.0,153.94615414016369,1,7587.24,2
2023-02-16,27974.4,4603.23,11.9,BULL,0.428,1,-24.28,20.0,0.0,20.0,60.0,14.933208011979502,229.1963512625962,72.89742749729102,1,7505.27,2
2023-02-17,27793.67,2519.4,11.17,BULL,0.468,1,-24.81,20.0,25.0,25.0,30.0,14.933208011979502,0.0,154.3595587034029,1,7427.58,2
2023-02-21,27426.35,4619.45,9.71,BULL,0.468,1,-26.59,20.0,0.0,20.0,60.0,14.933208011979502,238.74785377009346,71.88141208453165,1,7275.08,2
2023-02-22,27458.07,2693.5,9.83,BULL,0.468,1,-26.53,20.0,0.0,20.0,60.0,14.933208011979502,0.0,151.2901587421566,1,7281.03,0
2023-02-23,27563.99,2693.5,10.26,BULL,0.45,1,-25.89,20.0,0.0,20.0,60.0,14.933208011979502,0.0,151.2901587421566,1,7344.0,0
2023-02-24,27385.59,2693.5,9.54,BULL,0.45,0,-27.13,0.0,0.0,15.0,85.0,14.933208011979502,0.0,151.2901587421566,1,7237.19,2
2023-02-27,27480.57,408.89,9.92,BULL,0.45,0,-26.61,0.0,0.0,15.0,85.0,0.0,0.0,227.22631424656237,1,7283.62,0
2023-02-28,27481.43,408.89,9.93,BULL,0.428,0,-26.71,10.0,40.0,15.0,35.0,0.0,0.0,227.22631424656237,1,7280.54,3
2023-03-01,27289.3,369.02,9.16,BULL,0.45,0,-27.3,0.0,0.0,15.0,85.0,8.10068702662991,451.6591447502144,93.8631723238085,1,7233.08,3
2023-03-02,27148.64,145.8,8.59,BULL,0.462,0,-26.69,0.0,0.0,15.0,85.0,0.0,0.0,226.34158906402132,1,7276.5,0
2023-03-03,27317.81,145.8,9.27,BULL,0.557,0,-25.18,10.0,40.0,15.0,35.0,0.0,0.0,226.34158906402132,1,7443.68,3
2023-03-06,27197.85,51.46,8.79,BULL,0.5,1,-25.09,20.0,25.0,25.0,30.0,7.888012712052239,431.09795960159533,93.24096668646953,1,7394.63,3
2023-03-07,26936.18,4507.63,7.74,BULL,0.468,1,-26.01,20.0,0.0,20.0,60.0,13.843191773313798,236.3675577351512,70.21577828477955,1,7303.34,2
2023-03-08,27012.97,2684.87,8.05,BULL,0.468,1,-25.64,20.0,25.0,25.0,30.0,13.843191773313798,0.0,148.3080422683294,1,7347.68,2
2023-03-09,26645.95,4462.3,6.58,BULL,0.557,0,-26.93,0.0,0.0,15.0,85.0,13.843191773313798,238.2091702794567,69.7106200700543,1,7244.79,3
2023-03-10,26530.48,156.23,6.12,BULL,0.557,0,-27.96,0.0,0.0,15.0,85.0,0.0,0.0,220.74121827134923,1,7118.7,0
2023-03-13,26558.01,156.23,6.23,BULL,0.557,0,-27.42,0.0,0.0,15.0,85.0,0.0,0.0,220.74121827134923,1,7140.47,0
2023-03-14,26738.98,156.23,6.96,BULL,0.484,0,-25.76,10.0,40.0,15.0,35.0,0.0,0.0,220.74121827134923,1,7317.6,3
2023-03-15,27027.81,289.14,8.11,BULL,0.452,0,-25.37,10.0,40.0,15.0,35.0,7.780849911307331,429.8766638417198,91.14711684022757,1,7315.16,0
2023-03-16,27779.16,289.14,11.12,BULL,0.462,1,-23.4,20.0,25.0,25.0,30.0,7.780849911307331,429.8766638417198,91.14711684022757,1,7525.19,3
2023-03-17,27503.87,4627.91,10.02,BULL,0.444,1,-23.76,20.0,0.0,20.0,60.0,13.826151213586312,231.77976430818364,71.57364017387442,1,7320.97,2
2023-03-20,27531.0,2813.41,10.12,BULL,0.442,1,-23.49,20.0,25.0,25.0,30.0,13.826151213586312,0.0,151.16229945372896,1,7352.52,2
2023-03-21,27817.57,4597.05,11.27,BULL,0.454,1,-22.4,20.0,25.0,25.0,30.0,13.826151213586312,230.31899059130114,70.92015697848437,1,7496.92,0
2023-03-22,27483.15,4597.05,9.93,BULL,0.444,1,-23.45,20.0,25.0,25.0,30.0,13.826151213586312,230.31899059130114,70.92015697848437,1,7365.52,0
2023-03-23,27717.18,4597.05,10.87,BULL,0.444,1,-22.54,20.0,25.0,25.0,30.0,13.826151213586312,230.31899059130114,70.92015697848437,1,7422.12,0
2023-03-24,27789.56,4597.05,11.16,BULL,0.47,1,-22.26,20.0,25.0,25.0,30.0,13.826151213586312,230.31899059130114,70.92015697848437,1,7441.12,0
2023-03-27,27648.76,4597.05,10.6,BULL,0.444,1,-22.79,20.0,25.0,25.0,30.0,13.826151213586312,230.31899059130114,70.92015697848437,1,7407.03,0
2023-03-28,27527.49,4597.05,10.11,BULL,0.421,1,-23.2,20.0,0.0,20.0,60.0,13.826151213586312,230.31899059130114,70.92015697848437,1,7358.75,2
2023-03-29,27887.48,2901.07,11.55,BULL,0.46,1,-21.8,20.0,25.0,25.0,30.0,13.826151213586312,0.0,151.1115326008008,1,7518.18,2
2023-03-30,28025.57,4535.33,12.1,BULL,0.428,1,-21.06,20.0,25.0,25.0,30.0,13.826151213586312,223.7019416769551,71.75270929403122,1,7599.39,0
2023-03-31,28365.37,4535.33,13.46,BULL,0.41,1,-19.75,20.0,25.0,25.0,30.0,13.826151213586312,223.7019416769551,71.75270929403122,1,7690.82,0
2023-04-03,28299.76,4535.33,13.2,BULL,0.462,1,-19.94,20.0,25.0,25.0,30.0,13.826151213586312,223.7019416769551,71.75270929403122,1,7662.79,0
2023-04-04,28196.19,4535.33,12.78,BULL,0.462,1,-20.21,20.0,25.0,25.0,30.0,13.826151213586312,223.7019416769551,71.75270929403122,1,7609.26,0
2023-04-05,27976.35,4535.33,11.91,BULL,0.454,1,-21.0,20.0,0.0,20.0,60.0,13.826151213586312,223.7019416769551,71.75270929403122,1,7542.87,2
2023-04-06,27999.56,2647.78,12.0,BULL,0.462,1,-20.47,20.0,25.0,25.0,30.0,13.826151213586312,0.0,153.40420865959405,1,7592.9,2
2023-04-10,28081.9,4635.64,12.33,BULL,0.428,1,-20.51,20.0,25.0,25.0,30.0,13.826151213586312,217.6312585041038,71.94637322412031,1,7583.91,0
2023-04-11,27953.07,4635.64,11.81,SIDEWAYS,0.46,1,-21.02,55.0,10.0,30.0,5.0,13.826151213586312,217.6312585041038,71.94637322412031,1,7549.72,3
2023-04-12,27761.12,6706.23,11.04,SIDEWAYS,0.44,1,-21.72,55.0,10.0,30.0,5.0,34.63583100550173,82.34950717151739,11.171956646179247,1,7488.28,0
2023-04-13,28205.89,6706.23,12.82,SIDEWAYS,0.502,1,-20.19,55.0,10.0,30.0,5.0,34.63583100550173,82.34950717151739,11.171956646179247,1,7648.47,0
2023-04-14,28172.58,6706.23,12.69,SIDEWAYS,0.502,1,-20.34,55.0,10.0,30.0,5.0,34.63583100550173,82.34950717151739,11.171956646179247,1,7644.08,0
2023-04-17,28166.64,6706.23,12.67,SIDEWAYS,0.502,1,-20.27,55.0,10.0,30.0,5.0,34.63583100550173,82.34950717151739,11.171956646179247,1,7626.89,0
2023-04-18,28192.99,6706.23,12.77,SIDEWAYS,0.557,1,-20.27,55.0,10.0,30.0,5.0,34.63583100550173,82.34950717151739,11.171956646179247,1,7651.15,0
2023-04-19,28157.34,6706.23,12.63,SIDEWAYS,0.502,1,-20.3,55.0,10.0,30.0,5.0,34.63583100550173,82.34950717151739,11.171956646179247,1,7622.76,0
2023-04-20,27982.67,6706.23,11.93,SIDEWAYS,0.557,1,-20.91,55.0,10.0,30.0,5.0,34.63583100550173,82.34950717151739,11.171956646179247,1,7561.12,0
2023-04-21,27974.28,6706.23,11.9,SIDEWAYS,0.557,1,-20.83,55.0,10.0,30.0,5.0,34.63583100550173,82.34950717151739,11.171956646179247,1,7538.94,0
2023-04-24,27890.9,6706.23,11.56,SIDEWAYS,0.557,1,-20.99,55.0,10.0,30.0,5.0,34.63583100550173,82.34950717151739,11.171956646179247,1,7486.53,0
2023-04-25,27524.06,6706.23,10.1,SIDEWAYS,0.444,1,-22.48,55.0,10.0,30.0,5.0,34.63583100550173,82.34950717151739,11.171956646179247,1,7395.85,0
2023-04-26,27630.27,6706.23,10.52,SIDEWAYS,0.454,1,-22.01,55.0,10.0,30.0,5.0,34.63583100550173,82.34950717151739,11.171956646179247,1,7416.77,0
2023-04-27,28275.04,6706.23,13.1,SIDEWAYS,0.468,1,-19.89,55.0,10.0,30.0,5.0,34.63583100550173,82.34950717151739,11.171956646179247,1,7669.01,0
2023-04-28,28369.57,6706.23,13.48,SIDEWAYS,0.468,1,-19.34,55.0,10.0,30.0,5.0,34.63583100550173,82.34950717151739,11.171956646179247,1,7660.88,0
2023-05-01,28327.29,6706.23,13.31,SIDEWAYS,0.557,1,-19.43,55.0,10.0,30.0,5.0,34.63583100550173,82.34950717151739,11.171956646179247,1,7636.39,0
2023-05-02,28175.89,6706.23,12.7,SIDEWAYS,0.502,1,-20.14,55.0,10.0,30.0,5.0,34.63583100550173,82.34950717151739,11.171956646179247,1,7616.89,0
2023-05-03,28034.45,6706.23,12.14,SIDEWAYS,0.484,1,-20.66,55.0,10.0,30.0,5.0,34.63583100550173,82.34950717151739,11.171956646179247,1,7571.16,0
2023-05-04,27932.67,6706.23,11.73,SIDEWAYS,0.444,1,-20.94,55.0,10.0,30.0,5.0,34.63583100550173,82.34950717151739,11.171956646179247,1,7522.15,0
2023-05-05,28429.01,6706.23,13.72,SIDEWAYS,0.484,1,-19.26,55.0,10.0,30.0,5.0,34.63583100550173,82.34950717151739,11.171956646179247,1,7707.76,0
2023-05-08,28485.23,6706.23,13.94,SIDEWAYS,0.484,1,-19.06,55.0,10.0,30.0,5.0,34.63583100550173,82.34950717151739,11.171956646179247,1,7727.24,0
2023-05-09,28349.27,6706.23,13.4,SIDEWAYS,0.525,1,-19.57,55.0,10.0,30.0,5.0,34.63583100550173,82.34950717151739,11.171956646179247,1,7686.75,0
2023-05-10,28585.48,6706.23,14.34,SIDEWAYS,0.494,1,-18.7,55.0,10.0,30.0,5.0,34.63583100550173,82.34950717151739,11.171956646179247,1,7759.82,0
2023-05-11,28628.73,6706.23,14.51,SIDEWAYS,0.502,1,-18.43,55.0,10.0,30.0,5.0,34.63583100550173,82.34950717151739,11.171956646179247,1,7754.12,0
2023-05-12,28546.03,6706.23,14.18,SIDEWAYS,0.502,1,-18.72,55.0,10.0,30.0,5.0,34.63583100550173,82.34950717151739,11.171956646179247,1,7726.19,0
