date,nav,cash,leaps_mark,short_mark,regime,positions_open,pmcc_income_today,action,pmcc_income
2019-05-20,34239.650370065996,9203.575147784637,25036.07522228136,0.0,BULL_STRONG,3.0,0.0,,
2019-05-21,35245.867478231514,9203.575147784637,26042.29233044688,0.0,BULL_STRONG,3.0,0.0,,
2019-05-22,34416.09214953835,9203.575147784637,25212.517001753717,0.0,BULL_STRONG,3.0,0.0,,
2019-05-23,33021.60670682828,9203.575147784637,23818.031559043644,0.0,BULL_STRONG,3.0,0.0,,
2019-05-24,32392.95472484977,9203.575147784637,23189.379577065134,0.0,BULL_STRONG,3.0,0.0,,
2019-05-28,32544.704336167706,9203.575147784637,23341.12918838307,0.0,BULL_STRONG,3.0,0.0,,
2019-05-29,31550.162533159135,9203.575147784637,22346.5873853745,0.0,BULL_STRONG,3.0,0.0,,
2019-05-30,31799.47725485658,9203.575147784637,22595.902107071943,0.0,BULL_STRONG,3.0,0.0,,
2019-05-31,30310.84527167183,9203.575147784637,21107.270123887192,0.0,BULL_STRONG,3.0,0.0,,
2019-06-03,27476.71754137439,9203.575147784637,18273.142393589755,0.0,BEAR,3.0,0.0,,
2019-06-04,29995.745748791043,9203.575147784637,20792.170601006408,0.0,BEAR,3.0,0.0,,
2019-06-05,30558.2767662377,9203.575147784637,21354.701618453066,0.0,BEAR,3.0,0.0,,
2019-06-06,31605.159381395053,9203.575147784637,22401.584233610414,0.0,BEAR,3.0,0.0,,
2019-06-07,34663.337060361555,9203.575147784637,25459.76191257692,0.0,BEAR,3.0,0.0,,
2019-06-10,36282.659610252,9203.575147784637,27079.08446246736,0.0,BULL_STRONG,3.0,0.0,,
2019-06-11,36498.16352358831,9203.575147784637,27294.58837580367,0.0,BULL_STRONG,3.0,0.0,,
2019-06-12,35494.81024036237,9203.575147784637,26291.235092577735,0.0,BULL_STRONG,3.0,0.0,,
2019-06-13,36393.15669846677,9203.575147784637,27189.58155068214,0.0,BULL_STRONG,3.0,0.0,,
2019-06-14,35454.22049982367,9203.575147784637,26250.645352039035,0.0,BULL_STRONG,3.0,0.0,,
2019-06-17,36391.41069184687,9203.575147784637,27187.835544062233,0.0,BULL_STRONG,3.0,0.0,,
2019-06-18,38751.24796097747,9203.575147784637,29547.67281319283,0.0,BULL_STRONG,3.0,0.0,,
2019-06-19,39127.62929050619,9203.575147784637,29924.054142721558,0.0,BULL_STRONG,3.0,0.0,,
2019-06-20,40883.15304712825,9203.575147784637,31679.577899343618,0.0,BULL_STRONG,3.0,0.0,,
2019-06-21,40781.52430845305,9203.575147784637,31577.949160668417,0.0,BULL_STRONG,3.0,0.0,,
2019-06-24,40665.80818194557,9203.575147784637,31462.233034160934,0.0,BULL_STRONG,3.0,0.0,,
2019-06-25,37979.789177481616,9655.027220475367,28763.754915232304,438.9929582260578,BULL_STRONG,3.0,451.4520726907305,,
2019-06-26,38656.38959518492,9597.017648065661,29498.696994434475,439.3250473152179,BULL_STRONG,3.0,451.79711790902724,,
2019-06-27,39115.889628160134,9597.017648065661,29995.100739624286,476.22875952980837,BULL_STRONG,3.0,0.0,,
2019-06-28,39339.72964192113,9608.633273123463,29956.114332414305,225.01796361664432,BULL_STRONG,3.0,0.0,,
2019-07-01,41079.29312965008,9608.633273123463,32019.778529510713,549.118672984092,BULL_STRONG,3.0,0.0,,
2019-07-02,41573.52767497821,9082.324245532374,32491.20342944584,0.0,BULL_STRONG,3.0,0.0,,
2019-07-03,42920.18101961356,9082.324245532374,33837.856774081185,0.0,BULL_STRONG,3.0,0.0,,
2019-07-05,42605.2163618567,9082.324245532374,33522.89211632432,0.0,BULL_STRONG,3.0,0.0,,
2019-07-08,41344.751478481936,9082.324245532374,32262.427232949558,0.0,BULL_STRONG,3.0,0.0,,
2019-07-09,42283.5638443091,9082.324245532374,33201.23959877673,0.0,BULL_STRONG,3.0,0.0,,
2019-07-10,43959.09213712026,9082.324245532374,34876.767891587886,0.0,BULL_STRONG,3.0,0.0,,
2019-07-11,43778.62199276329,9082.324245532374,34696.297747230914,0.0,BULL_STRONG,3.0,0.0,,
2019-07-12,44807.472603474176,9082.324245532374,35725.1483579418,0.0,BULL_STRONG,3.0,0.0,,
2019-07-15,45407.63833246076,9082.324245532374,36325.31408692838,0.0,BULL_STRONG,3.0,0.0,,
2019-07-16,44390.36190988397,9082.324245532374,35308.03766435159,0.0,BULL_STRONG,3.0,0.0,,
2019-07-17,43590.57780754585,9082.324245532374,34508.25356201347,0.0,BULL_STRONG,3.0,0.0,,
2019-07-18,43709.10222487309,9082.324245532374,34626.77797934072,0.0,BULL_STRONG,3.0,0.0,,
2019-07-19,42455.656057717075,9082.324245532374,33373.3318121847,0.0,BULL_STRONG,3.0,0.0,,
2019-07-22,43723.59413254319,9082.324245532374,34641.269887010814,0.0,BULL_STRONG,3.0,0.0,,
2019-07-23,44847.19354953573,9082.324245532374,35764.869304003354,0.0,BULL_STRONG,3.0,0.0,,
2019-07-24,20717.902925728245,,,,BULL_STRONG,,,PROFIT_TAKE,0.0
2019-07-24,46048.15814738287,9328.634698150592,36719.52344923228,0.0,BULL_STRONG,3.0,0.0,,
2019-07-25,44128.39830801378,9328.634698150592,34799.763609863185,0.0,BULL_STRONG,3.0,0.0,,
2019-07-26,46178.9353472673,9328.634698150592,36850.30064911671,0.0,BULL_STRONG,3.0,0.0,,
2019-07-29,45536.1090108571,9328.634698150592,36207.47431270651,0.0,BULL_STRONG,3.0,0.0,,
2019-07-30,44960.61177006691,9328.634698150592,35631.97707191632,0.0,BULL_STRONG,3.0,0.0,,
2019-07-31,43740.86279694522,10561.176266929917,33656.114042038265,476.42751202295983,BULL_STRONG,3.0,1232.5415687793247,,
2019-08-01,42844.06855386341,10561.176266929917,33542.573443991176,1259.6811570576847,BULL_STRONG,3.0,0.0,,
2019-08-02,40387.85148835185,10561.176266929917,30539.430557688283,712.7553362663434,BULL_STRONG,3.0,0.0,,
2019-08-05,38832.005582036894,10561.176266929917,28808.973029997414,538.1437148904382,BULL_STRONG,3.0,0.0,,
2019-08-06,38213.639498126635,10561.176266929917,28043.741936073588,391.27870487686494,BULL_STRONG,3.0,0.0,,
2019-08-07,38652.38605023142,10163.018148510251,28489.367901721165,0.0,BEAR,3.0,0.0,,
2019-08-08,41010.4061577907,10163.018148510251,30847.388009280443,0.0,BEAR,3.0,0.0,,
2019-08-09,39802.955994868134,10163.018148510251,29639.937846357883,0.0,BEAR,3.0,0.0,,
2019-08-12,39554.586627257006,10163.018148510251,29391.568478746754,0.0,BEAR,3.0,0.0,,
2019-08-13,41292.097346299146,10163.018148510251,31129.079197788895,0.0,BEAR,3.0,0.0,,
2019-08-14,38674.194461347295,10163.018148510251,28511.176312837044,0.0,BEAR,3.0,0.0,,
2019-08-15,37843.452612145564,10163.018148510251,27680.434463635313,0.0,BEAR,3.0,0.0,,
2019-08-16,38849.69892445144,10163.018148510251,28686.68077594119,0.0,BEAR,3.0,0.0,,
2019-08-19,40774.38095211203,10163.018148510251,30611.362803601776,0.0,BEAR,3.0,0.0,,
2019-08-20,39602.50072945832,10163.018148510251,29439.48258094807,0.0,BEAR,3.0,0.0,,
2019-08-21,40360.337080868485,10163.018148510251,30197.318932358237,0.0,BEAR,3.0,0.0,,
2019-08-22,40145.42021742034,10163.018148510251,29982.402068910087,0.0,BEAR,3.0,0.0,,
2019-08-23,36240.7263515949,10163.018148510251,26077.70820308465,0.0,BEAR,3.0,0.0,,
2019-08-26,38332.50327326778,10163.018148510251,28169.48512475753,0.0,BEAR,3.0,0.0,,
2019-08-27,38521.11088404969,10163.018148510251,28358.092735539438,0.0,BEAR,3.0,0.0,,
2019-08-28,38526.7470891845,10163.018148510251,28363.728940674253,0.0,BEAR,3.0,0.0,,
2019-08-29,40421.90136811653,10163.018148510251,30258.88321960628,0.0,BEAR,3.0,0.0,,
2019-08-30,40537.81738195001,10163.018148510251,30374.799233439757,0.0,BEAR,3.0,0.0,,
2019-09-03,39000.44789921044,10163.018148510251,28837.429750700194,0.0,BEAR,3.0,0.0,,
2019-09-04,40324.17865037937,10163.018148510251,30161.16050186912,0.0,BEAR,3.0,0.0,,
2019-09-05,43375.186235379515,10163.018148510251,33212.168086869264,0.0,BEAR,3.0,0.0,,
2019-09-06,42597.35749147911,10163.018148510251,32434.33934296886,0.0,BULL_STRONG,3.0,0.0,,
2019-09-09,42176.929087918375,10163.018148510251,32013.910939408124,0.0,BULL_STRONG,3.0,0.0,,
2019-09-10,41523.00153500638,10163.018148510251,31359.983386496126,0.0,BULL_STRONG,3.0,0.0,,
2019-09-11,43196.926298210965,10163.018148510251,33033.908149700714,0.0,BULL_STRONG,3.0,0.0,,
2019-09-12,43906.791376253066,10163.018148510251,33743.773227742815,0.0,BULL_STRONG,3.0,0.0,,
2019-09-13,42938.09441470394,10163.018148510251,32775.07626619369,0.0,BULL_STRONG,3.0,0.0,,
2019-09-16,42234.8369960259,10163.018148510251,32071.818847515646,0.0,BULL_STRONG,3.0,0.0,,
2019-09-17,43126.93310249907,10163.018148510251,32963.91495398882,0.0,BULL_STRONG,3.0,0.0,,
2019-09-18,42831.4140684436,10163.018148510251,32668.395919933348,0.0,BULL_STRONG,3.0,0.0,,
2019-09-19,43190.64931250898,10163.018148510251,33027.631163998725,0.0,BULL_STRONG,3.0,0.0,,
2019-09-20,41407.14788690632,10163.018148510251,31244.12973839607,0.0,BULL_STRONG,3.0,0.0,,
2019-09-23,41231.69710314872,10163.018148510251,31068.678954638468,0.0,BULL_STRONG,3.0,0.0,,
2019-09-24,39755.62635816003,11444.867520982309,29302.98696960982,992.2281324321034,BULL_STRONG,3.0,1281.849372472058,,
2019-09-25,40841.01049201555,9861.243485841456,30979.767006174094,0.0,BULL_STRONG,3.0,0.0,,
2019-09-26,40144.56211959373,11081.080587389595,30249.603576464695,1186.1220442605656,BULL_STRONG,3.0,1219.8371015481405,,
2019-09-27,38492.78109336409,11081.080587389595,28315.499470476403,903.7989645019081,BULL_STRONG,3.0,0.0,,
2019-09-30,39686.53690217769,11081.080587389595,29582.4572374639,977.000922675802,BULL_STRONG,3.0,0.0,,
2019-10-01,39192.0312214515,11081.080587389595,29067.84152903772,956.8908949758224,BULL_STRONG,3.0,0.0,,
2019-10-02,37384.960776581116,11081.080587389595,26972.372359769113,668.4921705775935,BULL_STRONG,3.0,0.0,,
2019-10-03,38416.469445478295,11081.080587389595,28086.805224513395,751.4163664246951,BULL_STRONG,3.0,0.0,,
2019-10-04,39960.14393906691,11081.080587389595,29794.73998177974,915.676630102422,BULL_STRONG,3.0,0.0,,
2019-10-07,39772.43977084768,11081.080587389595,29473.022280869154,781.6630974110637,BULL_STRONG,3.0,0.0,,
2019-10-08,38358.203383771855,10498.013836265105,27860.18954750675,0.0,BEAR,3.0,0.0,,
2019-10-09,39520.81056591066,11194.779804836702,28748.886145821183,422.85538474722557,BULL_STRONG,3.0,696.7659685715973,,
2019-10-10,40371.70021393719,11857.703420286784,29675.644522098843,1161.6477284484347,BULL_STRONG,3.0,662.9236154500816,,
2019-10-11,41555.26315713888,10174.919543741304,31380.34361339757,0.0,BULL_STRONG,3.0,0.0,,
2019-10-14,41064.453316045125,10174.919543741304,30889.533772303825,0.0,BULL_STRONG,3.0,0.0,,
2019-10-15,43429.7509164619,10174.919543741304,33254.8313727206,0.0,BULL_STRONG,3.0,0.0,,
2019-10-16,42893.38229181219,10174.919543741304,32718.46274807088,0.0,BULL_STRONG,3.0,0.0,,
2019-10-17,43473.12582316072,10174.919543741304,33298.20627941941,0.0,BULL_STRONG,3.0,0.0,,
2019-10-18,41489.74320747708,10174.919543741304,31314.823663735777,0.0,BULL_STRONG,3.0,0.0,,
2019-10-21,43226.40511373572,10174.919543741304,33051.48556999442,0.0,BULL_STRONG,3.0,0.0,,
2019-10-22,41606.00051559985,10174.919543741304,31431.080971858544,0.0,BULL_STRONG,3.0,0.0,,
2019-10-23,41845.320622784144,10174.919543741304,31670.401079042836,0.0,BULL_STRONG,3.0,0.0,,
2019-10-24,43847.91235143953,10174.919543741304,33672.99280769823,0.0,BULL_STRONG,3.0,0.0,,
2019-10-25,45352.06527186904,10174.919543741304,35177.14572812773,0.0,BULL_STRONG,3.0,0.0,,
2019-10-28,47626.81613556313,10174.919543741304,37451.89659182183,0.0,BULL_STRONG,3.0,0.0,,
2019-10-29,45822.50554355449,10174.919543741304,35647.585999813185,0.0,BULL_STRONG,3.0,0.0,,
2019-10-30,46729.45848695123,10174.919543741304,36554.53894320993,0.0,BULL_STRONG,3.0,0.0,,
2019-10-31,46984.24160025283,10174.919543741304,36809.32205651153,0.0,BULL_STRONG,3.0,0.0,,
2019-11-01,23601.306399201254,,,,BULL_STRONG,,,PROFIT_TAKE,0.0
2019-11-01,48835.49684473365,23601.306399201254,25234.190445532397,0.0,BULL_STRONG,2.0,0.0,,
2019-11-04,49856.42363023785,23601.306399201254,26255.117231036595,0.0,BULL_STRONG,2.0,0.0,,
2019-11-05,49967.667827650774,23601.306399201254,26366.36142844952,0.0,BULL_STRONG,2.0,0.0,,
2019-11-06,49505.57383853048,23601.306399201254,25904.267439329225,0.0,BULL_STRONG,2.0,0.0,,
2019-11-07,50047.550328189696,23601.306399201254,26446.243928988442,0.0,BULL_STRONG,2.0,0.0,,
2019-11-08,37738.04394804239,,,,BULL_STRONG,,,PROFIT_TAKE,0.0
2019-11-08,50521.329672555396,37738.04394804239,12783.285724513007,0.0,BULL_STRONG,1.0,0.0,,
2019-11-11,50383.1245373993,25446.429896050155,24936.694641349146,0.0,BULL_STRONG,2.0,0.0,,
2019-11-12,50846.334983097615,25446.429896050155,25399.90508704746,0.0,BULL_STRONG,2.0,0.0,,
2019-11-13,50913.72215121183,12845.928509650534,38067.79364156129,0.0,BULL_STRONG,3.0,0.0,,
2019-11-14,50704.48740717569,12845.928509650534,37858.55889752516,0.0,BULL_STRONG,3.0,0.0,,
2019-11-15,52006.11165367952,12845.928509650534,39160.18314402899,0.0,BULL_STRONG,3.0,0.0,,
2019-11-18,52309.47540905719,12845.928509650534,39463.546899406654,0.0,BULL_STRONG,3.0,0.0,,
2019-11-19,52865.22163733969,12845.928509650534,40019.293127689154,0.0,BULL_STRONG,3.0,0.0,,
2019-11-20,51230.5659677193,12845.928509650534,38384.63745806877,0.0,BULL_STRONG,3.0,0.0,,
2019-11-21,50822.430647312634,12845.928509650534,37976.5021376621,0.0,BULL_STRONG,3.0,0.0,,
2019-11-22,50510.68726764449,12845.928509650534,37664.75875799396,0.0,BULL_STRONG,3.0,0.0,,
2019-11-25,53263.961469843285,12845.928509650534,40418.03296019275,0.0,BULL_STRONG,3.0,0.0,,
2019-11-26,53600.51275108142,12845.928509650534,40754.584241430886,0.0,BULL_STRONG,3.0,0.0,,
2019-11-27,55550.24594219124,12845.928509650534,42704.31743254071,0.0,BULL_STRONG,3.0,0.0,,
2019-11-29,54609.711064512885,12845.928509650534,41763.78255486235,0.0,BULL_STRONG,3.0,0.0,,
2019-12-02,53065.80352986083,12845.928509650534,40219.8750202103,0.0,BULL_STRONG,3.0,0.0,,
2019-12-03,51771.081431745886,12845.928509650534,38925.15292209535,0.0,BULL_STRONG,3.0,0.0,,
2019-12-04,52214.84368362126,12845.928509650534,39368.91517397072,0.0,BULL_STRONG,3.0,0.0,,
2019-12-05,52499.02731916968,12845.928509650534,39653.09880951915,0.0,BULL_STRONG,3.0,0.0,,
2019-12-06,54702.03757188182,12845.928509650534,41856.109062231284,0.0,BULL_STRONG,3.0,0.0,,
2019-12-09,54678.80689314392,12845.928509650534,41832.878383493386,0.0,BULL_STRONG,3.0,0.0,,
2019-12-10,54317.273711407,12845.928509650534,41471.34520175646,0.0,BULL_STRONG,3.0,0.0,,
2019-12-11,55214.08759738311,12845.928509650534,42368.15908773258,0.0,BULL_STRONG,3.0,0.0,,
2019-12-12,56575.68614563673,12845.928509650534,43729.7576359862,0.0,BULL_STRONG,3.0,0.0,,
2019-12-13,56849.48469144842,12845.928509650534,44003.55618179789,0.0,BULL_STRONG,3.0,0.0,,
2019-12-16,28763.898639320134,,,,BULL_STRONG,,,PROFIT_TAKE,0.0
2019-12-16,59274.367845901186,28763.898639320134,30510.46920658105,0.0,BULL_STRONG,2.0,0.0,,
2019-12-17,59397.81397952906,28763.898639320134,30633.91534020893,0.0,BULL_STRONG,2.0,0.0,,
2019-12-18,59596.42945783588,28763.898639320134,30832.530818515752,0.0,BULL_STRONG,2.0,0.0,,
2019-12-19,60714.84881234195,28763.898639320134,31950.95017302182,0.0,BULL_STRONG,2.0,0.0,,
2019-12-20,61454.2469349343,28763.898639320134,32690.34829561417,0.0,BULL_STRONG,2.0,0.0,,
2019-12-23,61908.732146460155,28763.898639320134,33144.83350714002,0.0,BULL_STRONG,2.0,0.0,,
2019-12-24,61998.30150184489,28763.898639320134,33234.40286252476,0.0,BULL_STRONG,2.0,0.0,,
2019-12-26,46113.83056737446,,,,BULL_STRONG,,,PROFIT_TAKE,0.0
2019-12-26,63551.954897891716,46113.83056737446,17438.124330517254,0.0,BULL_STRONG,1.0,0.0,,
2019-12-27,63549.750923497704,46113.83056737446,17435.920356123246,0.0,BULL_STRONG,1.0,0.0,,
2019-12-30,63087.8237497414,46113.83056737446,16973.99318236694,0.0,BULL_STRONG,1.0,0.0,,
2019-12-31,63028.58342442098,32088.42508490301,30940.158339517966,0.0,BULL_STRONG,2.0,0.0,,
